"iso3","year","lgb_score"
CIV,2019-01-01 00:00:00.000,3.5999999999999996
CIV,2020-01-01 00:00:00.000,2.903225806451613
CIV,2021-01-01 00:00:00.000,2.2580645161290325
CMR,2012-01-01 00:00:00.000,2.1739130434782603
CMR,2013-01-01 00:00:00.000,2.1739130434782603
CMR,2014-01-01 00:00:00.000,2.1739130434782603
CMR,2015-01-01 00:00:00.000,2.1739130434782603
CMR,2016-01-01 00:00:00.000,2.1739130434782603
CMR,2017-01-01 00:00:00.000,2.1739130434782603
CMR,2018-01-01 00:00:00.000,2.0
CMR,2019-01-01 00:00:00.000,2.0
CMR,2020-01-01 00:00:00.000,1.612903225806452
CMR,2021-01-01 00:00:00.000,1.612903225806452
COD,2012-01-01 00:00:00.000,4.3478260869565215
COD,2013-01-01 00:00:00.000,4.3478260869565215
COD,2014-01-01 00:00:00.000,4.3478260869565215
COD,2015-01-01 00:00:00.000,4.3478260869565215
COD,2016-01-01 00:00:00.000,4.3478260869565215
COD,2017-01-01 00:00:00.000,3.913043478260869
COD,2018-01-01 00:00:00.000,4.0
COD,2019-01-01 00:00:00.000,4.0
COD,2020-01-01 00:00:00.000,3.5483870967741935
COD,2021-01-01 00:00:00.000,2.903225806451613
COG,2012-01-01 00:00:00.000,3.913043478260869
COG,2013-01-01 00:00:00.000,3.913043478260869
COG,2014-01-01 00:00:00.000,3.913043478260869
COG,2015-01-01 00:00:00.000,3.913043478260869
COG,2016-01-01 00:00:00.000,3.913043478260869
COG,2017-01-01 00:00:00.000,3.913043478260869
COG,2018-01-01 00:00:00.000,4.0
COG,2019-01-01 00:00:00.000,4.0
COG,2020-01-01 00:00:00.000,3.5483870967741935
COG,2021-01-01 00:00:00.000,2.903225806451613
COL,2012-01-01 00:00:00.000,5.217391304347825
COL,2013-01-01 00:00:00.000,5.217391304347825
COL,2014-01-01 00:00:00.000,5.217391304347825
COL,2015-01-01 00:00:00.000,6.08695652173913
COL,2016-01-01 00:00:00.000,7.391304347826086
COL,2017-01-01 00:00:00.000,7.391304347826086
COL,2018-01-01 00:00:00.000,8.8
COL,2019-01-01 00:00:00.000,8.8
COL,2020-01-01 00:00:00.000,8.387096774193548
COL,2021-01-01 00:00:00.000,8.387096774193548
COM,2012-01-01 00:00:00.000,3.043478260869565
COM,2013-01-01 00:00:00.000,3.043478260869565
COM,2014-01-01 00:00:00.000,3.043478260869565
COM,2015-01-01 00:00:00.000,3.043478260869565
COM,2016-01-01 00:00:00.000,3.043478260869565
COM,2017-01-01 00:00:00.000,3.043478260869565
COM,2018-01-01 00:00:00.000,2.8
COM,2019-01-01 00:00:00.000,2.8
COM,2020-01-01 00:00:00.000,2.258064516129032
COM,2021-01-01 00:00:00.000,2.2580645161290325
CPV,2012-01-01 00:00:00.000,4.782608695652174
CPV,2013-01-01 00:00:00.000,4.782608695652174
CPV,2014-01-01 00:00:00.000,4.782608695652174
CPV,2015-01-01 00:00:00.000,5.217391304347825
CPV,2016-01-01 00:00:00.000,5.217391304347825
CPV,2017-01-01 00:00:00.000,5.217391304347825
CPV,2018-01-01 00:00:00.000,5.2
CPV,2019-01-01 00:00:00.000,5.2
CPV,2020-01-01 00:00:00.000,4.516129032258064
CPV,2021-01-01 00:00:00.000,4.516129032258065
