,iso3,year,soc_score
661,GNB,2013-01-01,2.545931758530184
662,GNB,2014-01-01,2.273324572930355
663,GNB,2015-01-01,2.3521681997371884
664,GNB,2016-01-01,2.2093023255813957
665,GNB,2017-01-01,2.7284595300261105
666,GNB,2018-01-01,2.7690288713910762
667,GNB,2019-01-01,2.521246458923513
668,GNB,2020-01-01,2.6234132581100145
669,GNB,2021-01-01,2.941176470588235
670,GNQ,2012-01-01,2.325905292479108
671,GNQ,2013-01-01,2.270341207349081
672,GNQ,2014-01-01,2.3127463863337714
673,GNQ,2015-01-01,2.286465177398161
674,GNQ,2016-01-01,2.286821705426357
675,GNQ,2017-01-01,2.323759791122716
676,GNQ,2018-01-01,2.4146981627296586
677,GNQ,2019-01-01,2.3654390934844205
678,GNQ,2020-01-01,2.4118476727785616
679,GNQ,2021-01-01,2.5751633986928106
680,GRC,2012-01-01,6.114206128133704
681,GRC,2013-01-01,5.669291338582678
682,GRC,2014-01-01,5.742444152431013
683,GRC,2015-01-01,5.781865965834429
684,GRC,2016-01-01,5.943152454780364
685,GRC,2017-01-01,6.187989556135772
686,GRC,2018-01-01,6.548556430446195
687,GRC,2019-01-01,7.7195467422096335
688,GRC,2020-01-01,7.79971791255289
689,GRC,2021-01-01,7.1764705882352935
690,GRD,2012-01-01,4.916434540389972
691,GRD,2013-01-01,5.0524934383202105
692,GRD,2014-01-01,5.059132720105126
693,GRD,2015-01-01,5.006570302233904
694,GRD,2016-01-01,5.103359173126616
695,GRD,2017-01-01,5.065274151436032
696,GRD,2018-01-01,5.065616797900263
697,GRD,2019-01-01,4.419263456090652
698,GRD,2020-01-01,4.372355430183356
699,GRD,2021-01-01,5.019607843137255
700,GTM,2012-01-01,7.5905292479108635
701,GTM,2013-01-01,7.716535433070867
702,GTM,2014-01-01,7.805519053876479
703,GTM,2015-01-01,8.173455978975033
704,GTM,2016-01-01,8.19121447028424
705,GTM,2017-01-01,8.198433420365538
706,GTM,2018-01-01,8.293963254593177
707,GTM,2019-01-01,8.073654390934847
708,GTM,2020-01-01,7.884344146685472
709,GTM,2021-01-01,8.03921568627451
710,GUY,2012-01-01,5.473537604456823
711,GUY,2013-01-01,5.826771653543307
712,GUY,2014-01-01,6.202365308804206
713,GUY,2015-01-01,6.084099868593956
714,GUY,2016-01-01,6.188630490956074
715,GUY,2017-01-01,6.096605744125327
716,GUY,2018-01-01,5.944881889763779
717,GUY,2019-01-01,6.572237960339946
718,GUY,2020-01-01,6.6713681241184775
719,GUY,2021-01-01,6.0130718954248366
720,HND,2012-01-01,7.646239554317548
721,HND,2013-01-01,7.677165354330709
722,HND,2014-01-01,8.107752956636006
723,HND,2015-01-01,8.134034165571615
724,HND,2016-01-01,7.545219638242894
725,HND,2017-01-01,7.676240208877285
726,HND,2018-01-01,8.097112860892388
727,HND,2019-01-01,7.84702549575071
728,HND,2020-01-01,8.251057827926658
729,HND,2021-01-01,8.065359477124183
730,HRV,2012-01-01,6.754874651810583
731,HRV,2013-01-01,6.496062992125985
732,HRV,2014-01-01,6.491458607095927
733,HRV,2015-01-01,6.491458607095927
734,HRV,2016-01-01,6.847545219638244
735,HRV,2017-01-01,7.023498694516972
736,HRV,2018-01-01,7.388451443569553
737,HRV,2019-01-01,7.733711048158643
738,HRV,2020-01-01,7.65867418899859
739,HRV,2021-01-01,7.450980392156863
740,HTI,2012-01-01,2.7576601671309184
741,HTI,2013-01-01,2.9133858267716537
742,HTI,2014-01-01,2.9040735873850205
743,HTI,2015-01-01,3.1668856767411304
744,HTI,2016-01-01,3.06201550387597
745,HTI,2017-01-01,3.3420365535248053
746,HTI,2018-01-01,3.3070866141732287
747,HTI,2019-01-01,3.7252124645892364
748,HTI,2020-01-01,3.8504936530324407
749,HTI,2021-01-01,3.4509803921568634
750,HUN,2012-01-01,6.9777158774373245
751,HUN,2013-01-01,6.902887139107612
752,HUN,2014-01-01,7.2404730617608415
753,HUN,2015-01-01,7.227332457293036
754,HUN,2016-01-01,7.571059431524549
755,HUN,2017-01-01,7.663185378590079
756,HUN,2018-01-01,7.808398950131234
757,HUN,2019-01-01,7.733711048158643
758,HUN,2020-01-01,7.63046544428773
759,HUN,2021-01-01,7.76470588235294
760,IDN,2012-01-01,7.298050139275766
761,IDN,2013-01-01,7.36220472440945
762,IDN,2014-01-01,7.424441524310119
763,IDN,2015-01-01,7.6478318002628125
764,IDN,2016-01-01,7.77777777777778
765,IDN,2017-01-01,7.375979112271542
766,IDN,2018-01-01,7.690288713910761
767,IDN,2019-01-01,7.507082152974506
768,IDN,2020-01-01,7.320169252468266
769,IDN,2021-01-01,7.464052287581698
770,IND,2012-01-01,5.863509749303621
771,IND,2013-01-01,6.010498687664041
772,IND,2014-01-01,6.031537450722734
773,IND,2015-01-01,6.084099868593956
774,IND,2016-01-01,6.214470284237727
775,IND,2017-01-01,6.318537859007833
776,IND,2018-01-01,6.496062992125984
777,IND,2019-01-01,6.487252124645893
778,IND,2020-01-01,6.544428772919605
779,IND,2021-01-01,6.6535947712418295
780,IRL,2012-01-01,7.451253481894149
781,IRL,2013-01-01,7.467191601049869
782,IRL,2014-01-01,7.660972404730618
783,IRL,2015-01-01,7.792378449408673
784,IRL,2016-01-01,8.02325581395349
785,IRL,2017-01-01,8.250652741514362
786,IRL,2018-01-01,8.398950131233594
787,IRL,2019-01-01,8.569405099150144
788,IRL,2020-01-01,8.5049365303244
789,IRL,2021-01-01,8.392156862745097
790,IRN,2012-01-01,7.284122562674094
791,IRN,2013-01-01,7.900262467191601
792,IRN,2014-01-01,7.700394218134035
793,IRN,2015-01-01,7.529566360052563
794,IRN,2016-01-01,7.5064599483204155
795,IRN,2017-01-01,7.637075718015668
796,IRN,2018-01-01,7.716535433070866
797,IRN,2019-01-01,8.328611898016998
798,IRN,2020-01-01,8.392101551480959
799,IRN,2021-01-01,7.960784313725489
800,IRQ,2012-01-01,5.710306406685236
801,IRQ,2013-01-01,5.341207349081365
802,IRQ,2014-01-01,5.2825229960578195
803,IRQ,2015-01-01,5.216819973718792
804,IRQ,2016-01-01,5.206718346253231
805,IRQ,2017-01-01,5.065274151436032
806,IRQ,2018-01-01,5.170603674540683
807,IRQ,2019-01-01,5.722379603399434
808,IRQ,2020-01-01,5.782792665726375
809,IRQ,2021-01-01,5.346405228758169
810,ISL,2012-01-01,8.676880222841223
811,ISL,2013-01-01,8.648293963254593
812,ISL,2014-01-01,8.804204993429698
813,ISL,2015-01-01,8.869908015768726
814,ISL,2016-01-01,8.888888888888891
815,ISL,2017-01-01,9.046997389033944
816,ISL,2018-01-01,9.10761154855643
817,ISL,2019-01-01,8.9943342776204
818,ISL,2020-01-01,8.942172073342736
819,ISL,2021-01-01,8.901960784313726
820,ISR,2012-01-01,8.328690807799441
821,ISR,2013-01-01,8.372703412073491
822,ISR,2014-01-01,8.462549277266755
823,ISR,2015-01-01,8.528252299605782
824,ISR,2016-01-01,8.643410852713181
825,ISR,2017-01-01,8.7467362924282
826,ISR,2018-01-01,8.805774278215225
827,ISR,2019-01-01,8.781869688385271
828,ISR,2020-01-01,8.744710860366713
829,ISR,2021-01-01,8.718954248366012
830,ITA,2012-01-01,7.5626740947075195
831,ITA,2013-01-01,7.283464566929135
832,ITA,2014-01-01,7.2667542706964525
833,ITA,2015-01-01,7.253613666228647
834,ITA,2016-01-01,7.338501291989665
835,ITA,2017-01-01,7.441253263707573
836,ITA,2018-01-01,7.664041994750655
837,ITA,2019-01-01,8.172804532577906
838,ITA,2020-01-01,8.110014104372357
839,ITA,2021-01-01,7.803921568627452
840,JAM,2012-01-01,7.005571030640668
841,JAM,2013-01-01,7.125984251968504
842,JAM,2014-01-01,7.319316688567675
843,JAM,2015-01-01,7.174770039421814
844,JAM,2016-01-01,7.183462532299744
845,JAM,2017-01-01,7.297650130548304
846,JAM,2018-01-01,7.5853018372703405
847,JAM,2019-01-01,7.832861189801701
848,JAM,2020-01-01,7.856135401974613
849,JAM,2021-01-01,7.620915032679738
850,JOR,2012-01-01,6.532033426183842
851,JOR,2013-01-01,6.430446194225722
852,JOR,2014-01-01,6.583442838370566
853,JOR,2015-01-01,6.491458607095927
854,JOR,2016-01-01,6.382428940568477
855,JOR,2017-01-01,6.044386422976503
856,JOR,2018-01-01,5.971128608923885
857,JOR,2019-01-01,7.011331444759207
858,JOR,2020-01-01,7.108603667136813
859,JOR,2021-01-01,6.222222222222221
860,JPN,2012-01-01,7.715877437325904
861,JPN,2013-01-01,7.440944881889765
862,JPN,2014-01-01,7.582128777923785
863,JPN,2015-01-01,7.555847568988174
864,JPN,2016-01-01,7.60981912144703
865,JPN,2017-01-01,7.7154046997389045
866,JPN,2018-01-01,7.9002624671916015
867,JPN,2019-01-01,7.76203966005666
868,JPN,2020-01-01,7.71509167842031
869,JPN,2021-01-01,7.934640522875817
870,KAZ,2012-01-01,7.144846796657381
871,KAZ,2013-01-01,7.178477690288714
872,KAZ,2014-01-01,7.2930354796320636
873,KAZ,2015-01-01,7.2930354796320636
874,KAZ,2016-01-01,7.532299741602069
875,KAZ,2017-01-01,7.362924281984334
876,KAZ,2018-01-01,7.637795275590551
877,KAZ,2019-01-01,7.6062322946175644
878,KAZ,2020-01-01,7.418899858956277
879,KAZ,2021-01-01,7.516339869281046
880,KEN,2012-01-01,4.916434540389972
881,KEN,2013-01-01,5.183727034120735
882,KEN,2014-01-01,4.901445466491458
883,KEN,2015-01-01,5.032851511169514
884,KEN,2016-01-01,5.503875968992249
885,KEN,2017-01-01,5.535248041775457
886,KEN,2018-01-01,5.721784776902887
887,KEN,2019-01-01,5.694050991501419
888,KEN,2020-01-01,5.768688293370945
889,KEN,2021-01-01,5.921568627450981
890,KGZ,2012-01-01,7.172701949860723
891,KGZ,2013-01-01,7.178477690288714
892,KGZ,2014-01-01,6.911957950065704
893,KGZ,2015-01-01,7.030223390275953
894,KGZ,2016-01-01,7.260981912144704
895,KGZ,2017-01-01,7.258485639686686
896,KGZ,2018-01-01,7.335958005249343
897,KGZ,2019-01-01,7.407932011331447
898,KGZ,2020-01-01,7.433004231311707
899,KGZ,2021-01-01,7.22875816993464
900,KHM,2012-01-01,5.306406685236768
901,KHM,2013-01-01,5.616797900262467
902,KHM,2014-01-01,5.54533508541393
903,KHM,2015-01-01,5.80814717477004
904,KHM,2016-01-01,6.020671834625324
905,KHM,2017-01-01,6.6449086161879904
906,KHM,2018-01-01,6.522309711286089
907,KHM,2019-01-01,3.2719546742209644
908,KHM,2020-01-01,3.314527503526093
909,KHM,2021-01-01,6.627450980392156
910,KIR,2012-01-01,3.454038997214484
911,KIR,2013-01-01,3.713910761154856
912,KIR,2014-01-01,3.850197109067017
913,KIR,2015-01-01,3.771353482260184
914,KIR,2016-01-01,3.8501291989664095
915,KIR,2017-01-01,3.5900783289817233
916,KIR,2018-01-01,3.89763779527559
917,KIR,2019-01-01,2.974504249291786
918,KIR,2020-01-01,3.6671368124118473
919,KIR,2021-01-01,4.287581699346406
920,KNA,2012-01-01,2.7715877437325904
921,KNA,2013-01-01,2.952755905511811
922,KNA,2014-01-01,3.035479632063075
923,KNA,2015-01-01,3.009198423127464
924,KNA,2016-01-01,3.1653746770025846
925,KNA,2017-01-01,3.1462140992167105
926,KNA,2018-01-01,3.228346456692913
927,KNA,2019-01-01,2.4645892351274794
928,KNA,2020-01-01,2.440056417489423
929,KNA,2021-01-01,3.228758169934641
930,KOR,2012-01-01,7.66016713091922
931,KOR,2013-01-01,7.388451443569554
932,KOR,2014-01-01,7.463863337713535
933,KOR,2015-01-01,7.385019710906702
934,KOR,2016-01-01,7.403100775193801
935,KOR,2017-01-01,7.506527415143605
936,KOR,2018-01-01,7.611548556430447
937,KOR,2019-01-01,7.6203966005665755
938,KOR,2020-01-01,7.588152327221439
939,KOR,2021-01-01,7.777777777777777
940,KWT,2012-01-01,7.7437325905292465
941,KWT,2013-01-01,7.585301837270341
942,KWT,2014-01-01,7.608409986859396
943,KWT,2015-01-01,7.6215505913272015
944,KWT,2016-01-01,7.77777777777778
945,KWT,2017-01-01,7.832898172323761
946,KWT,2018-01-01,7.952755905511812
947,KWT,2019-01-01,7.7903682719546765
948,KWT,2020-01-01,7.65867418899859
949,KWT,2021-01-01,7.8169934640522865
950,LAO,2012-01-01,5.306406685236768
951,LAO,2013-01-01,5.94488188976378
952,LAO,2014-01-01,5.952693823915901
953,LAO,2015-01-01,6.136662286465178
954,LAO,2016-01-01,6.24031007751938
955,LAO,2017-01-01,6.331592689295041
956,LAO,2018-01-01,6.522309711286089
957,LAO,2019-01-01,6.118980169971673
958,LAO,2020-01-01,6.121297602256699
959,LAO,2021-01-01,6.562091503267974
960,LBN,2012-01-01,7.35376044568245
961,LBN,2013-01-01,7.257217847769029
962,LBN,2014-01-01,7.030223390275953
963,LBN,2015-01-01,6.925098554533509
964,LBN,2016-01-01,7.002583979328167
965,LBN,2017-01-01,6.997389033942561
966,LBN,2018-01-01,7.1128608923884515
967,LBN,2019-01-01,7.577903682719549
968,LBN,2020-01-01,7.771509167842031
969,LBN,2021-01-01,7.15032679738562
970,LBR,2012-01-01,2.089136490250696
971,LBR,2013-01-01,2.1259842519685046
972,LBR,2014-01-01,2.325886990801577
973,LBR,2015-01-01,2.549277266754271
974,LBR,2016-01-01,2.64857881136951
975,LBR,2017-01-01,2.859007832898173
976,LBR,2018-01-01,2.821522309711286
977,LBR,2019-01-01,2.280453257790369
978,LBR,2020-01-01,2.383638928067702
979,LBR,2021-01-01,2.9019607843137254
980,LBY,2012-01-01,4.651810584958216
981,LBY,2013-01-01,4.31758530183727
982,LBY,2014-01-01,4.2838370565046
983,LBY,2015-01-01,4.152431011826544
984,LBY,2016-01-01,4.095607235142119
985,LBY,2017-01-01,4.151436031331592
986,LBY,2018-01-01,4.133858267716535
987,LBY,2019-01-01,5.212464589235129
988,LBY,2020-01-01,5.3878702397743305
989,LBY,2021-01-01,4.601307189542483
990,LCA,2012-01-01,6.114206128133704
991,LCA,2013-01-01,5.918635170603675
992,LCA,2014-01-01,6.0972404730617615
993,LCA,2015-01-01,6.215505913272011
994,LCA,2016-01-01,6.821705426356591
995,LCA,2017-01-01,6.187989556135772
996,LCA,2018-01-01,6.207349081364829
997,LCA,2019-01-01,7.322946175637396
998,LCA,2020-01-01,7.433004231311707
999,LCA,2021-01-01,6.692810457516339
1000,LIE,2012-01-01,2.45125348189415
1001,LIE,2013-01-01,2.467191601049869
1002,LIE,2014-01-01,2.536136662286465
1003,LIE,2015-01-01,2.52299605781866
1004,LIE,2016-01-01,2.5968992248062026
1005,LIE,2017-01-01,2.741514360313316
1006,LIE,2018-01-01,2.7952755905511815
1007,LIE,2019-01-01,2.138810198300284
1008,LIE,2020-01-01,1.861777150916784
1009,LIE,2021-01-01,2.6928104575163396
1010,LKA,2012-01-01,7.214484679665738
1011,LKA,2013-01-01,7.230971128608925
1012,LKA,2014-01-01,7.477003942181341
1013,LKA,2015-01-01,7.477003942181341
1014,LKA,2016-01-01,8.281653746770026
1015,LKA,2017-01-01,8.015665796344647
1016,LKA,2018-01-01,7.834645669291338
1017,LKA,2019-01-01,7.7903682719546765
1018,LKA,2020-01-01,7.785613540197461
1019,LKA,2021-01-01,7.8169934640522865
1020,LSO,2012-01-01,0.25069637883008333
1021,LSO,2013-01-01,0.984251968503937
1022,LSO,2014-01-01,0.8015768725361365
1023,LSO,2015-01-01,0.5256241787122216
1024,LSO,2016-01-01,0.7235142118863052
1025,LSO,2017-01-01,0.7832898172323763
1026,LSO,2018-01-01,1.0367454068241466
1027,LSO,2019-01-01,1.8130311614730878
1028,LSO,2020-01-01,2.1297602256699575
1029,LSO,2021-01-01,1.2156862745098036
1030,LTU,2012-01-01,7.061281337047353
1031,LTU,2013-01-01,7.112860892388452
1032,LTU,2014-01-01,7.2404730617608415
1033,LTU,2015-01-01,7.227332457293036
1034,LTU,2016-01-01,7.3901808785529735
1035,LTU,2017-01-01,7.51958224543081
1036,LTU,2018-01-01,7.677165354330708
1037,LTU,2019-01-01,7.818696883852693
1038,LTU,2020-01-01,7.686882933709451
1039,LTU,2021-01-01,7.555555555555555
1040,LUX,2012-01-01,8.11977715877437
1041,LUX,2013-01-01,7.926509186351707
1042,LUX,2014-01-01,8.002628120893561
1043,LUX,2015-01-01,7.858081471747701
1044,LUX,2016-01-01,7.932816537467701
1045,LUX,2017-01-01,7.950391644908617
1046,LUX,2018-01-01,8.057742782152232
1047,LUX,2019-01-01,8.186968838526914
1048,LUX,2020-01-01,8.067700987306065
1049,LUX,2021-01-01,8.117647058823529
1050,LVA,2012-01-01,7.200557103064066
1051,LVA,2013-01-01,7.6115485564304475
1052,LVA,2014-01-01,7.253613666228647
1053,LVA,2015-01-01,7.33245729303548
1054,LVA,2016-01-01,7.286821705426357
1055,LVA,2017-01-01,7.31070496083551
1056,LVA,2018-01-01,7.427821522309711
1057,LVA,2019-01-01,7.677053824362609
1058,LVA,2020-01-01,7.65867418899859
1059,LVA,2021-01-01,7.555555555555555
1060,MAR,2012-01-01,6.267409470752089
1061,MAR,2013-01-01,6.141732283464567
1062,MAR,2014-01-01,6.018396846254928
1063,MAR,2015-01-01,6.162943495400789
1064,MAR,2016-01-01,6.279069767441863
1065,MAR,2017-01-01,6.4229765013054845
1066,MAR,2018-01-01,6.509186351706037
1067,MAR,2019-01-01,6.926345609065159
1068,MAR,2020-01-01,6.967559943582512
1069,MAR,2021-01-01,6.627450980392156
1070,MCO,2012-01-01,3.064066852367688
1071,MCO,2013-01-01,3.057742782152231
1072,MCO,2014-01-01,2.9566360052562426
1073,MCO,2015-01-01,2.9960578186596587
1074,MCO,2016-01-01,3.242894056847546
1075,MCO,2017-01-01,3.276762402088773
1076,MCO,2018-01-01,3.2808398950131235
1077,MCO,2019-01-01,2.4645892351274794
1078,MCO,2020-01-01,2.440056417489423
1079,MCO,2021-01-01,3.228758169934641
1080,MDA,2012-01-01,7.855153203342617
1081,MDA,2013-01-01,7.769028871391077
1082,MDA,2014-01-01,7.950065703022339
1083,MDA,2015-01-01,7.766097240473062
1084,MDA,2016-01-01,7.906976744186048
1085,MDA,2017-01-01,7.87206266318538
1086,MDA,2018-01-01,7.795275590551181
1087,MDA,2019-01-01,7.818696883852693
1088,MDA,2020-01-01,7.827926657263753
1089,MDA,2021-01-01,7.960784313725489
1090,MDG,2012-01-01,4.526462395543175
1091,MDG,2013-01-01,4.028871391076116
1092,MDG,2014-01-01,4.717477003942182
1093,MDG,2015-01-01,4.507227332457294
1094,MDG,2016-01-01,4.844961240310078
1095,MDG,2017-01-01,4.503916449086162
1096,MDG,2018-01-01,5.1574803149606305
1097,MDG,2019-01-01,4.192634560906518
1098,MDG,2020-01-01,4.076163610719322
1099,MDG,2021-01-01,4.679738562091503
1100,MDV,2012-01-01,7.325905292479108
1101,MDV,2013-01-01,7.414698162729659
1102,MDV,2014-01-01,7.253613666228647
1103,MDV,2015-01-01,7.529566360052563
1104,MDV,2016-01-01,7.571059431524549
1105,MDV,2017-01-01,7.741514360313317
1106,MDV,2018-01-01,7.874015748031495
1107,MDV,2019-01-01,8.031161473087822
1108,MDV,2020-01-01,7.912552891396332
1109,MDV,2021-01-01,8.0
1110,MEX,2012-01-01,8.008356545961002
1111,MEX,2013-01-01,7.913385826771654
1112,MEX,2014-01-01,8.0946123521682
1113,MEX,2015-01-01,8.120893561103811
1114,MEX,2016-01-01,8.113695090439279
1115,MEX,2017-01-01,8.120104438642299
1116,MEX,2018-01-01,8.057742782152232
1117,MEX,2019-01-01,7.903682719546746
1118,MEX,2020-01-01,7.8702397743300425
1119,MEX,2021-01-01,7.960784313725489
1120,MHL,2012-01-01,3.5097493036211693
1121,MHL,2013-01-01,4.081364829396326
1122,MHL,2014-01-01,4.099868593955321
1123,MHL,2015-01-01,4.152431011826544
1124,MHL,2016-01-01,4.108527131782946
1125,MHL,2017-01-01,2.9765013054830294
1126,MHL,2018-01-01,3.2808398950131235
1127,MHL,2019-01-01,2.5354107648725215
1128,MHL,2020-01-01,2.651622002820875
1129,MHL,2021-01-01,3.4248366013071894
1130,MKD,2012-01-01,4.5125348189415035
1131,MKD,2013-01-01,4.42257217847769
1132,MKD,2014-01-01,4.480946123521681
1133,MKD,2015-01-01,4.54664914586071
1134,MKD,2016-01-01,4.7416020671834636
1135,MKD,2017-01-01,5.0
1136,MKD,2018-01-01,5.3412073490813645
1137,MKD,2019-01-01,6.657223796033996
1138,MKD,2020-01-01,6.699576868829337
1139,MKD,2021-01-01,6.052287581699346
1140,MLI,2012-01-01,2.6183844011142057
1141,MLI,2013-01-01,2.6902887139107614
1142,MLI,2014-01-01,2.8777923784494086
1143,MLI,2015-01-01,2.877792378449409
1144,MLI,2016-01-01,2.583979328165375
1145,MLI,2017-01-01,2.715404699738904
1146,MLI,2018-01-01,3.0839895013123364
1147,MLI,2019-01-01,2.7053824362606234
1148,MLI,2020-01-01,2.8349788434414664
1149,MLI,2021-01-01,3.1895424836601305
1150,MLT,2012-01-01,8.356545961002784
1151,MLT,2013-01-01,8.72703412073491
1152,MLT,2014-01-01,8.672798948751643
1153,MLT,2015-01-01,8.23915900131406
1154,MLT,2016-01-01,8.47545219638243
1155,MLT,2017-01-01,8.472584856396868
1156,MLT,2018-01-01,8.569553805774277
1157,MLT,2019-01-01,8.541076487252127
1158,MLT,2020-01-01,8.47672778561354
1159,MLT,2021-01-01,8.601307189542483
1160,MMR,2012-01-01,4.9025069637883
1161,MMR,2013-01-01,5.354330708661417
1162,MMR,2014-01-01,4.6911957950065695
1163,MMR,2015-01-01,5.019710906701709
1164,MMR,2016-01-01,5.025839793281654
1165,MMR,2017-01-01,5.404699738903394
1166,MMR,2018-01-01,5.47244094488189
1167,MMR,2019-01-01,5.028328611898019
1168,MMR,2020-01-01,5.049365303244007
1169,MMR,2021-01-01,5.503267973856209
1170,MNE,2012-01-01,5.710306406685236
1171,MNE,2013-01-01,5.459317585301838
1172,MNE,2014-01-01,5.571616294349541
1173,MNE,2015-01-01,5.59789750328515
1174,MNE,2016-01-01,5.555555555555556
1175,MNE,2017-01-01,5.796344647519584
1176,MNE,2018-01-01,6.023622047244094
1177,MNE,2019-01-01,6.81303116147309
1178,MNE,2020-01-01,6.7983074753173485
1179,MNE,2021-01-01,5.973856209150327
1180,MNG,2012-01-01,6.768802228412255
1181,MNG,2013-01-01,6.78477690288714
1182,MNG,2014-01-01,6.846254927726676
1183,MNG,2015-01-01,6.741130091984232
1184,MNG,2016-01-01,6.563307493540053
1185,MNG,2017-01-01,6.697127937336816
1186,MNG,2018-01-01,7.637795275590551
1187,MNG,2019-01-01,7.2662889518413625
1188,MNG,2020-01-01,7.291960507757405
1189,MNG,2021-01-01,7.241830065359476
1190,MOZ,2012-01-01,2.896935933147632
1191,MOZ,2013-01-01,3.254593175853018
1192,MOZ,2014-01-01,3.2588699080157686
1193,MOZ,2015-01-01,3.508541392904074
1194,MOZ,2016-01-01,3.7080103359173133
1195,MOZ,2017-01-01,3.524804177545693
1196,MOZ,2018-01-01,3.5695538057742775
1197,MOZ,2019-01-01,3.257790368271956
1198,MOZ,2020-01-01,3.215796897038082
1199,MOZ,2021-01-01,3.6862745098039214
1200,MRT,2012-01-01,2.7994428969359326
1201,MRT,2013-01-01,3.057742782152231
1202,MRT,2014-01-01,3.009198423127463
1203,MRT,2015-01-01,2.9434954007884366
1204,MRT,2016-01-01,2.9586563307493545
1205,MRT,2017-01-01,3.0156657963446487
1206,MRT,2018-01-01,3.0839895013123364
1207,MRT,2019-01-01,3.2436260623229467
1208,MRT,2020-01-01,3.314527503526093
1209,MRT,2021-01-01,3.2418300653594776
1210,MUS,2012-01-01,7.520891364902505
1211,MUS,2013-01-01,7.480314960629922
1212,MUS,2014-01-01,8.028909329829172
1213,MUS,2015-01-01,7.858081471747701
1214,MUS,2016-01-01,7.9844961240310095
1215,MUS,2017-01-01,8.015665796344647
1216,MUS,2018-01-01,7.9002624671916015
1217,MUS,2019-01-01,7.903682719546746
1218,MUS,2020-01-01,7.65867418899859
1219,MUS,2021-01-01,7.555555555555555
1220,MWI,2012-01-01,3.1754874651810585
1221,MWI,2013-01-01,3.713910761154856
1222,MWI,2014-01-01,3.5348226018396844
1223,MWI,2015-01-01,4.0604467805519056
1224,MWI,2016-01-01,3.7855297157622747
1225,MWI,2017-01-01,3.616187989556137
1226,MWI,2018-01-01,3.910761154855643
1227,MWI,2019-01-01,3.371104815864024
1228,MWI,2020-01-01,3.2722143864598037
1229,MWI,2021-01-01,3.516339869281046
1230,MYS,2012-01-01,8.50974930362117
1231,MYS,2013-01-01,8.51706036745407
1232,MYS,2014-01-01,8.580814717477004
1233,MYS,2015-01-01,8.528252299605782
1234,MYS,2016-01-01,8.656330749354007
1235,MYS,2017-01-01,8.681462140992167
1236,MYS,2018-01-01,8.543307086614174
1237,MYS,2019-01-01,8.24362606232295
1238,MYS,2020-01-01,8.138222849083217
1239,MYS,2021-01-01,8.169934640522875
1240,NAM,2012-01-01,3.9275766016713076
1241,NAM,2013-01-01,4.21259842519685
1242,NAM,2014-01-01,4.07358738501971
1243,NAM,2015-01-01,3.942181340341656
1244,NAM,2016-01-01,3.798449612403102
1245,NAM,2017-01-01,4.099216710182768
1246,NAM,2018-01-01,4.10761154855643
1247,NAM,2019-01-01,5.3399433427762055
1248,NAM,2020-01-01,5.444287729196051
1249,NAM,2021-01-01,4.483660130718954
1250,NER,2012-01-01,2.910863509749303
1251,NER,2013-01-01,3.2939632545931765
1252,NER,2014-01-01,3.7582128777923782
1253,NER,2015-01-01,3.5479632063074904
1254,NER,2016-01-01,3.359173126614989
1255,NER,2017-01-01,3.18537859007833
1256,NER,2018-01-01,3.425196850393701
1257,NER,2019-01-01,2.450424929178471
1258,NER,2020-01-01,2.4682651622002822
1259,NER,2021-01-01,3.1111111111111103
1260,NGA,2012-01-01,2.270194986072423
1261,NGA,2013-01-01,2.467191601049869
1262,NGA,2014-01-01,2.299605781865966
1263,NGA,2015-01-01,2.2601839684625498
1264,NGA,2016-01-01,1.873385012919897
1265,NGA,2017-01-01,1.3968668407310711
1266,NGA,2018-01-01,1.5354330708661417
1267,NGA,2019-01-01,1.3031161473087822
1268,NGA,2020-01-01,1.2270803949224263
1269,NGA,2021-01-01,1.4248366013071894
1270,NIC,2012-01-01,7.5626740947075195
1271,NIC,2013-01-01,7.769028871391077
1272,NIC,2014-01-01,7.858081471747701
1273,NIC,2015-01-01,7.792378449408673
1274,NIC,2016-01-01,7.868217054263567
1275,NIC,2017-01-01,8.067885117493475
1276,NIC,2018-01-01,7.8871391076115485
1277,NIC,2019-01-01,7.889518413597736
1278,NIC,2020-01-01,7.926657263751763
1279,NIC,2021-01-01,7.908496732026142
1280,NLD,2012-01-01,8.203342618384399
1281,NLD,2013-01-01,7.9921259842519685
1282,NLD,2014-01-01,8.028909329829172
1283,NLD,2015-01-01,8.02890932982917
1284,NLD,2016-01-01,8.204134366925066
1285,NLD,2017-01-01,8.315926892950394
1286,NLD,2018-01-01,8.517060367454068
1287,NLD,2019-01-01,8.498583569405103
1288,NLD,2020-01-01,8.392101551480959
1289,NLD,2021-01-01,8.470588235294118
1290,NOR,2012-01-01,8.927576601671307
1291,NOR,2013-01-01,8.884514435695538
1292,NOR,2014-01-01,8.896189224704337
1293,NOR,2015-01-01,8.672798948751643
1294,NOR,2016-01-01,8.708010335917313
1295,NOR,2017-01-01,8.798955613577023
1296,NOR,2018-01-01,8.858267716535433
1297,NOR,2019-01-01,8.838526912181306
1298,NOR,2020-01-01,8.829337094499294
1299,NOR,2021-01-01,8.810457516339868
1300,NPL,2012-01-01,6.532033426183842
1301,NPL,2013-01-01,6.73228346456693
1302,NPL,2014-01-01,6.990801576872537
1303,NPL,2015-01-01,6.793692509855454
1304,NPL,2016-01-01,7.312661498708012
