"iso3","year","africa","americas","east_asia_and_the_pacific","europe","middle_east","other_not_classified","south_asia","total","of_which,_nationals_residing_abroad"
SWZ,2014-01-01 00:00:00.000,1178.0,23.0,13.0,101.0,,,10.0,1325.0,
SWZ,2015-01-01 00:00:00.000,1105.0,23.0,13.0,105.0,,,10.0,1256.0,
SWZ,2016-01-01 00:00:00.000,1111.0,24.0,15.0,114.0,,,14.0,1279.0,
SWZ,2017-01-01 00:00:00.000,1156.0,26.0,14.0,131.0,,,15.0,1343.0,
SWZ,2018-01-01 00:00:00.000,1116.0,23.0,13.0,113.0,,,12.0,1277.0,
SWZ,2019-01-01 00:00:00.000,1088.0,21.0,13.0,92.0,,,12.0,1226.0,
SWZ,2020-01-01 00:00:00.000,315.0,4.0,3.0,19.0,,,4.0,345.0,
SWZ,2021-01-01 00:00:00.000,197.0,2.0,2.0,5.0,,,4.0,211.0,
ETH,2012-01-01 00:00:00.000,169.0,121.0,52.0,181.0,51.0,3.0,22.0,597.0,
ETH,2013-01-01 00:00:00.000,217.0,130.0,52.0,201.0,59.0,3.0,23.0,681.0,
ETH,2014-01-01 00:00:00.000,232.0,150.0,61.0,231.0,68.0,3.0,28.0,770.0,
ETH,2015-01-01 00:00:00.000,261.0,169.0,68.0,259.0,76.0,3.0,31.0,864.0,
ETH,2016-01-01 00:00:00.000,263.0,172.0,69.0,261.0,76.0,3.0,31.0,871.0,
ETH,2017-01-01 00:00:00.000,282.0,183.0,74.0,280.0,82.0,3.0,33.0,933.0,
ETH,2018-01-01 00:00:00.000,249.0,177.0,77.0,248.0,70.0,3.0,28.0,849.0,
ETH,2019-01-01 00:00:00.000,244.0,161.0,66.0,243.0,70.0,3.0,29.0,812.0,
ETH,2020-01-01 00:00:00.000,137.0,39.0,24.0,50.0,8.0,3.0,10.0,271.0,
ETH,2021-01-01 00:00:00.000,342.0,68.0,27.0,56.0,10.0,3.0,15.0,518.0,
FJI,2012-01-01 00:00:00.000,,70.0,535.0,46.0,,7.0,3.0,661.0,
FJI,2013-01-01 00:00:00.000,,68.0,534.0,46.0,,8.0,3.0,659.0,
FJI,2014-01-01 00:00:00.000,,74.0,562.0,47.0,,6.0,3.0,693.0,
FJI,2015-01-01 00:00:00.000,,80.0,618.0,48.0,,6.0,3.0,755.0,
FJI,2016-01-01 00:00:00.000,,81.0,654.0,49.0,,4.0,4.0,792.0,
FJI,2017-01-01 00:00:00.000,,94.0,688.0,52.0,,5.0,5.0,843.0,
FJI,2018-01-01 00:00:00.000,,99.0,706.0,54.0,,5.0,6.0,870.0,
FJI,2019-01-01 00:00:00.000,,110.0,720.0,53.0,,5.0,6.0,894.0,
FJI,2020-01-01 00:00:00.000,,20.0,114.0,10.0,,1.0,1.0,147.0,
FJI,2021-01-01 00:00:00.000,,5.0,26.0,1.0,,1.0,1.0,32.0,
FIN,2012-01-01 00:00:00.000,16.0,223.0,474.0,6923.0,5.0,154.0,19.0,7636.0,
FIN,2013-01-01 00:00:00.000,7.0,121.0,273.0,2218.0,5.0,154.0,19.0,2797.0,
FIN,2014-01-01 00:00:00.000,8.0,128.0,287.0,2112.0,6.0,171.0,19.0,2731.0,
FIN,2015-01-01 00:00:00.000,9.0,135.0,349.0,1934.0,8.0,163.0,25.0,2622.0,
FIN,2016-01-01 00:00:00.000,9.0,149.0,429.0,1947.0,9.0,217.0,29.0,2789.0,
FIN,2017-01-01 00:00:00.000,11.0,174.0,533.0,2203.0,12.0,213.0,34.0,3180.0,
FIN,2018-01-01 00:00:00.000,12.0,190.0,534.0,2217.0,15.0,220.0,38.0,3224.0,
FIN,2019-01-01 00:00:00.000,12.0,196.0,578.0,2287.0,21.0,152.0,46.0,3290.0,
FIN,2020-01-01 00:00:00.000,3.0,51.0,127.0,650.0,5.0,49.0,11.0,896.0,
FIN,2021-01-01 00:00:00.000,3.0,53.0,36.0,662.0,6.0,41.0,6.0,807.0,
FRA,2012-01-01 00:00:00.000,2276.0,6133.0,4159.0,68554.0,859.0,,,81980.0,
FRA,2013-01-01 00:00:00.000,2350.0,6225.0,4661.0,69388.0,1011.0,,,83634.0,
FRA,2014-01-01 00:00:00.000,2483.0,6620.0,5175.0,68323.0,1099.0,,,83701.0,
FRA,2015-01-01 00:00:00.000,2774.0,7091.0,6198.0,67037.0,1352.0,,,84452.0,
FRA,2016-01-01 00:00:00.000,2927.0,8131.0,5641.0,64728.0,1255.0,,,82682.0,
FRA,2017-01-01 00:00:00.000,2799.0,8632.0,5683.0,68293.0,1351.0,,,86758.0,
FRA,2018-01-01 00:00:00.000,2920.0,8956.0,6042.0,69955.0,1449.0,,,89322.0,
FRA,2019-01-01 00:00:00.000,3249.0,8269.0,5283.0,72767.0,1347.0,,,90914.0,
FRA,2020-01-01 00:00:00.000,650.0,1654.0,1057.0,38055.0,269.0,,,41684.0,
FRA,2021-01-01 00:00:00.000,750.0,1920.0,1230.0,44185.0,310.0,,,48395.0,
GAB,2012-01-01 00:00:00.000,,,,,,,,,
GAB,2013-01-01 00:00:00.000,,,,,,,,,
GAB,2014-01-01 00:00:00.000,,,,,,,,,
GAB,2015-01-01 00:00:00.000,,,,,,,,,
GAB,2016-01-01 00:00:00.000,,,,,,,,,
GAB,2017-01-01 00:00:00.000,,,,,,,,,
GAB,2018-01-01 00:00:00.000,,,,,,,,,
GAB,2019-01-01 00:00:00.000,,,,,,,,,
GAB,2020-01-01 00:00:00.000,,,,,,,,,
GAB,2021-01-01 00:00:00.000,,,,,,,,,
GMB,2012-01-01 00:00:00.000,16.0,3.0,,109.0,,29.0,,157.0,23.0
GMB,2013-01-01 00:00:00.000,23.0,3.0,,109.0,,36.0,,171.0,29.0
GMB,2014-01-01 00:00:00.000,15.0,4.0,,102.0,,35.0,,156.0,30.0
GMB,2015-01-01 00:00:00.000,15.0,4.0,,81.0,,35.0,,135.0,29.0
GMB,2016-01-01 00:00:00.000,13.0,4.0,,106.0,,38.0,,161.0,31.0
GMB,2017-01-01 00:00:00.000,13.0,4.0,,106.0,,39.0,,162.0,29.0
GMB,2018-01-01 00:00:00.000,17.0,5.0,,141.0,,46.0,,209.0,33.0
GMB,2019-01-01 00:00:00.000,22.0,6.0,,156.0,,51.0,,236.0,40.0
GMB,2020-01-01 00:00:00.000,6.0,3.0,,60.0,,20.0,,89.0,16.0
GMB,2021-01-01 00:00:00.000,8.0,9.0,,39.0,,47.0,,102.0,35.0
GEO,2012-01-01 00:00:00.000,2.0,26.0,23.0,3480.0,14.0,474.0,88.0,4106.0,470.0
GEO,2013-01-01 00:00:00.000,2.0,24.0,25.0,4270.0,56.0,504.0,73.0,4954.0,499.0
GEO,2014-01-01 00:00:00.000,3.0,28.0,24.0,4392.0,34.0,487.0,37.0,5004.0,482.0
GEO,2015-01-01 00:00:00.000,4.0,31.0,30.0,4667.0,46.0,446.0,32.0,5256.0,441.0
GEO,2016-01-01 00:00:00.000,6.0,34.0,43.0,4642.0,71.0,435.0,162.0,5393.0,429.0
GEO,2017-01-01 00:00:00.000,8.0,43.0,61.0,5441.0,132.0,463.0,336.0,6483.0,456.0
GEO,2018-01-01 00:00:00.000,8.0,55.0,91.0,6088.0,126.0,482.0,354.0,7203.0,476.0
GEO,2019-01-01 00:00:00.000,9.0,62.0,129.0,6665.0,156.0,496.0,208.0,7726.0,489.0
GEO,2020-01-01 00:00:00.000,2.0,10.0,18.0,1297.0,17.0,142.0,28.0,1513.0,140.0
GEO,2021-01-01 00:00:00.000,7.0,24.0,22.0,1348.0,115.0,154.0,52.0,1721.0,152.0
DEU,2012-01-01 00:00:00.000,227.0,3155.0,2666.0,23121.0,449.0,621.0,172.0,30411.0,
DEU,2013-01-01 00:00:00.000,246.0,3192.0,2805.0,23899.0,517.0,696.0,190.0,31545.0,
DEU,2014-01-01 00:00:00.000,254.0,3272.0,3024.0,24915.0,587.0,753.0,194.0,32999.0,
DEU,2015-01-01 00:00:00.000,274.0,3487.0,3556.0,25951.0,698.0,791.0,213.0,34970.0,
DEU,2016-01-01 00:00:00.000,263.0,3509.0,3489.0,26568.0,673.0,823.0,231.0,35555.0,
DEU,2017-01-01 00:00:00.000,271.0,3890.0,3889.0,27635.0,661.0,837.0,269.0,37452.0,
DEU,2018-01-01 00:00:00.000,273.0,4085.0,3965.0,28681.0,636.0,952.0,290.0,38881.0,
DEU,2019-01-01 00:00:00.000,284.0,4142.0,3963.0,29489.0,604.0,774.0,307.0,39563.0,
DEU,2020-01-01 00:00:00.000,74.0,797.0,579.0,10595.0,96.0,252.0,56.0,12449.0,
DEU,2021-01-01 00:00:00.000,62.0,874.0,314.0,10048.0,166.0,182.0,43.0,11688.0,
GHA,2012-01-01 00:00:00.000,475.0,52.0,23.0,151.0,16.0,195.0,21.0,933.0,
GHA,2013-01-01 00:00:00.000,475.0,52.0,23.0,151.0,16.0,195.0,21.0,933.0,
GHA,2014-01-01 00:00:00.000,475.0,52.0,23.0,151.0,16.0,195.0,21.0,933.0,
GHA,2015-01-01 00:00:00.000,475.0,52.0,23.0,151.0,16.0,195.0,21.0,933.0,
GHA,2016-01-01 00:00:00.000,475.0,52.0,23.0,151.0,16.0,195.0,21.0,933.0,
GHA,2017-01-01 00:00:00.000,508.0,91.0,29.0,157.0,9.0,151.0,24.0,969.0,
GHA,2018-01-01 00:00:00.000,524.0,93.0,31.0,124.0,8.0,152.0,23.0,956.0,
GHA,2019-01-01 00:00:00.000,681.0,142.0,45.0,156.0,19.0,62.0,26.0,1130.0,
GHA,2020-01-01 00:00:00.000,221.0,53.0,19.0,32.0,12.0,6.0,11.0,355.0,
GHA,2021-01-01 00:00:00.000,378.0,103.0,12.0,72.0,10.0,32.0,17.0,624.0,
GRC,2012-01-01 00:00:00.000,33.0,559.0,216.0,14661.0,36.0,,13.0,15518.0,
GRC,2013-01-01 00:00:00.000,27.0,754.0,238.0,16822.0,73.0,,5.0,17920.0,
GRC,2014-01-01 00:00:00.000,40.0,890.0,365.0,20651.0,86.0,,1.0,22033.0,
GRC,2015-01-01 00:00:00.000,36.0,1095.0,362.0,21985.0,112.0,,11.0,23599.0,
GRC,2016-01-01 00:00:00.000,63.0,1100.0,738.0,22898.0,112.0,,11.0,24799.0,
GRC,2017-01-01 00:00:00.000,82.0,1272.0,982.0,24859.0,112.0,,11.0,27194.0,
GRC,2018-01-01 00:00:00.000,115.0,1681.0,1101.0,27226.0,112.0,,11.0,30123.0,
GRC,2019-01-01 00:00:00.000,127.0,1818.0,1196.0,28207.0,112.0,,11.0,31348.0,
GRC,2020-01-01 00:00:00.000,15.0,170.0,197.0,6993.0,112.0,,11.0,7374.0,
GRC,2021-01-01 00:00:00.000,24.0,468.0,350.0,13863.0,112.0,,11.0,14705.0,
GRD,2012-01-01 00:00:00.000,,58.0,1.0,31.0,,15.0,,105.0,15.0
GRD,2013-01-01 00:00:00.000,,64.0,1.0,26.0,,15.0,,106.0,15.0
GRD,2014-01-01 00:00:00.000,,75.0,1.0,31.0,,17.0,,125.0,16.0
GRD,2015-01-01 00:00:00.000,,79.0,1.0,33.0,,19.0,,133.0,19.0
GRD,2016-01-01 00:00:00.000,,80.0,1.0,31.0,,23.0,,135.0,21.0
GRD,2017-01-01 00:00:00.000,,93.0,1.5,31.0,,21.0,,146.0,21.0
GRD,2018-01-01 00:00:00.000,,104.0,2.0,31.0,,23.0,,161.0,23.0
GRD,2019-01-01 00:00:00.000,,106.0,2.0,31.0,,24.0,,163.0,23.0
GRD,2020-01-01 00:00:00.000,,27.0,2.0,10.0,,6.0,,44.0,6.0
GRD,2021-01-01 00:00:00.000,,26.0,2.0,8.0,,8.0,,42.0,8.0
GTM,2012-01-01 00:00:00.000,1.0,1275.0,26.0,114.0,,73.0,2.0,1491.0,
GTM,2013-01-01 00:00:00.000,2.0,1293.0,27.0,120.0,,72.0,2.0,1516.0,
GTM,2014-01-01 00:00:00.000,2.0,1495.0,31.0,138.0,,71.0,2.0,1739.0,
GTM,2015-01-01 00:00:00.000,2.0,1611.0,31.0,140.0,,77.0,2.0,1865.0,
GTM,2016-01-01 00:00:00.000,2.0,1632.0,30.0,135.0,,104.0,2.0,1906.0,
GTM,2017-01-01 00:00:00.000,2.0,1803.0,33.0,150.0,,129.0,2.0,2120.0,
GTM,2018-01-01 00:00:00.000,2.0,2063.0,32.0,154.0,,150.0,3.0,2406.0,
GTM,2019-01-01 00:00:00.000,2.0,2243.0,31.0,150.0,,131.0,3.0,2560.0,
GTM,2020-01-01 00:00:00.000,2.0,502.0,7.0,41.0,,42.0,3.0,594.0,
GTM,2021-01-01 00:00:00.000,2.0,615.0,6.0,40.0,,4.0,3.0,666.0,
GIN,2012-01-01 00:00:00.000,,,,,,,,,
GIN,2013-01-01 00:00:00.000,,,,,,,,,
GIN,2014-01-01 00:00:00.000,,,,,,,,,
GIN,2015-01-01 00:00:00.000,,,,,,,,,
GIN,2016-01-01 00:00:00.000,,,,,,,,,
GIN,2017-01-01 00:00:00.000,,,,,,,,,
GIN,2018-01-01 00:00:00.000,,,,,,,,,
GIN,2019-01-01 00:00:00.000,,,,,,,,,
GIN,2020-01-01 00:00:00.000,,,,,,,,,
GIN,2021-01-01 00:00:00.000,,,,,,,,,
GNB,2012-01-01 00:00:00.000,,,,,,,,,
GNB,2013-01-01 00:00:00.000,,,,,,,,,
GNB,2014-01-01 00:00:00.000,,,,,,,,,
GNB,2015-01-01 00:00:00.000,,,,,,,,,
GNB,2016-01-01 00:00:00.000,,,,,,,,,
GNB,2017-01-01 00:00:00.000,,,,,,,,,
GNB,2018-01-01 00:00:00.000,,,,,,,,,
GNB,2019-01-01 00:00:00.000,,,,,,,,,
GNB,2020-01-01 00:00:00.000,,,,,,,,,
GNB,2021-01-01 00:00:00.000,,,,,,,,,
GUY,2012-01-01 00:00:00.000,,164.0,,9.0,,4.0,,177.0,
GUY,2013-01-01 00:00:00.000,,186.0,,10.0,,5.0,,200.0,
GUY,2014-01-01 00:00:00.000,,190.0,,11.0,,5.0,,206.0,
GUY,2015-01-01 00:00:00.000,,191.0,,11.0,,5.0,,207.0,
GUY,2016-01-01 00:00:00.000,,217.0,,13.0,,6.0,,235.0,
GUY,2017-01-01 00:00:00.000,,230.0,,11.0,,6.0,,247.0,
GUY,2018-01-01 00:00:00.000,,267.0,,13.0,,7.0,,287.0,
GUY,2019-01-01 00:00:00.000,,291.0,,14.0,,9.0,,315.0,
GUY,2020-01-01 00:00:00.000,,79.0,,5.0,,3.0,,87.0,
GUY,2021-01-01 00:00:00.000,,149.0,,7.0,,3.0,,158.0,
HTI,2012-01-01 00:00:00.000,,297.0,,28.0,,24.0,,349.0,
HTI,2013-01-01 00:00:00.000,,359.0,,48.0,,14.0,,420.0,
HTI,2014-01-01 00:00:00.000,,420.0,,40.0,,5.0,,465.0,
HTI,2015-01-01 00:00:00.000,,432.0,,36.0,,48.0,,516.0,
HTI,2016-01-01 00:00:00.000,,405.0,,35.0,,5.0,,445.0,
HTI,2017-01-01 00:00:00.000,,427.0,,33.0,,7.0,,467.0,
HTI,2018-01-01 00:00:00.000,,412.0,,30.0,,5.0,,447.0,
HTI,2019-01-01 00:00:00.000,,267.0,,16.0,,3.0,,286.0,
HTI,2020-01-01 00:00:00.000,,194.0,,7.0,,3.0,,203.0,
HTI,2021-01-01 00:00:00.000,,141.0,,6.0,,3.0,,148.0,
HND,2012-01-01 00:00:00.000,,734.0,30.0,126.0,,,,895.0,
HND,2013-01-01 00:00:00.000,,714.0,27.0,119.0,,,,863.0,
HND,2014-01-01 00:00:00.000,,790.0,10.0,68.0,,,,868.0,
HND,2015-01-01 00:00:00.000,,782.0,16.0,81.0,,,,880.0,
HND,2016-01-01 00:00:00.000,,745.0,11.0,81.0,,,,838.0,
HND,2017-01-01 00:00:00.000,,772.0,7.0,66.0,,,,850.0,
HND,2018-01-01 00:00:00.000,,782.0,5.0,57.0,,,,847.0,
HND,2019-01-01 00:00:00.000,,678.0,6.0,38.0,,,,724.0,
HND,2020-01-01 00:00:00.000,,192.0,1.0,11.0,,,,204.0,
HND,2021-01-01 00:00:00.000,,433.0,1.0,24.0,,,,459.0,
HUN,2012-01-01 00:00:00.000,26.0,577.0,459.0,42503.0,,,,43565.0,
HUN,2013-01-01 00:00:00.000,28.0,635.0,591.0,42357.0,,,,43611.0,
HUN,2014-01-01 00:00:00.000,29.0,723.0,650.0,44582.0,,,,45984.0,
HUN,2015-01-01 00:00:00.000,32.0,811.0,730.0,46772.0,,,,48345.0,
HUN,2016-01-01 00:00:00.000,35.0,864.0,855.0,51137.0,,,,52890.0,
HUN,2017-01-01 00:00:00.000,38.0,944.0,1025.0,52954.0,,,,54962.0,
HUN,2018-01-01 00:00:00.000,40.0,1014.0,1108.0,55506.0,,,,57667.0,
HUN,2019-01-01 00:00:00.000,45.0,1074.0,1238.0,59041.0,,,,61397.0,
HUN,2020-01-01 00:00:00.000,12.0,253.0,273.0,31103.0,,,,31641.0,
HUN,2021-01-01 00:00:00.000,12.0,289.0,341.0,36047.0,,,,36688.0,
ISL,2012-01-01 00:00:00.000,,114.0,24.0,426.0,,83.0,11.0,647.0,
ISL,2013-01-01 00:00:00.000,,144.0,30.0,499.0,,108.0,11.0,781.0,
ISL,2014-01-01 00:00:00.000,,191.0,39.0,597.0,,142.0,11.0,969.0,
ISL,2015-01-01 00:00:00.000,,290.0,64.0,708.0,,200.0,11.0,1262.0,
ISL,2016-01-01 00:00:00.000,,498.0,89.0,894.0,,286.0,11.0,1768.0,
ISL,2017-01-01 00:00:00.000,,679.0,185.0,1085.0,,235.0,11.0,2195.0,
ISL,2018-01-01 00:00:00.000,,795.0,218.0,1092.0,,192.0,20.0,2316.0,
ISL,2019-01-01 00:00:00.000,,534.0,216.0,1024.0,,192.0,20.0,1986.0,
ISL,2020-01-01 00:00:00.000,,60.0,41.0,338.0,,38.0,2.0,479.0,
ISL,2021-01-01 00:00:00.000,,234.0,12.0,417.0,,23.0,2.0,688.0,
IND,2012-01-01 00:00:00.000,251.0,1360.0,1322.0,2237.0,231.0,6.0,1171.0,6578.0,5428.0
IND,2013-01-01 00:00:00.000,262.0,1411.0,1441.0,2335.0,285.0,19.0,1215.0,6968.0,5428.0
IND,2014-01-01 00:00:00.000,268.0,1459.0,1519.0,2362.0,357.0,5447.0,1695.0,13107.0,5428.0
IND,2015-01-01 00:00:00.000,282.0,1567.0,1568.0,2292.0,361.0,5268.0,1946.0,13284.0,5257.0
IND,2016-01-01 00:00:00.000,277.0,1693.0,1711.0,2519.0,382.0,5792.0,2195.0,14569.0,5765.0
IND,2017-01-01 00:00:00.000,296.0,1805.0,1874.0,2697.0,385.0,5535.0,2952.0,15543.0,5507.0
IND,2018-01-01 00:00:00.000,326.0,1909.0,2022.0,2803.0,368.0,6892.0,3104.0,17423.0,6865.0
IND,2019-01-01 00:00:00.000,335.0,1963.0,2149.0,2735.0,344.0,7012.0,3376.0,17914.0,6983.0
IND,2020-01-01 00:00:00.000,84.0,544.0,466.0,820.0,74.0,3600.0,750.0,6337.0,3592.0
IND,2021-01-01 00:00:00.000,67.0,517.0,111.0,381.0,44.0,5542.0,348.0,7010.0,5483.0
IDN,2012-01-01 00:00:00.000,41.0,312.0,6237.0,1108.0,149.0,266.0,197.0,8044.0,266.0
IDN,2013-01-01 00:00:00.000,51.0,333.0,6757.0,1243.0,189.0,266.0,229.0,8802.0,266.0
IDN,2014-01-01 00:00:00.000,56.0,359.0,7227.0,1358.0,194.0,266.0,242.0,9435.0,266.0
IDN,2015-01-01 00:00:00.000,57.0,412.0,7616.0,1462.0,238.0,266.0,355.0,10407.0,266.0
IDN,2016-01-01 00:00:00.000,75.0,476.0,8205.0,1767.0,292.0,208.0,495.0,11519.0,208.0
IDN,2017-01-01 00:00:00.000,89.0,537.0,10206.0,2022.0,269.0,242.0,674.0,14040.0,242.0
IDN,2018-01-01 00:00:00.000,87.0,568.0,11418.0,2046.0,257.0,705.0,729.0,15810.0,705.0
IDN,2019-01-01 00:00:00.000,96.0,647.0,11531.0,2116.0,255.0,667.0,795.0,16107.0,665.0
IDN,2020-01-01 00:00:00.000,16.0,134.0,3110.0,454.0,49.0,152.0,139.0,4053.0,151.0
IDN,2021-01-01 00:00:00.000,2.0,25.0,1447.0,58.0,5.0,10.0,10.0,1558.0,10.0
IRN,2012-01-01 00:00:00.000,12.0,6.0,92.0,1328.0,1333.0,525.0,538.0,3834.0,147.0
IRN,2013-01-01 00:00:00.000,17.0,7.0,125.0,1780.0,1977.0,242.0,621.0,4769.0,166.0
IRN,2014-01-01 00:00:00.000,19.0,9.0,147.0,1918.0,1983.0,184.0,708.0,4968.0,184.0
IRN,2015-01-01 00:00:00.000,22.0,11.0,194.0,1964.0,2073.0,136.0,837.0,5237.0,136.0
IRN,2016-01-01 00:00:00.000,14.0,13.0,141.0,1910.0,1703.0,167.0,994.0,4942.0,167.0
IRN,2017-01-01 00:00:00.000,14.0,12.0,153.0,1903.0,1529.0,139.0,1117.0,4867.0,138.0
IRN,2018-01-01 00:00:00.000,12.0,10.0,101.0,2940.0,2782.0,75.0,1376.0,7295.0,75.0
IRN,2019-01-01 00:00:00.000,10.0,8.0,85.0,3766.0,3442.0,36.0,1760.0,9107.0,33.0
IRN,2020-01-01 00:00:00.000,1.0,1.0,8.0,618.0,428.0,1.0,493.0,1550.0,27.0
IRN,2021-01-01 00:00:00.000,1.0,2.0,4.0,320.0,359.0,21.0,283.0,989.0,21.0
IRQ,2012-01-01 00:00:00.000,1.0,1.0,,19.0,,25.0,1065.0,1111.0,
IRQ,2013-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRQ,2014-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRQ,2015-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRQ,2016-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRQ,2017-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRQ,2018-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRQ,2019-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRQ,2020-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRQ,2021-01-01 00:00:00.000,1.0,1.0,,17.0,,14.0,860.0,892.0,
IRL,2012-01-01 00:00:00.000,40.0,988.0,289.0,6232.0,,,,7549.0,
IRL,2013-01-01 00:00:00.000,38.0,1092.0,341.0,6790.0,,,,8261.0,
IRL,2014-01-01 00:00:00.000,42.0,1208.0,358.0,7205.0,,,,8813.0,
IRL,2015-01-01 00:00:00.000,40.0,1357.0,414.0,7719.0,,,,9530.0,
IRL,2016-01-01 00:00:00.000,47.0,1539.0,422.0,8092.0,,,,10100.0,
IRL,2017-01-01 00:00:00.000,54.0,1792.0,476.0,8016.0,,,,10338.0,
IRL,2018-01-01 00:00:00.000,56.0,2057.0,504.0,8309.0,,,,10926.0,
IRL,2019-01-01 00:00:00.000,59.0,2000.0,519.0,8373.0,,,,10951.0,
IRL,2020-01-01 00:00:00.000,59.0,2000.0,519.0,8373.0,,,,10951.0,
IRL,2021-01-01 00:00:00.000,59.0,2000.0,519.0,8373.0,,,,10951.0,
ISR,2012-01-01 00:00:00.000,71.0,791.0,172.0,1761.0,28.0,16.0,47.0,2886.0,
ISR,2013-01-01 00:00:00.000,69.0,803.0,182.0,1826.0,23.0,16.0,43.0,2962.0,
ISR,2014-01-01 00:00:00.000,63.0,794.0,176.0,1821.0,23.0,11.0,39.0,2927.0,
ISR,2015-01-01 00:00:00.000,62.0,809.0,177.0,1671.0,28.0,8.0,44.0,2799.0,
ISR,2016-01-01 00:00:00.000,56.0,832.0,227.0,1698.0,28.0,9.0,49.0,2900.0,
ISR,2017-01-01 00:00:00.000,64.0,1025.0,325.0,2103.0,22.0,10.0,65.0,3613.0,
ISR,2018-01-01 00:00:00.000,70.0,1186.0,344.0,2409.0,25.0,10.0,76.0,4121.0,
ISR,2019-01-01 00:00:00.000,77.0,1307.0,428.0,2633.0,28.0,10.0,69.0,4552.0,
ISR,2020-01-01 00:00:00.000,12.0,257.0,66.0,481.0,4.0,3.0,9.0,831.0,
ISR,2021-01-01 00:00:00.000,6.0,171.0,9.0,192.0,6.0,9.0,4.0,397.0,
ITA,2012-01-01 00:00:00.000,279.0,4757.0,1657.0,68797.0,381.0,1.0,422.0,76293.0,
ITA,2013-01-01 00:00:00.000,257.0,5405.0,1939.0,68415.0,414.0,1.0,332.0,76762.0,
ITA,2014-01-01 00:00:00.000,262.0,5618.0,1882.0,69146.0,469.0,1.2,317.0,77694.0,
ITA,2015-01-01 00:00:00.000,281.0,6099.0,2040.0,71682.0,513.0,1.4,453.0,81068.0,
ITA,2016-01-01 00:00:00.000,315.0,6052.0,2036.0,75584.0,520.0,1.6,418.0,84925.0,
ITA,2017-01-01 00:00:00.000,273.0,6533.0,2170.0,79996.0,491.0,1.8,469.0,89931.0,
ITA,2018-01-01 00:00:00.000,222.0,7172.0,2192.0,82844.0,385.0,2.0,412.0,93229.0,
ITA,2019-01-01 00:00:00.000,209.0,7755.0,2209.0,84398.0,463.0,1.0,363.0,95399.0,
ITA,2020-01-01 00:00:00.000,124.0,1031.0,389.0,36674.0,125.0,1.0,75.0,38419.0,
ITA,2021-01-01 00:00:00.000,148.0,1100.0,156.0,38498.0,222.0,1.0,62.0,40186.0,
JAM,2012-01-01 00:00:00.000,2.0,1751.0,8.0,223.0,1.0,,1.0,1986.0,
JAM,2013-01-01 00:00:00.000,1.0,1759.0,9.0,237.0,1.0,,2.0,2008.0,
JAM,2014-01-01 00:00:00.000,1.0,1805.0,9.0,262.0,1.0,,2.0,2080.0,
JAM,2015-01-01 00:00:00.000,2.0,1828.0,11.0,281.0,1.0,,2.0,2123.0,
JAM,2016-01-01 00:00:00.000,2.0,1872.0,10.0,296.0,1.0,,2.0,2182.0,
JAM,2017-01-01 00:00:00.000,2.0,2011.0,10.0,327.0,1.0,,2.0,2353.0,
JAM,2018-01-01 00:00:00.000,2.0,2130.0,9.0,329.0,1.0,,2.0,2473.0,
JAM,2019-01-01 00:00:00.000,2.0,2345.0,9.0,322.0,1.0,,2.0,2681.0,
JAM,2020-01-01 00:00:00.000,2.0,799.0,2.0,79.0,1.0,,2.0,880.0,
JAM,2021-01-01 00:00:00.000,2.0,1375.0,1.0,87.0,1.0,,2.0,1464.0,
JPN,2012-01-01 00:00:00.000,21.0,927.0,6489.0,797.0,11.0,,113.0,8358.0,
JPN,2013-01-01 00:00:00.000,23.0,1032.0,8240.0,931.0,13.0,,125.0,10364.0,
JPN,2014-01-01 00:00:00.000,24.0,1169.0,10962.0,1083.0,24.0,,151.0,13413.0,
JPN,2015-01-01 00:00:00.000,27.0,1385.0,16835.0,1285.0,27.0,,178.0,19737.0,
JPN,2016-01-01 00:00:00.000,29.0,1648.0,20647.0,1470.0,30.0,,214.0,24039.0,
JPN,2017-01-01 00:00:00.000,30.0,1849.0,24962.0,1578.0,31.0,,240.0,28691.0,
JPN,2018-01-01 00:00:00.000,33.0,2045.0,27035.0,1780.0,33.0,,266.0,31191.0,
JPN,2019-01-01 00:00:00.000,49.0,2299.0,27140.0,2055.0,41.0,,298.0,31881.0,
JPN,2020-01-01 00:00:00.000,7.0,303.0,3489.0,246.0,5.0,,66.0,4116.0,
JPN,2021-01-01 00:00:00.000,6.0,31.0,120.0,54.0,3.0,,32.0,246.0,
JOR,2012-01-01 00:00:00.000,55.0,199.0,175.0,590.0,2007.0,1058.0,78.0,4162.0,1058.0
JOR,2013-01-01 00:00:00.000,55.0,188.0,177.0,537.0,1828.0,1085.0,75.0,3945.0,1085.0
