"iso3","year","africa","americas","east_asia_and_the_pacific","europe","middle_east","other_not_classified","south_asia","total","of_which,_nationals_residing_abroad"
BDI,2014-01-01 00:00:00.000,152.0,5.0,12.0,37.0,13.0,8.0,8.0,235.0,
BDI,2015-01-01 00:00:00.000,58.0,26.0,7.0,1.0,22.0,6.0,11.0,131.0,
BDI,2016-01-01 00:00:00.000,85.0,28.0,21.0,2.0,25.0,9.0,17.0,187.0,
BDI,2017-01-01 00:00:00.000,138.0,33.0,42.0,8.0,55.0,8.0,15.0,299.0,
BDI,2018-01-01 00:00:00.000,138.0,33.0,42.0,8.0,55.0,8.0,15.0,299.0,
BDI,2019-01-01 00:00:00.000,138.0,33.0,42.0,8.0,55.0,8.0,15.0,299.0,
BDI,2020-01-01 00:00:00.000,138.0,33.0,42.0,8.0,55.0,8.0,15.0,299.0,
BDI,2021-01-01 00:00:00.000,138.0,33.0,42.0,8.0,55.0,8.0,15.0,299.0,
CPV,2012-01-01 00:00:00.000,,5.0,,403.0,,74.0,,482.0,
CPV,2013-01-01 00:00:00.000,,4.0,,394.0,,103.0,,503.0,
CPV,2014-01-01 00:00:00.000,,3.0,,382.0,,108.0,,494.0,
CPV,2015-01-01 00:00:00.000,,4.0,,426.0,,89.0,,520.0,
CPV,2016-01-01 00:00:00.000,,5.0,,463.0,,129.0,,598.0,
CPV,2017-01-01 00:00:00.000,,6.0,,521.0,,140.0,,668.0,
CPV,2018-01-01 00:00:00.000,,7.0,,548.0,,154.0,,710.0,
CPV,2019-01-01 00:00:00.000,,9.0,,599.0,,150.0,,758.0,
CPV,2020-01-01 00:00:00.000,,2.0,,134.0,,44.0,,180.0,
CPV,2021-01-01 00:00:00.000,,5.0,,85.0,,46.0,,135.0,
KHM,2012-01-01 00:00:00.000,6.0,244.0,2685.0,622.0,2.0,,25.0,3584.0,
KHM,2013-01-01 00:00:00.000,6.0,263.0,3199.0,709.0,3.0,,30.0,4210.0,
KHM,2014-01-01 00:00:00.000,6.0,277.0,3460.0,721.0,2.0,,36.0,4503.0,
KHM,2015-01-01 00:00:00.000,9.0,316.0,3672.0,729.0,5.0,,45.0,4775.0,
KHM,2016-01-01 00:00:00.000,11.0,353.0,3807.0,780.0,6.0,,56.0,5012.0,
KHM,2017-01-01 00:00:00.000,13.0,395.0,4249.0,869.0,6.0,,71.0,5602.0,
KHM,2018-01-01 00:00:00.000,12.0,369.0,4914.0,819.0,5.0,,82.0,6201.0,
KHM,2019-01-01 00:00:00.000,14.0,354.0,5345.0,794.0,6.0,,98.0,6611.0,
KHM,2020-01-01 00:00:00.000,3.0,83.0,976.0,225.0,1.0,,18.0,1306.0,
KHM,2021-01-01 00:00:00.000,3.0,8.0,178.0,9.0,1.0,,2.0,196.0,
CMR,2012-01-01 00:00:00.000,215.0,23.0,24.0,182.0,9.0,9.0,,462.0,
CMR,2013-01-01 00:00:00.000,215.0,23.0,24.0,182.0,9.0,9.0,,462.0,
CMR,2014-01-01 00:00:00.000,211.0,21.0,21.0,151.0,8.0,22.0,,434.0,
CMR,2015-01-01 00:00:00.000,192.0,27.0,22.0,167.0,15.0,29.0,,452.0,
CMR,2016-01-01 00:00:00.000,219.0,27.0,24.0,166.0,21.0,28.0,,484.0,
CMR,2017-01-01 00:00:00.000,208.0,39.0,23.0,203.0,45.0,37.0,,554.0,
CMR,2018-01-01 00:00:00.000,238.0,33.0,27.0,186.0,32.0,31.0,,546.0,
CMR,2019-01-01 00:00:00.000,205.0,25.0,25.0,160.0,10.0,36.0,,460.0,
CMR,2020-01-01 00:00:00.000,91.0,6.0,6.0,36.0,3.0,5.0,,147.0,
CMR,2021-01-01 00:00:00.000,91.0,6.0,6.0,36.0,3.0,5.0,,147.0,
CAN,2012-01-01 00:00:00.000,92.0,12395.0,1286.0,2299.0,86.0,1.0,187.0,16344.0,
CAN,2013-01-01 00:00:00.000,98.0,12002.0,1389.0,2286.0,91.0,1.0,192.0,16059.0,
CAN,2014-01-01 00:00:00.000,104.0,12082.0,1590.0,2437.0,103.0,1.0,221.0,16537.0,
CAN,2015-01-01 00:00:00.000,111.0,13290.0,1691.0,2541.0,107.0,1.0,239.0,17977.0,
CAN,2016-01-01 00:00:00.000,124.0,14588.0,1994.0,2876.0,116.0,1.0,274.0,19971.0,
CAN,2017-01-01 00:00:00.000,133.0,15150.0,2183.0,2975.0,116.0,1.0,327.0,20883.0,
CAN,2018-01-01 00:00:00.000,143.0,15406.0,2149.0,2944.0,110.0,1.0,381.0,21134.0,
CAN,2019-01-01 00:00:00.000,166.0,16085.0,2176.0,3150.0,121.0,1.0,447.0,22145.0,
CAN,2020-01-01 00:00:00.000,30.0,2130.0,299.0,392.0,26.0,1.0,84.0,2960.0,
CAN,2021-01-01 00:00:00.000,39.0,2280.0,129.0,460.0,40.0,1.0,115.0,3062.0,
CAF,2012-01-01 00:00:00.000,36.0,5.0,6.0,18.0,5.0,2.0,,71.0,
CAF,2013-01-01 00:00:00.000,44.0,6.0,6.0,20.0,5.0,2.0,,84.0,
CAF,2014-01-01 00:00:00.000,51.0,7.0,7.0,23.0,6.0,2.0,,96.0,
CAF,2015-01-01 00:00:00.000,63.0,8.0,10.0,28.0,8.0,4.0,,121.0,
CAF,2016-01-01 00:00:00.000,38.0,2.0,7.0,20.0,11.0,4.0,,82.0,
CAF,2017-01-01 00:00:00.000,51.0,3.0,8.0,33.0,9.0,3.0,,107.0,
CAF,2018-01-01 00:00:00.000,48.0,4.0,8.0,37.0,9.0,3.0,,109.0,
CAF,2019-01-01 00:00:00.000,43.0,3.0,5.0,29.0,5.0,2.0,,87.0,
CAF,2020-01-01 00:00:00.000,23.0,1.0,5.0,8.0,1.0,2.0,,35.0,
CAF,2021-01-01 00:00:00.000,23.0,1.0,5.0,8.0,1.0,2.0,,35.0,
TCD,2012-01-01 00:00:00.000,60.0,3.0,9.0,13.0,1.0,,,86.0,
TCD,2013-01-01 00:00:00.000,68.0,4.0,12.0,13.0,1.0,,,97.0,
TCD,2014-01-01 00:00:00.000,84.0,5.0,14.0,15.0,1.0,,,119.0,
TCD,2015-01-01 00:00:00.000,84.0,5.0,10.0,20.0,1.0,,,120.0,
TCD,2016-01-01 00:00:00.000,43.0,7.0,19.0,27.0,2.0,,,98.0,
TCD,2017-01-01 00:00:00.000,40.0,8.0,15.0,23.0,1.0,,,87.0,
TCD,2018-01-01 00:00:00.000,46.0,12.0,5.0,9.0,5.0,,,77.0,
TCD,2019-01-01 00:00:00.000,45.0,11.0,5.0,18.0,5.0,,,79.0,
TCD,2020-01-01 00:00:00.000,33.0,11.0,5.0,16.0,5.0,,,59.5,
TCD,2021-01-01 00:00:00.000,21.0,11.0,5.0,14.0,5.0,,,40.0,
CHL,2012-01-01 00:00:00.000,4.0,2899.0,98.0,388.0,1.0,161.0,3.0,3554.0,160.0
CHL,2013-01-01 00:00:00.000,4.0,2901.0,100.0,396.0,1.0,172.0,3.0,3576.0,171.0
CHL,2014-01-01 00:00:00.000,4.0,2952.0,104.0,426.0,1.0,185.0,3.0,3674.0,185.0
CHL,2015-01-01 00:00:00.000,4.0,3735.0,111.0,432.0,1.0,191.0,4.0,4478.0,191.0
CHL,2016-01-01 00:00:00.000,4.0,4845.0,124.0,470.0,1.0,192.0,5.0,5641.0,192.0
CHL,2017-01-01 00:00:00.000,5.0,5615.0,140.0,497.0,1.0,187.0,6.0,6450.0,187.0
CHL,2018-01-01 00:00:00.000,5.0,4832.0,151.0,516.0,1.0,212.0,6.0,5723.0,212.0
CHL,2019-01-01 00:00:00.000,5.0,3618.0,151.0,536.0,1.0,201.0,6.0,4518.0,201.0
CHL,2020-01-01 00:00:00.000,1.0,874.0,35.0,148.0,1.0,60.0,1.0,1119.0,60.0
CHL,2021-01-01 00:00:00.000,0.0,138.0,2.0,28.0,1.0,22.0,1.0,190.0,22.0
CHN,2012-01-01 00:00:00.000,440.0,3179.0,120802.0,6770.0,264.0,2.0,948.0,132405.0,
CHN,2013-01-01 00:00:00.000,461.0,3124.0,117744.0,6422.0,269.0,2.0,1055.0,129078.0,
CHN,2014-01-01 00:00:00.000,497.0,3107.0,117276.0,6209.0,278.0,7.0,1125.0,128498.0,
CHN,2015-01-01 00:00:00.000,488.0,3115.0,123308.0,5475.0,267.0,3.0,1164.0,133820.0,
CHN,2016-01-01 00:00:00.000,502.0,3379.0,130357.0,5988.0,253.0,3.0,1296.0,141774.0,
CHN,2017-01-01 00:00:00.000,542.0,3540.0,141127.0,6402.0,255.0,3.0,1391.0,153260.0,
CHN,2018-01-01 00:00:00.000,585.0,3787.0,146013.0,6531.0,252.0,158.0,1280.0,158606.0,
CHN,2019-01-01 00:00:00.000,599.0,3645.0,149698.0,6854.0,258.0,2.0,1481.0,162538.0,
CHN,2020-01-01 00:00:00.000,599.0,3645.0,149698.0,6854.0,258.0,2.0,1481.0,162538.0,
CHN,2021-01-01 00:00:00.000,599.0,3645.0,149698.0,6854.0,258.0,2.0,1481.0,162538.0,
COL,2012-01-01 00:00:00.000,3.0,1283.0,34.0,273.0,1.0,584.0,3.0,2180.0,584.0
COL,2013-01-01 00:00:00.000,3.0,1389.0,36.0,294.0,2.0,562.0,4.0,2288.0,562.0
COL,2014-01-01 00:00:00.000,4.0,1562.0,44.0,352.0,2.0,585.0,4.0,2552.0,584.0
COL,2015-01-01 00:00:00.000,4.0,1820.0,51.0,406.0,2.0,810.0,6.0,3099.0,808.0
COL,2016-01-01 00:00:00.000,4.0,2021.0,54.0,440.0,2.0,842.0,7.0,3370.0,840.0
COL,2017-01-01 00:00:00.000,4.0,2273.0,58.0,491.0,2.0,877.0,7.0,3712.0,875.0
COL,2018-01-01 00:00:00.000,4.0,2486.0,61.0,544.0,2.0,914.0,8.0,4020.0,912.0
COL,2019-01-01 00:00:00.000,4.0,2546.0,63.0,587.0,2.0,958.0,9.0,4169.0,955.0
COL,2020-01-01 00:00:00.000,1.0,732.0,13.0,155.0,1.0,359.0,2.0,1262.0,358.0
COL,2021-01-01 00:00:00.000,1.0,1208.0,12.0,205.0,1.0,724.0,3.0,2155.0,723.0
COM,2012-01-01 00:00:00.000,,,,,,,,,
COM,2013-01-01 00:00:00.000,,,,,,,,,
COM,2014-01-01 00:00:00.000,,,,,,,,,
COM,2015-01-01 00:00:00.000,,,,,,,,,
COM,2016-01-01 00:00:00.000,,,,,,,,,
COM,2017-01-01 00:00:00.000,,,,,,,,,
COM,2018-01-01 00:00:00.000,,,,,,,,,
COM,2019-01-01 00:00:00.000,,,,,,,,,
COM,2020-01-01 00:00:00.000,,,,,,,,,
COM,2021-01-01 00:00:00.000,,,,,,,,,
COG,2012-01-01 00:00:00.000,149.0,10.0,20.0,76.0,3.0,,2.0,259.0,
COG,2013-01-01 00:00:00.000,262.0,10.0,25.0,46.0,1.0,,2.0,345.0,
COG,2014-01-01 00:00:00.000,143.0,8.0,22.0,52.0,3.0,,2.0,229.0,
COG,2015-01-01 00:00:00.000,138.0,6.0,13.0,63.0,3.0,,2.0,224.0,
COG,2016-01-01 00:00:00.000,145.0,4.0,11.0,50.0,2.0,,1.0,213.0,
COG,2017-01-01 00:00:00.000,84.0,4.0,9.0,50.0,1.0,,2.0,151.0,
COG,2018-01-01 00:00:00.000,88.0,5.0,10.0,52.0,1.0,,2.0,158.0,
COG,2019-01-01 00:00:00.000,88.0,5.0,10.0,52.0,1.0,,2.0,158.0,
COG,2020-01-01 00:00:00.000,88.0,5.0,10.0,52.0,1.0,,2.0,158.0,
COG,2021-01-01 00:00:00.000,88.0,5.0,10.0,52.0,1.0,,2.0,158.0,
COD,2012-01-01 00:00:00.000,66.0,18.0,22.0,51.0,11.0,28.0,5.0,167.0,4.0
COD,2013-01-01 00:00:00.000,72.0,20.0,14.0,49.0,3.0,28.0,5.0,191.0,4.0
COD,2014-01-01 00:00:00.000,131.0,19.5,18.5,72.0,5.5,28.0,12.0,272.5,4.0
COD,2015-01-01 00:00:00.000,190.0,19.0,23.0,95.0,8.0,28.0,19.0,354.0,4.0
COD,2016-01-01 00:00:00.000,221.0,9.0,19.0,72.0,14.0,28.0,16.0,351.0,4.0
COD,2017-01-01 00:00:00.000,221.0,9.0,19.0,72.0,14.0,28.0,16.0,351.0,4.0
COD,2018-01-01 00:00:00.000,221.0,9.0,19.0,72.0,14.0,28.0,16.0,351.0,4.0
COD,2019-01-01 00:00:00.000,221.0,9.0,19.0,72.0,14.0,28.0,16.0,351.0,4.0
COD,2020-01-01 00:00:00.000,221.0,9.0,19.0,72.0,14.0,28.0,16.0,351.0,4.0
COD,2021-01-01 00:00:00.000,221.0,9.0,19.0,72.0,14.0,28.0,16.0,351.0,4.0
CRI,2012-01-01 00:00:00.000,2.0,2009.0,31.0,296.0,,,5.0,2343.0,
CRI,2013-01-01 00:00:00.000,2.0,2075.0,33.0,312.0,,,5.0,2428.0,
CRI,2014-01-01 00:00:00.000,3.0,2111.0,35.0,371.0,,,6.0,2527.0,
CRI,2015-01-01 00:00:00.000,3.0,2218.0,38.0,393.0,,,7.0,2660.0,
CRI,2016-01-01 00:00:00.000,3.0,2434.0,44.0,435.0,,,8.0,2925.0,
CRI,2017-01-01 00:00:00.000,3.0,2438.0,47.0,462.0,,,8.0,2960.0,
CRI,2018-01-01 00:00:00.000,3.0,2476.0,47.0,480.0,,,9.0,3017.0,
CRI,2019-01-01 00:00:00.000,4.0,2574.0,49.0,501.0,,,10.0,3139.0,
CRI,2020-01-01 00:00:00.000,1.0,827.0,11.0,170.0,,,2.0,1012.0,
CRI,2021-01-01 00:00:00.000,3.0,1102.0,9.0,230.0,,,4.0,1347.0,
CIV,2012-01-01 00:00:00.000,199.0,12.0,12.0,67.0,9.0,,,289.0,
CIV,2013-01-01 00:00:00.000,258.0,13.0,17.0,91.0,9.0,,,380.0,
CIV,2014-01-01 00:00:00.000,316.0,14.0,28.0,113.0,9.0,,,471.0,
CIV,2015-01-01 00:00:00.000,966.0,72.0,72.0,332.0,9.0,,,1441.0,
CIV,2016-01-01 00:00:00.000,1061.0,79.0,79.0,364.0,9.0,,,1583.0,
CIV,2017-01-01 00:00:00.000,1555.0,20.0,97.0,118.0,9.0,,,1800.0,
CIV,2018-01-01 00:00:00.000,1698.0,22.0,106.0,129.0,10.0,,,1965.0,
CIV,2019-01-01 00:00:00.000,1789.0,23.0,112.0,136.0,10.0,,,2070.0,
CIV,2020-01-01 00:00:00.000,577.0,7.0,36.0,44.0,3.0,,,668.0,
CIV,2021-01-01 00:00:00.000,498.0,6.0,31.0,38.0,3.0,,,576.0,
HRV,2012-01-01 00:00:00.000,17.0,292.0,469.0,9591.0,,,,10369.0,
HRV,2013-01-01 00:00:00.000,20.0,381.0,545.0,10003.0,,,,10948.0,
HRV,2014-01-01 00:00:00.000,23.0,435.0,823.0,10342.0,,,,11623.0,
HRV,2015-01-01 00:00:00.000,25.0,531.0,979.0,11149.0,,,,12683.0,
HRV,2016-01-01 00:00:00.000,32.0,574.0,1042.0,12160.0,,,,13809.0,
HRV,2017-01-01 00:00:00.000,36.0,747.0,1356.0,13454.0,,,,15593.0,
HRV,2018-01-01 00:00:00.000,40.0,915.0,1499.0,14192.0,,,,16645.0,
HRV,2019-01-01 00:00:00.000,43.0,1026.0,1599.0,14686.0,,,,17353.0,
HRV,2020-01-01 00:00:00.000,7.0,78.0,85.0,5375.0,,,,5545.0,
HRV,2021-01-01 00:00:00.000,14.0,331.0,80.0,10216.0,,,,10641.0,
CUB,2012-01-01 00:00:00.000,11.0,1542.0,53.0,839.0,2.0,385.0,6.0,2839.0,384.0
CUB,2013-01-01 00:00:00.000,13.0,1591.0,56.0,810.0,2.0,374.0,7.0,2853.0,373.0
CUB,2014-01-01 00:00:00.000,15.0,1681.0,68.0,867.0,3.0,361.0,9.0,3003.0,361.0
CUB,2015-01-01 00:00:00.000,14.0,1960.0,90.0,1058.0,3.0,391.0,9.0,3525.0,391.0
CUB,2016-01-01 00:00:00.000,19.0,1999.0,126.0,1414.0,4.0,433.0,15.0,4009.0,428.0
CUB,2017-01-01 00:00:00.000,22.0,2308.0,192.0,1566.0,4.0,531.0,31.0,4654.0,518.0
CUB,2018-01-01 00:00:00.000,29.0,2343.0,235.0,1459.0,5.0,602.0,40.0,4712.0,600.0
CUB,2019-01-01 00:00:00.000,22.0,2169.0,172.0,1258.0,5.0,624.0,25.0,4276.0,624.0
CUB,2020-01-01 00:00:00.000,4.0,569.0,28.0,331.0,1.0,150.0,3.0,1086.0,150.0
CUB,2021-01-01 00:00:00.000,2.0,90.0,6.0,203.0,1.0,53.0,2.0,356.0,53.0
CYP,2012-01-01 00:00:00.000,6.0,25.0,16.0,2356.0,56.0,17.0,6.0,2465.0,
CYP,2013-01-01 00:00:00.000,6.0,28.0,16.0,2291.0,59.0,17.0,5.0,2405.0,
CYP,2014-01-01 00:00:00.000,5.0,20.0,17.0,2321.0,72.0,17.0,6.0,2441.0,
CYP,2015-01-01 00:00:00.000,4.0,23.0,17.0,2511.0,81.0,17.0,7.0,2659.0,
CYP,2016-01-01 00:00:00.000,4.0,23.0,15.0,3027.0,93.0,18.0,7.0,3187.0,
CYP,2017-01-01 00:00:00.000,8.0,34.0,19.0,3459.0,110.0,16.0,5.0,3652.0,
CYP,2018-01-01 00:00:00.000,10.0,51.0,29.0,3706.0,120.0,20.0,4.0,3939.0,
CYP,2019-01-01 00:00:00.000,12.0,65.0,30.0,3724.0,121.0,23.0,2.0,3977.0,
CYP,2020-01-01 00:00:00.000,3.0,8.0,1.0,600.0,12.0,7.0,2.0,632.0,
CYP,2021-01-01 00:00:00.000,2.0,24.0,1.0,1838.0,54.0,17.0,2.0,1937.0,
CZE,2012-01-01 00:00:00.000,37.0,613.0,781.0,6190.0,32.0,,25.0,7646.0,
CZE,2013-01-01 00:00:00.000,39.0,650.0,837.0,6297.0,32.0,,29.0,7852.0,
CZE,2014-01-01 00:00:00.000,44.0,690.0,934.0,6391.0,32.0,,38.0,8096.0,
CZE,2015-01-01 00:00:00.000,44.0,770.0,1118.0,6687.0,32.0,,56.0,8707.0,
CZE,2016-01-01 00:00:00.000,45.0,790.0,1267.0,7109.0,42.0,,68.0,9321.0,
CZE,2017-01-01 00:00:00.000,48.0,842.0,1552.0,7581.0,51.0,,86.0,10160.0,
CZE,2018-01-01 00:00:00.000,46.0,842.0,1713.0,7853.0,62.0,,96.0,10611.0,
CZE,2019-01-01 00:00:00.000,50.0,880.0,1744.0,8060.0,58.0,,98.0,10891.0,
CZE,2020-01-01 00:00:00.000,11.0,96.0,191.0,2470.0,6.0,,10.0,2784.0,
CZE,2021-01-01 00:00:00.000,10.0,122.0,60.0,2359.0,9.0,,11.0,2570.0,
DNK,2012-01-01 00:00:00.000,122.0,589.0,231.0,7250.0,,373.0,76.0,8443.0,
DNK,2013-01-01 00:00:00.000,122.0,599.0,249.0,7292.0,,418.0,76.0,8557.0,
DNK,2014-01-01 00:00:00.000,122.0,672.0,278.0,8834.0,,483.0,76.0,10267.0,
DNK,2015-01-01 00:00:00.000,122.0,689.0,292.0,9023.0,,420.0,76.0,10424.0,
DNK,2016-01-01 00:00:00.000,122.0,693.0,319.0,9360.0,,409.0,76.0,10781.0,
DNK,2017-01-01 00:00:00.000,122.0,956.0,467.0,10382.0,,622.0,76.0,12426.0,
DNK,2018-01-01 00:00:00.000,122.0,1002.0,462.0,10633.0,,651.0,76.0,12749.0,
DNK,2019-01-01 00:00:00.000,122.0,1498.0,886.0,11816.0,,363.0,76.0,14761.0,
DNK,2020-01-01 00:00:00.000,8.0,327.0,140.0,5316.0,,460.0,13.0,6264.0,
DNK,2021-01-01 00:00:00.000,10.0,549.0,95.0,6447.0,,469.0,19.0,7588.0,
DJI,2012-01-01 00:00:00.000,,,,,,,,,
DJI,2013-01-01 00:00:00.000,,,,,,,,,
DJI,2014-01-01 00:00:00.000,,,,,,,,,
DJI,2015-01-01 00:00:00.000,,,,,,,,,
DJI,2016-01-01 00:00:00.000,,,,,,,,,
DJI,2017-01-01 00:00:00.000,,,,,,,,,
DJI,2018-01-01 00:00:00.000,,,,,,,,,
DJI,2019-01-01 00:00:00.000,,,,,,,,,
DJI,2020-01-01 00:00:00.000,,,,,,,,,
DJI,2021-01-01 00:00:00.000,,,,,,,,,
DMA,2012-01-01 00:00:00.000,,65.0,,13.0,,,,79.0,
DMA,2013-01-01 00:00:00.000,,63.0,,14.0,,,,78.0,
DMA,2014-01-01 00:00:00.000,,65.0,,15.0,,,,81.0,
DMA,2015-01-01 00:00:00.000,,59.0,,14.0,,,,75.0,
DMA,2016-01-01 00:00:00.000,,62.0,,15.0,,,,78.0,
DMA,2017-01-01 00:00:00.000,,56.0,,15.0,,,,72.0,
DMA,2018-01-01 00:00:00.000,,50.0,,11.0,,,,63.0,
DMA,2019-01-01 00:00:00.000,,70.0,,17.0,,,,90.0,
DMA,2020-01-01 00:00:00.000,,16.0,,5.0,,,,22.0,
DMA,2021-01-01 00:00:00.000,,12.0,,2.0,,,,15.0,
DOM,2012-01-01 00:00:00.000,,2818.0,9.0,1095.0,,640.0,1.0,4563.0,639.0
DOM,2013-01-01 00:00:00.000,,2973.0,9.0,1082.0,,626.0,1.0,4690.0,625.0
DOM,2014-01-01 00:00:00.000,,3316.0,8.0,1138.0,,678.0,1.0,5141.0,677.0
DOM,2015-01-01 00:00:00.000,,3722.0,9.0,1101.0,,768.0,1.0,5600.0,767.0
DOM,2016-01-01 00:00:00.000,,3902.0,9.0,1221.0,,826.0,1.0,5959.0,825.0
DOM,2017-01-01 00:00:00.000,,3949.0,13.0,1389.0,,835.0,1.0,6188.0,834.0
DOM,2018-01-01 00:00:00.000,,4266.0,14.0,1334.0,,952.0,2.0,6569.0,950.0
DOM,2019-01-01 00:00:00.000,,4071.0,15.0,1268.0,,1090.0,2.0,6446.0,1088.0
DOM,2020-01-01 00:00:00.000,,1318.0,5.0,375.0,,707.0,1.0,2405.0,706.0
DOM,2021-01-01 00:00:00.000,,2837.0,8.0,808.0,,1340.0,1.0,4994.0,1339.0
ECU,2012-01-01 00:00:00.000,3.0,996.0,49.0,218.0,2.0,7.0,5.0,1272.0,
ECU,2013-01-01 00:00:00.000,5.0,1086.0,44.0,218.0,2.0,7.0,4.0,1364.0,
ECU,2014-01-01 00:00:00.000,4.0,1300.0,65.0,316.0,2.0,7.0,8.0,1695.0,
ECU,2015-01-01 00:00:00.000,6.0,1271.0,69.0,319.0,2.0,7.0,10.0,1676.0,
ECU,2016-01-01 00:00:00.000,4.0,1168.0,68.0,318.0,2.0,7.0,10.0,1569.0,
ECU,2017-01-01 00:00:00.000,4.0,1384.0,68.0,337.0,2.0,7.0,12.0,1806.0,
ECU,2018-01-01 00:00:00.000,4.0,2102.0,62.0,352.0,3.0,7.0,12.0,2535.0,
ECU,2019-01-01 00:00:00.000,6.0,1663.0,65.0,362.0,3.0,7.0,10.0,2108.0,
ECU,2020-01-01 00:00:00.000,1.0,387.0,12.0,105.0,1.0,7.0,1.0,507.0,
ECU,2021-01-01 00:00:00.000,1.0,497.0,6.0,165.0,1.0,7.0,1.0,669.0,
EGY,2012-01-01 00:00:00.000,428.0,285.0,305.0,8416.0,1966.0,25.0,108.0,11532.0,
EGY,2013-01-01 00:00:00.000,399.0,240.0,248.0,6976.0,1494.0,23.0,84.0,9464.0,
EGY,2014-01-01 00:00:00.000,399.0,244.0,213.0,7578.0,1343.0,25.0,76.0,9878.0,
EGY,2015-01-01 00:00:00.000,418.0,294.0,280.0,6794.0,1422.0,25.0,94.0,9328.0,
EGY,2016-01-01 00:00:00.000,498.0,279.0,342.0,2586.0,1581.0,15.0,98.0,5399.0,
EGY,2017-01-01 00:00:00.000,646.0,358.0,511.0,4672.0,1962.0,18.0,126.0,8292.0,
EGY,2018-01-01 00:00:00.000,801.0,456.0,515.0,6948.0,2403.0,69.0,154.0,11346.0,
EGY,2019-01-01 00:00:00.000,911.0,548.0,531.0,8381.0,2418.0,80.0,157.0,13026.0,
EGY,2020-01-01 00:00:00.000,332.0,172.0,151.0,2303.0,643.0,35.0,40.0,3677.0,
EGY,2021-01-01 00:00:00.000,332.0,172.0,151.0,2303.0,643.0,35.0,40.0,3677.0,
SLV,2012-01-01 00:00:00.000,,1220.0,8.0,26.0,,,,1255.0,
SLV,2013-01-01 00:00:00.000,,1242.0,8.0,32.0,,,,1283.0,
SLV,2014-01-01 00:00:00.000,,1305.0,9.0,30.0,,,,1345.0,
SLV,2015-01-01 00:00:00.000,,1361.0,9.0,31.0,,,,1402.0,
SLV,2016-01-01 00:00:00.000,,1387.0,12.0,33.0,,,,1434.0,
SLV,2017-01-01 00:00:00.000,,1502.0,12.0,40.0,,,,1556.0,
SLV,2018-01-01 00:00:00.000,,1623.0,10.0,43.0,,,,1677.0,
SLV,2019-01-01 00:00:00.000,,1700.0,11.0,54.0,,,,1766.0,
SLV,2020-01-01 00:00:00.000,,536.0,2.0,11.0,,,,549.0,
SLV,2021-01-01 00:00:00.000,,1190.0,3.0,25.0,,,,1219.0,
GNQ,2012-01-01 00:00:00.000,,,,,,,,,
GNQ,2013-01-01 00:00:00.000,,,,,,,,,
GNQ,2014-01-01 00:00:00.000,,,,,,,,,
GNQ,2015-01-01 00:00:00.000,,,,,,,,,
GNQ,2016-01-01 00:00:00.000,,,,,,,,,
GNQ,2017-01-01 00:00:00.000,,,,,,,,,
GNQ,2018-01-01 00:00:00.000,,,,,,,,,
GNQ,2019-01-01 00:00:00.000,,,,,,,,,
GNQ,2020-01-01 00:00:00.000,,,,,,,,,
GNQ,2021-01-01 00:00:00.000,,,,,,,,,
ERI,2012-01-01 00:00:00.000,31.0,1.0,2.0,4.0,1.0,90.0,1.0,129.0,90.0
ERI,2013-01-01 00:00:00.000,31.0,1.0,2.0,1.0,1.0,104.0,1.0,141.0,104.0
ERI,2014-01-01 00:00:00.000,27.0,1.0,1.0,1.0,1.0,88.0,1.0,119.0,88.0
ERI,2015-01-01 00:00:00.000,26.0,1.0,1.0,2.0,1.0,83.0,1.0,114.0,83.0
ERI,2016-01-01 00:00:00.000,24.0,1.0,1.0,2.0,2.0,112.0,1.0,142.0,112.0
ERI,2017-01-01 00:00:00.000,24.0,1.0,1.0,2.0,2.0,112.0,1.0,142.0,112.0
ERI,2018-01-01 00:00:00.000,24.0,1.0,1.0,2.0,2.0,112.0,1.0,142.0,112.0
ERI,2019-01-01 00:00:00.000,24.0,1.0,1.0,2.0,2.0,112.0,1.0,142.0,112.0
ERI,2020-01-01 00:00:00.000,24.0,1.0,1.0,2.0,2.0,112.0,1.0,142.0,112.0
ERI,2021-01-01 00:00:00.000,24.0,1.0,1.0,2.0,2.0,112.0,1.0,142.0,112.0
EST,2012-01-01 00:00:00.000,2.0,40.0,36.0,1782.0,,14.0,,1874.0,
EST,2013-01-01 00:00:00.000,2.0,37.0,44.0,1850.0,,8.0,,1940.0,
EST,2014-01-01 00:00:00.000,2.0,44.0,59.0,1872.0,,6.0,,1983.0,
EST,2015-01-01 00:00:00.000,2.0,56.0,70.0,1780.0,,21.0,,1929.0,
EST,2016-01-01 00:00:00.000,2.0,50.0,82.0,1901.0,,21.0,,2057.0,
EST,2017-01-01 00:00:00.000,3.0,52.0,96.0,1972.0,,34.0,,2156.0,
EST,2018-01-01 00:00:00.000,3.0,62.0,100.0,1934.0,,43.0,,2141.0,
EST,2019-01-01 00:00:00.000,4.0,67.0,114.0,2022.0,,47.0,,2253.0,
EST,2020-01-01 00:00:00.000,1.0,8.0,9.0,630.0,,28.0,,676.0,
EST,2021-01-01 00:00:00.000,2.0,15.0,8.0,516.0,,23.0,,563.0,
SWZ,2012-01-01 00:00:00.000,1165.0,20.0,11.0,74.0,,,8.0,1279.0,
SWZ,2013-01-01 00:00:00.000,1170.0,21.0,12.0,87.0,,,9.0,1299.0,
