Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bangladesh,BGD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,101093.949238939,106355.880319769,111331.976203696,116617.77264243,122788.089906228,129913.741106713,136755.589967497,145070.654999679,154772.491121746,158287.537143425,167336.273876304
Barbados,BRB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32660.6259483241,32435.5974177851,31888.9968034963,31789.0638682778,32505.9730368271,33261.6578562995,33349.0391744601,32947.3742169846,32846.3844671283,28422.1551659642,28317.2119487909
Belarus,BLR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8151.18684989489,8301.70016712474,8388.22409030149,8528.24703141181,8190.76286883226,7976.82720271308,8187.798928617,8463.72705809063,8599.5544896164,8575.63023776667,8810.0892539587
Belgium,BEL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,35987.9506415139,36029.8415440015,36025.1042013254,36431.6819871645,36960.6311616367,37239.7833211048,37697.4104447604,38199.0318764574,38844.5101305773,36603.8040650325,38666.9072726256
Belize,BLZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11482.7425061753,11659.67975933,11918.0244162837,12136.1772177047,12282.1788918807,12046.9463373199,11609.5043141986,11511.1001764093,11812.0253408551,10077.9649600806,11464.1115313563
Benin,BEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,569185.863599818,579431.576226988,603348.230092359,623201.433765772,615837.156925185,617905.459861093,633992.938901397,656970.543477287,682096.431609794,688587.780091992,717776.873407071
Bermuda,BMU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,106052.196270367,100063.150097225,99471.6388978631,95588.6579262489,96183.791406717,96562.6297363448,101116.622046874,100608.10726243,100927.289511978,94052.4157575947,99184.3361986628
Bhutan,BTN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,67542.3144374771,70230.0835476915,70956.9721864372,74294.59623525,78492.0969924954,84136.8629469924,87310.1446726119,89272.1389431253,93750.1663281035,83814.869333986,86682.1010281857
Bolivia,BOL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3297.48533268643,3409.50738701403,3582.3624365177,3717.88990863505,3837.62600096997,3939.82482841931,4043.17838329822,4151.72952331395,4182.35671954302,3766.11164362229,3948.65403860291
Bosnia and Herzegovina,BIH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7215.4719217171,7290.10438240636,7578.59540093195,7765.84371958193,8111.92546428762,8471.60939457958,8844.34793680398,9282.79641743005,9657.55338676846,9475.58310357952,10338.4452128943
Botswana,BWA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,64431.2564402585,63097.4172403094,68779.7585598197,71312.0009679806,66534.1217202542,69893.3096017031,71270.6717350032,72755.2764960886,73513.4302408847,65867.7909065419,72166.0806985566
Brazil,BRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,20386.4108953953,20591.8353869314,21027.1995951731,20952.6550601065,20039.4718950829,19226.3857528511,19326.9967736019,19516.1961845011,19603.6834682169,18718.3946139141,19479.835012536
British Virgin Islands,VGB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,48293.1761916385,48119.4391024853,46516.6552506425,44810.6481125917,44128.4578715205,42574.6313328357,42710.9576179011,42339.8591672539,43599.142331434,43726.3292772653,42678.2872411374
Bulgaria,BGR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11654.0204792165,11810.2096555545,11809.9234492503,11992.0782819565,12482.5671974233,12952.544409779,13407.89607384,13867.6408394717,14529.5511127746,14038.3940617377,15233.7983550708
Burkina Faso,BFA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,345078.13475089,356374.583223577,365844.508382886,370468.769744943,373720.691276144,384534.293225524,396851.914260528,411509.692604563,423314.787005446,420038.976219723,437303.16764871
Burundi,BDI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,165895.74599875,167262.861264875,169376.393666455,170749.363458277,160537.705268912,156996.028643367,154213.04405781,152089.315126012,149873.080221129,146113.572199796,144814.436500725
Cabo Verde,CPV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,256840.844819448,256535.033079586,255684.499944438,254356.708956263,254084.113654227,263073.519056437,269644.822587326,278779.754447638,291605.04133234,246103.222744748,260847.333928647
Cambodia,KHM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2233632.55770167,2362497.20998821,2500274.7521531,2641674.71164764,2787803.82702202,2941584.83548746,3106427.58619666,3297922.56873814,3490805.51762102,3343715.05985902,3405003.95308392
Cameroon,CMR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,763882.05259038,777034.891932955,793217.497033447,813515.160865101,832980.930623971,845094.411476562,850572.420218585,860114.100935819,865646.554383871,844676.834310347,852731.53413106
Canada,CAN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,53756.3328845573,54112.8706845281,54791.2371062026,55799.9580951612,55750.1366555352,55674.4042085117,56682.822953996,57439.8584932385,57685.0795040481,54039.8310559314,56185.1446426915
Cayman Islands,CYM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,65327.852663447,64540.1670770313,63847.6980691266,64060.2276733995,64412.9467583852,65064.2679302867,65735.8047215363,67164.4889340978,68447.1754316993,63427.8171472716,63812.2992744153
Central African Republic,CAF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,197386.444948903,205568.425740985,129965.092657298,130170.582491132,135235.726603661,139209.08645834,142815.887395404,145375.462728518,146586.454595644,144204.753678631,142459.473014689
Chad,TCD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,361080.519227163,379678.376304772,387295.916414046,399499.566551406,397689.818457549,361256.555983741,338999.882274052,335519.957332028,335187.931610519,319563.685764016,305896.014724321
Channel Islands,CHI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9019084.53231602,9481379.20948789,9701005.88888302,9775987.6620361,9884086.46505195,9938478.38084407,9917282.94114999,10129421.3769467,10026244.8300991,9299456.24425301,10281791.2476587
China,CHN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,38315.852095218,41049.5056734908,43943.7971818124,46910.3376032231,49922.3267613599,53036.5890612177,56378.8822970602,59903.5211949586,63243.3323136381,64506.060711663,69675.1540698015
Colombia,COL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,15110232.5395283,15539044.1706038,16175875.520379,16744288.2610069,17077602.824872,17248766.9801057,17220831.9336058,17330776.5468735,17558668.0052761,16082924.6633393,17597659.3482605
Comoros,COM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,494483.266101652,499358.078775493,510591.841639822,510245.176403419,505070.938462044,510641.527835847,519385.558461474,528146.146850562,527475.880736195,516531.487311546,517517.747390841
"Congo, Dem. Rep.",COD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,115599.441827864,119705.555696248,125506.462365427,132738.372586794,137189.20218243,135695.217229188,135989.191539821,139271.753007081,140819.015221192,138717.024664878,142646.016991365
"Congo, Rep.",COG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1028480.92341199,1099826.50275595,1066023.95978017,1110755.26155336,1046032.74543054,911206.950264748,850687.235719099,790650.66224204,771575.564239033,706758.586216415,675382.115169695
Costa Rica,CRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5860439.39953324,6073045.15108222,6153179.75842814,6301752.22226672,6463907.56254747,6667618.47476495,6877199.45837293,6991450.94446563,7098790.03127525,6759941.33721639,7228782.84112576
Cote d'Ivoire,CIV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,898844.154370787,947659.688873309,1028208.89585277,1098835.13904318,1147876.73433378,1198941.69488563,1254316.5216893,1306770.48251533,1353506.18495782,1346094.16499234,1405885.71980333
Croatia,HRV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,81060.8794209356,79413.1744919429,79317.8469681553,79299.6521130009,81972.5805553494,85485.2140868615,89470.1343653104,92801.3780586794,96509.4432007853,88611.6463424157,104015.869128855
Cuba,CUB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4318.28058247357,4444.31082764701,4561.46620537648,4605.00178873575,4806.04139685962,4829.83089772785,4919.63722185296,5033.87815446066,5030.70816511213,4486.27155596937,4560.42142175116
Curacao,CUW,GDP per capita (constant LCU),NY.GDP.PCAP.KN,34809.1572687312,34498.7152175057,33832.9543238288,32979.0506000295,32641.414103051,32015.1837608979,31360.2409864211,30842.2541045338,30161.0234945154,24995.7456420583,26494.4805045646
Cyprus,CYP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,22967.046875,21839.96484375,20448.7421875,20307.853515625,21122.08203125,22407.544921875,23472.916015625,24497.966796875,25504.2109375,24114.150390625,25476.587890625
Czechia,CZE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,412319.999603662,408511.257722425,408188.317745632,416982.7370062,438588.29160732,448853.679782161,470801.377099946,484339.122522749,497052.812674817,468559.126509251,494036.611493187
Denmark,DNK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,347459.138846065,346938.241696611,348719.507377828,352574.369515237,358293.711972043,367048.14900812,374985.033425962,380553.880499224,384856.641468404,376081.851300304,392637.843828633
Djibouti,DJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,373604.721570193,392977.107473862,415342.045934496,437535.940488302,453888.767804905,467927.944907198,486151.535297218,484701.157907676,500950.199763558
Dominica,DMA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,17335.6899711966,17115.7531064917,16961.5949083829,17626.5298179354,16989.301069893,17441.88369604,16211.5250770564,16687.0931759457,17456.1796494372,14442.9474269046,15319.2840965586
Dominican Republic,DOM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,171426.83802084,173853.194105962,180064.03824299,190414.806039419,201184.176661703,212099.628414551,219502.91766583,232249.561466127,241374.488172175,222742.649793666,247418.696004173
Ecuador,ECU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3998.30368411879,4156.73723445211,4296.01063767201,4393.11870903072,4332.86623986734,4216.29049638418,4249.62142772953,4223.78363898881,4144.3896760445,3768.4389230635,3881.88318548588
"Egypt, Arab Rep.",EGY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,31891.7589601459,31872.6915910561,31823.7153002708,31992.9614777438,32663.3862412574,33379.4358115221,34089.9983422633,35226.2680923936,36522.8984939604,37176.708866338,37781.6923986267
El Salvador,SLV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3443.1270718025,3526.5575270045,3591.20358145525,3638.51765819162,3712.96232137487,3795.39325591032,3870.701875674,3957.96154272664,4051.93407504868,3713.19967022267,4080.95834890018
Equatorial Guinea,GNQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6152511.64611196,6390131.49737441,5878278.51666598,5669146.57295533,4954568.50285789,4349970.66187156,3957007.47366433,3583274.24090817,3275755.60307553,3052269.07193952,2952350.18654411
Eritrea,ERI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9898.2719005353,..,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP per capita (constant LCU),NY.GDP.PCAP.KN,14143.8544445357,14652.8015507721,14919.5051278569,15409.1446089712,15684.3942597234,16174.6160101536,17090.7525823906,17675.8748450238,18268.8955744903,18132.3761472168,19564.6584498682
Eswatini,SWZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,31665.5059703936,33192.0166917991,34261.7006417668,34346.2593650216,34861.4043473353,34967.0182858303,35400.9405153771,35957.245947185,36639.3635330661,35730.5975073159,38171.7927383959
Ethiopia,ETH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10671.8893768558,11271.505907596,12126.2353508082,13013.2142830576,13983.5699944848,14892.6714546162,15878.9816720187,16513.8932674167,17426.0894488509,17997.8129532588,18523.6524478525
Faroe Islands,FRO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8997.45683130494,9097.35812938569,9503.07569190752,10012.4868296749,10444.4601508197,10686.2520368519,11250.3878643791,11679.5844366017,11618.3286410879,9622.68213895707,9089.45061796791
Finland,FIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,40077.7837495954,39330.0961530825,38796.3019482358,38495.2005964649,38577.2066988945,39547.9557724115,40714.8306147873,41124.2810067945,41582.1049165768,40606.7915558302,41727.5384645093
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32666.7562574917,32610.8434010171,32629.8064450462,32787.9188866183,33035.1477796448,33309.0278739449,33973.5424628523,34483.3287590695,34999.1645248536,32187.1656475896,34290.6355417547
French Polynesia,PYF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1578798.48342777,1535972.27026567,1534256.55242868,1540461.98032518,1583107.79493214,1626627.31939132,1650014.36731158,1684327.56749225,1712940.38495637,1530397.51597168,1535332.69217688
Gabon,GAB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2503829.87802539,2543186.45177097,2594051.178882,2617067.49740067,2635942.64238357,2616656.75153844,2562679.91767182,2523089.78846831,2562657.15804234,2460930.97955878,2445077.51590118
"Gambia, The",GMB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,22864.2197124229,23329.4403628505,23278.4216815248,22278.2235330073,22522.6268933081,22325.4472843588,22773.3644467328,23784.3866619548,24620.1209462538,24139.2693847502,24540.4379912088
Georgia,GEO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7618.0352626329,8163.13450119259,8484.24334824949,8856.09937479399,9109.39216315784,9368.5454479605,9820.91220932166,10300.5513143662,10832.329514771,10093.0844845538,11191.7875795988
Germany,DEU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,36031.4350985288,36114.3654072399,36173.5462211487,36819.0059580774,37046.218014847,37567.8665796043,38430.8778825537,38691.5209363805,39012.2573798729,37539.3770226384,38509.2284037716
Ghana,GHA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4049.94802132845,4318.71681576388,4522.2481023754,4540.76222893751,4528.71409204945,4573.24183892951,4835.70376036049,5027.65931228963,5244.14920362702,5163.30348285977,5331.74500398699
Gibraltar,GIB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,17485.8786198776,16334.7999381802,16039.7033855527,16223.71278063,16298.9344769738,16287.1300414598,16497.6070415491,16806.9211978665,17141.6684590017,15631.7336503593,17041.5768077742
Greenland,GRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,246231.323606961,250015.842281288,248198.573021971,260836.664002132,255059.343479346,266658.954187876,266870.805219775,269242.989486461,274369.052912406,274653.609381376,..
Grenada,GRD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16464.2753963696,16134.5313686245,16368.0507931079,17416.759909131,18382.1650697596,18913.0253571845,19596.5961247426,20297.3620709467,20286.9039470682,17363.3989147926,18039.2424364016
Guam,GUM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,31120.0188350066,31642.1462570316,32049.5169226717,32528.9627140495,32712.6171284335,32700.5096646193,32940.7019916254,32665.7892552674,33524.2907296707,29598.5960019145,29683.2303235718
Guatemala,GTM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,26853.0525912758,27164.6846537485,27677.7284549881,28412.2709866959,29078.9067217886,29366.603465193,29782.3314468487,30308.0302197046,31033.020461423,30025.6991127177,31945.5678301712
Guinea,GIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3936831.22322305,4068840.27472468,4127340.24004494,4174950.74011117,4225574.23841807,4563103.12800661,4905719.42092131,5087123.43385002,5238233.93745498,5359616.44255845,5434176.2938569
Guinea-Bissau,GNB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,245137.117631448,234567.961484029,235780.332474747,231833.755404234,239781.259744013,248460.392128432,256829.04481585,254027.610359723,259328.849094398,247408.228132559,251215.122417189
Guyana,GUY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1059767.8137135,1116080.5735746,1151510.529555,1165165.1211865,1167091.1525487,1205059.4991088,1243239.45433487,1261652.87951583,1307153.77594826,1879147.31774381,2235452.11275133
Haiti,HTI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,56974.608873019,56387.2284412218,57950.6388235457,58091.0083417045,58727.8595957859,58954.6437792804,59601.8082774653,59776.6524726942,57990.2164323658,55325.8197522005,53662.834441094
Honduras,HND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,19247.1119758251,19654.5708339973,19823.8030983666,20055.8269716645,20452.557720933,20875.2792312023,21508.7564540895,21957.1319891554,22164.0114515472,19852.262891356,22000.2247443533
"Hong Kong SAR, China",HKG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,342199.926466429,344197.563670438,353449.274958559,360670.86243862,366153.08655521,371808.467137366,382968.268138289,390731.825134852,381344.716898201,357667.15679722,383838.205339197
Hungary,HUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3226709.07456652,3202866.08492714,3269589.49698385,3417158.09548057,3552282.18389707,3641197.70251201,3806856.29680365,4016081.22047996,4213080.33524437,4030158.7186001,4334896.44734426
Iceland,ISL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6455250.14262697,6489288.96282069,6720838.20004695,6758623.38340674,6985317.4342155,7323287.9927498,7453599.32149097,7611392.64461146,7625701.26995837,6989556.02339117,7178658.48813487
India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,69467.0921092169,72288.0281588388,75912.992195439,80533.1937162588,85945.8841310673,91945.7574509743,97065.6038774249,102212.418881332,104951.422104449,97096.8088997572,104688.079153429
Indonesia,IDN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,29492692.1743656,30880825.5781915,32204000.5398381,33426509.7331922,34669222.2842723,36030577.973782,37478151.7010138,39038361.2689801,40615173.6387353,39443591.8137695,40616397.7829212
"Iran, Islamic Rep.",IRN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,176817788.183017,168031872.348036,163081783.931733,167993422.859342,161896240.736174,172962942.161248,175212679.805083,169038282.648132,162745482.414356,166766747.954924,173379997.898094
Iraq,IRQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4407312.00673197,4801127.6575696,4931842.20642696,4771487.26702808,4863000.19813118,5399049.49728206,5177285.48445904,5186727.18627666,5344620.22688646,4628747.0512478,4650851.73351191
Ireland,IRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,42020.4577033958,41840.4564115531,42089.2420892181,45396.6223962694,55929.0342297899,56410.9428673269,60825.13539577,65199.2621806351,67812.9145944544,71269.6002031539,80185.3434171143
Isle of Man,IMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,46966.6911677534,50404.1950247812,52612.8185016163,55488.7122151235,55474.9919251612,59433.457159976,62123.4027279253,63350.6415995225,63392.5392872887,..,..
Israel,ISR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,133114.803754925,134061.390809683,137392.977355915,140063.041006853,140728.717437739,144236.58296279,147517.142758771,150592.094272076,153885.051800309,148386.681316535,158602.979495942
Italy,ITA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,29048.2941328742,28106.5309732661,27271.0913785694,27020.7935167367,27257.354457759,27656.8628974265,28160.3101351281,28475.0907620036,28944.5035995113,26456.4888712267,28396.1990786347
Jamaica,JAM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,306738.587464938,303348.736528545,303455.410837361,304296.252562808,306012.106160615,309307.291731708,311759.536472324,317260.792329564,319871.219177951,287203.9996653,299644.184751184
Japan,JPN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3995800.57960777,4057207.50982927,4144533.67034407,4162329.51554103,4231776.53156731,4265857.68657339,4340877.56328954,4371774.63613567,4367397.3963106,4182850.60237128,4271766.38754093
Jordan,JOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3506.95063164962,3541.40026426001,3405.7582866479,3129.29655662993,2924.92197102978,2842.41737152486,2841.2377591108,2828.07891524017,2818.24088250893,2715.61938452583,2721.45339471857
Kazakhstan,KAZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,665808.177589426,688006.595551834,718864.496569556,738106.492969083,736126.395953988,733715.474286215,753477.602643474,774126.930456743,798597.172063048,768586.022471423,791285.298802431
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,142844.738603439,145645.068269296,147576.747895981,151470.102797261,155534.526459437,158557.601503466,161099.51232669,166773.57317546,171868.435540107,168027.487516779,177182.816899357
Kiribati,KIR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1350.11877565509,1397.24596391263,1433.64810124348,1397.28834195765,1512.48254174985,1482.31164513598,1455.96949203237,1508.95215972387,1476.89168631933,1443.00546404877,1437.24956158729
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,29621505.5567017,30174124.2150649,30987664.1551501,31779776.8716163,32500678.6736444,33325917.9430246,34282437.4272211,35126555.4455711,35790066.0800109,35487206.1609254,37023520.9376094
Kosovo,XKX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2314.73791178113,2333.38719477441,2443.12489240241,2532.38660591989,2719.07078418697,2887.75167266085,3004.37955715317,3096.21336775945,3258.37547334139,3082.20690864869,3421.23510250062
Kuwait,KWT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11535.05681773,11390.5268358008,10725.6840635368,10449.6669488173,10115.8863603977,10053.4697270438,9401.33394619608,9201.24761851054,8895.14550839833,8257.42078117442,..
Kyrgyz Republic,KGZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,42341.2577521488,41605.3063204451,45239.8582068676,46125.6532602176,46936.9409592238,47984.4820791184,49296.4219128134,50140.9727019675,51364.0791022583,46165.8054529704,47032.8179114737
Lao PDR,LAO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11774092.8036243,12538382.3040888,13356091.2943575,14177909.3624943,14993622.7599917,15804565.8021497,16636664.8818498,17409696.768729,18087360.1455785,17911742.4710553,18103287.1189945
Latvia,LVA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10320.724432432,11185.4178228685,11532.8793375093,11863.4534768596,12425.6842005191,12836.779810741,13380.0472442242,14022.9932533336,14483.6897057302,14264.2891232546,14970.2837372446
Lebanon,LBN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11586957.5413038,11578262.6510789,10961934.2540771,10168006.1923625,10016111.674668,10399873.7074585,10737460.3439259,10835658.801338,10354054.0903042,8309291.09937785,7824662.70405505
Lesotho,LSO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9390.44627779575,9902.50014843886,9986.58538173013,10054.1366581999,10254.6521842361,10498.7416226342,10043.9732573734,9925.86303927586,9893.31505295857,8952.36617718823,8964.22746196066
Liberia,LBR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,698.642383076426,728.261206812967,774.440546670181,763.982127708159,748.450143083895,722.131226789418,725.896175878445,720.368078560295,689.079208848273,655.085537654022,673.73767092796
Libya,LBY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10107.6059786701,19907.5788731267,16010.0019698521,12093.4493365109,11808.5957655031,11465.9587188938,14962.6520457535,15902.7310690539,13926.042701818,10458.4770952317,13573.6362439139
Liechtenstein,LIE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10857.666898384,11427.2603708515,11953.2946161682,12482.955578207,12856.0602566,13348.426957243,14116.1012062284,14820.5446070255,15547.1095368624,15539.5660286559,16433.9828172915
Luxembourg,LUX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,94897.7248831381,94174.4301680397,94941.6243374558,95162.4247958456,95052.5347434358,97656.7762974774,96566.816358563,95877.0145571182,96194.4883959865,93850.4121861809,97152.7144160584
