"iso3","year","env_score"
CUB,2017-01-01 00:00:00.000,3.3220910623946036
CUB,2018-01-01 00:00:00.000,3.305227655986509
CUB,2019-01-01 00:00:00.000,3.2996632996632997
CUB,2020-01-01 00:00:00.000,3.305084745762712
CUB,2021-01-01 00:00:00.000,3.305084745762712
CYP,2012-01-01 00:00:00.000,5.170454545454546
CYP,2013-01-01 00:00:00.000,5.284090909090909
CYP,2014-01-01 00:00:00.000,5.341959334565619
CYP,2015-01-01 00:00:00.000,5.381818181818183
CYP,2016-01-01 00:00:00.000,5.354609929078015
CYP,2017-01-01 00:00:00.000,5.160202360876896
CYP,2018-01-01 00:00:00.000,5.143338954468803
CYP,2019-01-01 00:00:00.000,5.134680134680135
CYP,2020-01-01 00:00:00.000,5.169491525423729
CYP,2021-01-01 00:00:00.000,5.169491525423729
CZE,2012-01-01 00:00:00.000,7.74621212121212
CZE,2013-01-01 00:00:00.000,7.897727272727273
CZE,2014-01-01 00:00:00.000,7.948243992606284
CZE,2015-01-01 00:00:00.000,7.945454545454547
CZE,2016-01-01 00:00:00.000,7.748226950354611
CZE,2017-01-01 00:00:00.000,7.318718381112985
CZE,2018-01-01 00:00:00.000,7.3018549747048915
CZE,2019-01-01 00:00:00.000,7.306397306397308
CZE,2020-01-01 00:00:00.000,7.322033898305084
CZE,2021-01-01 00:00:00.000,7.322033898305084
DEU,2012-01-01 00:00:00.000,8.977272727272727
DEU,2013-01-01 00:00:00.000,8.996212121212121
DEU,2014-01-01 00:00:00.000,8.8724584103512
DEU,2015-01-01 00:00:00.000,8.927272727272728
DEU,2016-01-01 00:00:00.000,9.042553191489361
DEU,2017-01-01 00:00:00.000,8.802698145025296
DEU,2018-01-01 00:00:00.000,8.81956155143339
DEU,2019-01-01 00:00:00.000,9.006734006734007
DEU,2020-01-01 00:00:00.000,9.084745762711865
DEU,2021-01-01 00:00:00.000,9.084745762711865
DJI,2012-01-01 00:00:00.000,2.4053030303030303
DJI,2013-01-01 00:00:00.000,2.405303030303031
DJI,2014-01-01 00:00:00.000,2.55083179297597
DJI,2015-01-01 00:00:00.000,2.6545454545454548
DJI,2016-01-01 00:00:00.000,2.7304964539007095
DJI,2017-01-01 00:00:00.000,2.6475548060708265
DJI,2018-01-01 00:00:00.000,2.6475548060708265
DJI,2019-01-01 00:00:00.000,2.6599326599326596
DJI,2020-01-01 00:00:00.000,2.6610169491525424
DJI,2021-01-01 00:00:00.000,2.6610169491525424
DMA,2012-01-01 00:00:00.000,2.992424242424242
DMA,2013-01-01 00:00:00.000,3.125
DMA,2014-01-01 00:00:00.000,3.308687615526802
DMA,2015-01-01 00:00:00.000,3.4545454545454546
DMA,2016-01-01 00:00:00.000,3.6879432624113484
DMA,2017-01-01 00:00:00.000,3.473861720067454
DMA,2018-01-01 00:00:00.000,3.558178752107926
DMA,2019-01-01 00:00:00.000,3.5690235690235688
DMA,2020-01-01 00:00:00.000,3.576271186440678
DMA,2021-01-01 00:00:00.000,3.576271186440678
DNK,2012-01-01 00:00:00.000,9.678030303030305
DNK,2013-01-01 00:00:00.000,9.526515151515152
DNK,2014-01-01 00:00:00.000,9.648798521256932
DNK,2015-01-01 00:00:00.000,10.0
DNK,2016-01-01 00:00:00.000,9.75177304964539
DNK,2017-01-01 00:00:00.000,9.527824620573355
DNK,2018-01-01 00:00:00.000,9.477234401349074
DNK,2019-01-01 00:00:00.000,9.461279461279464
DNK,2020-01-01 00:00:00.000,9.576271186440678
DNK,2021-01-01 00:00:00.000,9.576271186440678
DOM,2012-01-01 00:00:00.000,2.878787878787879
DOM,2013-01-01 00:00:00.000,3.0303030303030303
DOM,2014-01-01 00:00:00.000,3.2347504621072085
DOM,2015-01-01 00:00:00.000,3.309090909090909
DOM,2016-01-01 00:00:00.000,3.421985815602838
DOM,2017-01-01 00:00:00.000,3.389544688026981
DOM,2018-01-01 00:00:00.000,3.389544688026981
DOM,2019-01-01 00:00:00.000,3.3838383838383845
DOM,2020-01-01 00:00:00.000,3.474576271186441
DOM,2021-01-01 00:00:00.000,3.474576271186441
DZA,2012-01-01 00:00:00.000,6.704545454545454
DZA,2013-01-01 00:00:00.000,6.799242424242424
DZA,2014-01-01 00:00:00.000,6.857670979667282
DZA,2015-01-01 00:00:00.000,6.781818181818181
DZA,2016-01-01 00:00:00.000,6.737588652482271
DZA,2017-01-01 00:00:00.000,6.509274873524452
DZA,2018-01-01 00:00:00.000,6.509274873524452
DZA,2019-01-01 00:00:00.000,6.498316498316498
DZA,2020-01-01 00:00:00.000,6.52542372881356
DZA,2021-01-01 00:00:00.000,6.52542372881356
ECU,2012-01-01 00:00:00.000,4.090909090909091
ECU,2013-01-01 00:00:00.000,4.071969696969697
ECU,2014-01-01 00:00:00.000,4.10351201478743
ECU,2015-01-01 00:00:00.000,4.309090909090909
ECU,2016-01-01 00:00:00.000,4.609929078014185
ECU,2017-01-01 00:00:00.000,4.940978077571669
ECU,2018-01-01 00:00:00.000,4.907251264755481
ECU,2019-01-01 00:00:00.000,5.0
ECU,2020-01-01 00:00:00.000,5.016949152542374
ECU,2021-01-01 00:00:00.000,5.016949152542374
EGY,2012-01-01 00:00:00.000,5.094696969696971
EGY,2013-01-01 00:00:00.000,5.265151515151516
EGY,2014-01-01 00:00:00.000,5.582255083179297
EGY,2015-01-01 00:00:00.000,5.927272727272728
