"iso3","year","gdp"
PRY,2013-01-01 00:00:00.000,6410.81470278733
PER,2013-01-01 00:00:00.000,6697.18526837489
PHL,2013-01-01 00:00:00.000,2847.5669365201
POL,2013-01-01 00:00:00.000,13558.414058018
PRT,2013-01-01 00:00:00.000,21653.1959752225
QAT,2013-01-01 00:00:00.000,97630.8255152088
ROU,2013-01-01 00:00:00.000,9497.25499044431
RUS,2013-01-01 00:00:00.000,15974.64453125
RWA,2013-01-01 00:00:00.000,704.056289881296
WSM,2013-01-01 00:00:00.000,3989.86017401682
SMR,2013-01-01 00:00:00.000,50438.3900153695
STP,2013-01-01 00:00:00.000,1551.19290457442
SAU,2013-01-01 00:00:00.000,23716.2606159022
SEN,2013-01-01 00:00:00.000,1391.53225722225
SRB,2013-01-01 00:00:00.000,6755.07367461629
SYC,2013-01-01 00:00:00.000,14764.9392658304
SLE,2013-01-01 00:00:00.000,706.452664008474
SGP,2013-01-01 00:00:00.000,56967.4257940383
SVK,2013-01-01 00:00:00.000,18276.0095516546
SVN,2013-01-01 00:00:00.000,23503.2824850255
SLB,2013-01-01 00:00:00.000,2208.09586717685
SOM,2013-01-01 00:00:00.000,356.11790249123
ZAF,2013-01-01 00:00:00.000,7441.23085399675
SSD,2013-01-01 00:00:00.000,1659.14078728478
ESP,2013-01-01 00:00:00.000,29077.1820557563
LKA,2013-01-01 00:00:00.000,3740.6167919104
KNA,2013-01-01 00:00:00.000,18325.9657798775
LCA,2013-01-01 00:00:00.000,9569.1221921205
VCT,2013-01-01 00:00:00.000,7117.55476276649
SDN,2013-01-01 00:00:00.000,1834.5458984375
SUR,2013-01-01 00:00:00.000,9124.54109297075
SWE,2013-01-01 00:00:00.000,61126.9431963979
CHE,2013-01-01 00:00:00.000,87304.3305813557
SYR,2013-01-01 00:00:00.000,993.739883114507
TJK,2013-01-01 00:00:00.000,1038.32798149823
TZA,2013-01-01 00:00:00.000,955.218933105469
THA,2013-01-01 00:00:00.000,6041.1274597099
TLS,2013-01-01 00:00:00.000,1201.42358143838
TGO,2013-01-01 00:00:00.000,608.150350394249
TON,2013-01-01 00:00:00.000,4208.12235785681
TTO,2013-01-01 00:00:00.000,19821.5286451733
TUN,2013-01-01 00:00:00.000,4308.22693040853
TUR,2013-01-01 00:00:00.000,12507.594513483
TKM,2013-01-01 00:00:00.000,7049.79750519535
TUV,2013-01-01 00:00:00.000,3537.04833528643
UGA,2013-01-01 00:00:00.000,819.757880944623
UKR,2013-01-01 00:00:00.000,4187.73974609375
ARE,2013-01-01 00:00:00.000,45729.6076756823
GBR,2013-01-01 00:00:00.000,43449.0917173139
USA,2013-01-01 00:00:00.000,53291.1276891406
URY,2013-01-01 00:00:00.000,17015.1347609149
UZB,2013-01-01 00:00:00.000,2419.71870345484
VUT,2013-01-01 00:00:00.000,2877.44452801285
VEN,2013-01-01 00:00:00.000,12433.9807853398
VNM,2013-01-01 00:00:00.000,2367.4995386408
YEM,2013-01-01 00:00:00.000,1497.7479410273
ZMB,2013-01-01 00:00:00.000,1840.32055335789
ZWE,2013-01-01 00:00:00.000,1408.36780957465
AFG,2014-01-01 00:00:00.000,628.146803888496
ALB,2014-01-01 00:00:00.000,4578.63320812155
DZA,2014-01-01 00:00:00.000,5516.23060417242
AND,2014-01-01 00:00:00.000,45682.2462308595
AGO,2014-01-01 00:00:00.000,5059.08044128816
ATG,2014-01-01 00:00:00.000,14004.8112122163
ARG,2014-01-01 00:00:00.000,12334.7982453893
ARM,2014-01-01 00:00:00.000,4017.22980824942
AUS,2014-01-01 00:00:00.000,62513.4112171122
AUT,2014-01-01 00:00:00.000,51786.3771747905
AZE,2014-01-01 00:00:00.000,7891.31314749986
BHS,2014-01-01 00:00:00.000,28720.6621934516
BHR,2014-01-01 00:00:00.000,25464.760097715
BGD,2014-01-01 00:00:00.000,1108.51509983546
BRB,2014-01-01 00:00:00.000,16924.1903399365
BLR,2014-01-01 00:00:00.000,8341.39967861093
BEL,2014-01-01 00:00:00.000,47764.0715120833
BLZ,2014-01-01 00:00:00.000,6068.08860885237
BEN,2014-01-01 00:00:00.000,1251.5047654269
BTN,2014-01-01 00:00:00.000,2589.89975441133
BOL,2014-01-01 00:00:00.000,3022.46288443562
BIH,2014-01-01 00:00:00.000,5196.86080042254
BWA,2014-01-01 00:00:00.000,6844.02028762371
BRA,2014-01-01 00:00:00.000,12071.1582132348
BRN,2014-01-01 00:00:00.000,41037.0726485073
BGR,2014-01-01 00:00:00.000,7901.78587639382
BFA,2014-01-01 00:00:00.000,767.371390675917
BDI,2014-01-01 00:00:00.000,257.818551909332
CPV,2014-01-01 00:00:00.000,3405.93344748456
KHM,2014-01-01 00:00:00.000,1098.07453750857
CMR,2014-01-01 00:00:00.000,1631.71408426148
CAN,2014-01-01 00:00:00.000,50955.9983232404
CAF,2014-01-01 00:00:00.000,394.856956966036
TCD,2014-01-01 00:00:00.000,1017.7878239279
CHL,2014-01-01 00:00:00.000,14666.3435315712
CHN,2014-01-01 00:00:00.000,7636.11660125265
COL,2014-01-01 00:00:00.000,8164.71449537797
COM,2014-01-01 00:00:00.000,1608.68786375537
COD,2014-01-01 00:00:00.000,472.266227045325
COG,2014-01-01 00:00:00.000,3622.53029274349
CRI,2014-01-01 00:00:00.000,10737.6788809612
CIV,2014-01-01 00:00:00.000,2124.01955857681
HRV,2014-01-01 00:00:00.000,13784.4783575033
CUB,2014-01-01 00:00:00.000,7117.52691001591
CYP,2014-01-01 00:00:00.000,27245.365234375
CZE,2014-01-01 00:00:00.000,19890.9199056648
DNK,2014-01-01 00:00:00.000,62548.9847332908
DJI,2014-01-01 00:00:00.000,2239.11453821208
DMA,2014-01-01 00:00:00.000,7498.91752183776
DOM,2014-01-01 00:00:00.000,6533.66686007327
ECU,2014-01-01 00:00:00.000,6374.6314856366
EGY,2014-01-01 00:00:00.000,3196.86138078687
SLV,2014-01-01 00:00:00.000,3638.51765819162
GNQ,2014-01-01 00:00:00.000,16804.9259482413
ERI,2014-01-01 00:00:00.000,
EST,2014-01-01 00:00:00.000,20261.0667303886
SWZ,2014-01-01 00:00:00.000,3928.50682779538
ETH,2014-01-01 00:00:00.000,557.534148360438
FJI,2014-01-01 00:00:00.000,5305.19092336933
FIN,2014-01-01 00:00:00.000,50327.2402902632
FRA,2014-01-01 00:00:00.000,43068.5487241739
GAB,2014-01-01 00:00:00.000,9255.36859701951
GMB,2014-01-01 00:00:00.000,561.649123155962
GEO,2014-01-01 00:00:00.000,4739.18833846421
DEU,2014-01-01 00:00:00.000,48023.8699845462
GHA,2014-01-01 00:00:00.000,1942.90509974861
GRC,2014-01-01 00:00:00.000,21616.7100094908
GRD,2014-01-01 00:00:00.000,7726.40965652867
GTM,2014-01-01 00:00:00.000,3779.64233613025
GIN,2014-01-01 00:00:00.000,774.569037046568
GNB,2014-01-01 00:00:00.000,605.122583085693
GUY,2014-01-01 00:00:00.000,5495.37619674792
HTI,2014-01-01 00:00:00.000,1453.91747709273
HND,2014-01-01 00:00:00.000,2164.42021860394
HUN,2014-01-01 00:00:00.000,14294.2584180751
ISL,2014-01-01 00:00:00.000,54576.7448146565
IND,2014-01-01 00:00:00.000,1559.86451848257
IDN,2014-01-01 00:00:00.000,3476.62485324343
IRN,2014-01-01 00:00:00.000,5757.54333684193
IRQ,2014-01-01 00:00:00.000,6215.98603314029
IRL,2014-01-01 00:00:00.000,55643.0594338748
ISR,2014-01-01 00:00:00.000,38259.6810956173
ITA,2014-01-01 00:00:00.000,35565.7213771496
JAM,2014-01-01 00:00:00.000,4991.56551872824
JPN,2014-01-01 00:00:00.000,38475.3952461838
JOR,2014-01-01 00:00:00.000,4255.89430976972
KAZ,2014-01-01 00:00:00.000,12807.2606866152
KEN,2014-01-01 00:00:00.000,1489.91911052082
KIR,2014-01-01 00:00:00.000,1546.83017691485
PRK,2014-01-01 00:00:00.000,
KOR,2014-01-01 00:00:00.000,29249.5752209742
KWT,2014-01-01 00:00:00.000,43234.8214233111
KGZ,2014-01-01 00:00:00.000,1279.76978265986
LAO,2014-01-01 00:00:00.000,1984.50867013598
LVA,2014-01-01 00:00:00.000,15742.3913381908
LBN,2014-01-01 00:00:00.000,7665.37969184142
LSO,2014-01-01 00:00:00.000,1165.04593536567
LBR,2014-01-01 00:00:00.000,713.734882389203
LBY,2014-01-01 00:00:00.000,9408.76783223652
LIE,2014-01-01 00:00:00.000,179457.9179259
LTU,2014-01-01 00:00:00.000,16551.018202078
LUX,2014-01-01 00:00:00.000,123678.702143275
MDG,2014-01-01 00:00:00.000,517.136176058996
MWI,2014-01-01 00:00:00.000,367.024269701615
MYS,2014-01-01 00:00:00.000,11045.4451263498
MDV,2014-01-01 00:00:00.000,8872.12492462299
MLI,2014-01-01 00:00:00.000,818.430391118894
MLT,2014-01-01 00:00:00.000,26754.2623307031
MHL,2014-01-01 00:00:00.000,3672.68093377497
MRT,2014-01-01 00:00:00.000,1715.38883792802
MUS,2014-01-01 00:00:00.000,10368.6134328483
MEX,2014-01-01 00:00:00.000,11076.0924511013
FSM,2014-01-01 00:00:00.000,2928.44878191958
MDA,2014-01-01 00:00:00.000,3327.78677471175
MCO,2014-01-01 00:00:00.000,195780.006892569
MNG,2014-01-01 00:00:00.000,4211.93945414035
MNE,2014-01-01 00:00:00.000,7388.14779373126
MAR,2014-01-01 00:00:00.000,3430.54956054688
MOZ,2014-01-01 00:00:00.000,680.375033549628
MMR,2014-01-01 00:00:00.000,1238.72871010838
NAM,2014-01-01 00:00:00.000,5544.09742281386
NRU,2014-01-01 00:00:00.000,9566.21254009628
NPL,2014-01-01 00:00:00.000,827.744345971451
NLD,2014-01-01 00:00:00.000,52900.537415323
NZL,2014-01-01 00:00:00.000,44572.8987536626
NIC,2014-01-01 00:00:00.000,1913.52134831663
NER,2014-01-01 00:00:00.000,560.754509239933
NGA,2014-01-01 00:00:00.000,3200.95314600431
MKD,2014-01-01 00:00:00.000,5495.73504918897
NOR,2014-01-01 00:00:00.000,97019.1827527462
OMN,2014-01-01 00:00:00.000,23121.2063768559
PAK,2014-01-01 00:00:00.000,1173.39245362734
PLW,2014-01-01 00:00:00.000,13580.0067430883
PAN,2014-01-01 00:00:00.000,12837.2479584282
PNG,2014-01-01 00:00:00.000,2742.23333845605
PRY,2014-01-01 00:00:00.000,6629.41699277341
PER,2014-01-01 00:00:00.000,6614.93333937211
PHL,2014-01-01 00:00:00.000,2935.92555618062
POL,2014-01-01 00:00:00.000,14182.1375046373
PRT,2014-01-01 00:00:00.000,22103.7009703321
QAT,2014-01-01 00:00:00.000,93126.1494633822
ROU,2014-01-01 00:00:00.000,10031.267274026
RUS,2014-01-01 00:00:00.000,14095.6484375
RWA,2014-01-01 00:00:00.000,724.352174367351
WSM,2014-01-01 00:00:00.000,3948.80112799601
SMR,2014-01-01 00:00:00.000,50135.484581721
STP,2014-01-01 00:00:00.000,1754.6004708083
SAU,2014-01-01 00:00:00.000,23543.5663423802
SEN,2014-01-01 00:00:00.000,1417.0950735747
SRB,2014-01-01 00:00:00.000,6600.05680854589
SYC,2014-01-01 00:00:00.000,15188.2287645444
SLE,2014-01-01 00:00:00.000,702.335379410788
SGP,2014-01-01 00:00:00.000,57562.5307937678
SVK,2014-01-01 00:00:00.000,18719.9881409371
SVN,2014-01-01 00:00:00.000,24247.1733184083
SLB,2014-01-01 00:00:00.000,2235.74734403787
SOM,2014-01-01 00:00:00.000,377.557387161667
ZAF,2014-01-01 00:00:00.000,6965.1378973693
SSD,2014-01-01 00:00:00.000,1245.14931107226
ESP,2014-01-01 00:00:00.000,29513.6511800405
LKA,2014-01-01 00:00:00.000,3971.91867501802
KNA,2014-01-01 00:00:00.000,19945.4701725099
LCA,2014-01-01 00:00:00.000,10007.1468771353
VCT,2014-01-01 00:00:00.000,7210.61662343277
SDN,2014-01-01 00:00:00.000,2075.98901367188
SUR,2014-01-01 00:00:00.000,9199.17789329145
SWE,2014-01-01 00:00:00.000,60020.3604576572
CHE,2014-01-01 00:00:00.000,88724.9909402638
SYR,2014-01-01 00:00:00.000,1071.23420366067
TJK,2014-01-01 00:00:00.000,1094.42273564108
TZA,2014-01-01 00:00:00.000,1012.76690673828
THA,2014-01-01 00:00:00.000,5822.38369858276
TLS,2014-01-01 00:00:00.000,1221.53426954268
TGO,2014-01-01 00:00:00.000,627.709402333537
TON,2014-01-01 00:00:00.000,4125.43683537418
TTO,2014-01-01 00:00:00.000,20327.9834552237
TUN,2014-01-01 00:00:00.000,4398.57392191064
TUR,2014-01-01 00:00:00.000,12020.5826390508
TKM,2014-01-01 00:00:00.000,7685.50985852327
TUV,2014-01-01 00:00:00.000,3556.26111776132
UGA,2014-01-01 00:00:00.000,897.509742423677
UKR,2014-01-01 00:00:00.000,3104.64331054688
ARE,2014-01-01 00:00:00.000,46865.9645983676
GBR,2014-01-01 00:00:00.000,47447.5889322667
USA,2014-01-01 00:00:00.000,55123.8497869046
URY,2014-01-01 00:00:00.000,16875.506193165
UZB,2014-01-01 00:00:00.000,2628.46000757936
VUT,2014-01-01 00:00:00.000,2861.20218157438
VEN,2014-01-01 00:00:00.000,15975.7293753361
VNM,2014-01-01 00:00:00.000,2558.7789242001
YEM,2014-01-01 00:00:00.000,1557.60140563182
ZMB,2014-01-01 00:00:00.000,1724.57621968232
ZWE,2014-01-01 00:00:00.000,1407.03429326432
AFG,2015-01-01 00:00:00.000,592.476537451681
ALB,2015-01-01 00:00:00.000,3952.80253807527
DZA,2015-01-01 00:00:00.000,4197.42136055142
AND,2015-01-01 00:00:00.000,38885.3760140905
AGO,2015-01-01 00:00:00.000,3100.83068530533
ATG,2015-01-01 00:00:00.000,14861.8827074704
ARG,2015-01-01 00:00:00.000,13789.060424772
ARM,2015-01-01 00:00:00.000,3666.1418758065
AUS,2015-01-01 00:00:00.000,56710.4457244504
AUT,2015-01-01 00:00:00.000,44195.8175947748
AZE,2015-01-01 00:00:00.000,5500.31038244408
BHS,2015-01-01 00:00:00.000,30206.2404347372
BHR,2015-01-01 00:00:00.000,22795.4488576612
BGD,2015-01-01 00:00:00.000,1236.00506049059
BRB,2015-01-01 00:00:00.000,16990.2194668498
BLR,2015-01-01 00:00:00.000,5967.05220384914
BEL,2015-01-01 00:00:00.000,41008.296719472
BLZ,2015-01-01 00:00:00.000,6142.47883269283
BEN,2015-01-01 00:00:00.000,1041.65252315983
BTN,2015-01-01 00:00:00.000,2695.63877250025
BOL,2015-01-01 00:00:00.000,2975.64881137847
BIH,2015-01-01 00:00:00.000,4599.90102879933
BWA,2015-01-01 00:00:00.000,5869.73294292043
BRA,2015-01-01 00:00:00.000,8783.22598387817
BRN,2015-01-01 00:00:00.000,30681.6794391894
BGR,2015-01-01 00:00:00.000,7074.68102325059
BFA,2015-01-01 00:00:00.000,632.12668368394
BDI,2015-01-01 00:00:00.000,289.359633280865
CPV,2015-01-01 00:00:00.000,2891.88448249992
KHM,2015-01-01 00:00:00.000,1170.74281578324
CMR,2015-01-01 00:00:00.000,1399.67533119236
CAN,2015-01-01 00:00:00.000,43596.1355365546
CAF,2015-01-01 00:00:00.000,351.879753579186
TCD,2015-01-01 00:00:00.000,774.411600504375
CHL,2015-01-01 00:00:00.000,13569.9478008231
CHN,2015-01-01 00:00:00.000,8016.43143498352
COL,2015-01-01 00:00:00.000,6228.4262990412
COM,2015-01-01 00:00:00.000,1322.93669549676
COD,2015-01-01 00:00:00.000,482.0645483336
COG,2015-01-01 00:00:00.000,2347.81849884859
CRI,2015-01-01 00:00:00.000,11529.9545258398
CIV,2015-01-01 00:00:00.000,1941.56633627815
HRV,2015-01-01 00:00:00.000,11952.3111753908
CUB,2015-01-01 00:00:00.000,7683.75789050585
CYP,2015-01-01 00:00:00.000,23487.125
CZE,2015-01-01 00:00:00.000,17829.6983223668
DNK,2015-01-01 00:00:00.000,53254.8563700916
DJI,2015-01-01 00:00:00.000,2409.31190224284
DMA,2015-01-01 00:00:00.000,7724.04241057376
DOM,2015-01-01 00:00:00.000,6838.93659408348
ECU,2015-01-01 00:00:00.000,6130.58667556768
EGY,2015-01-01 00:00:00.000,3370.38244716015
SLV,2015-01-01 00:00:00.000,3761.51368000275
GNQ,2015-01-01 00:00:00.000,9788.98377058219
ERI,2015-01-01 00:00:00.000,
EST,2015-01-01 00:00:00.000,17402.0376128079
SWZ,2015-01-01 00:00:00.000,3583.31129031343
ETH,2015-01-01 00:00:00.000,630.31268211446
FJI,2015-01-01 00:00:00.000,5105.26262664449
FIN,2015-01-01 00:00:00.000,42801.9081167285
FRA,2015-01-01 00:00:00.000,36652.9223052178
GAB,2015-01-01 00:00:00.000,7090.45460996325
GMB,2015-01-01 00:00:00.000,611.671334233568
GEO,2015-01-01 00:00:00.000,4014.18594419329
DEU,2015-01-01 00:00:00.000,41103.2564363768
GHA,2015-01-01 00:00:00.000,1711.29066611485
GRC,2015-01-01 00:00:00.000,18083.8779056547
GRD,2015-01-01 00:00:00.000,8379.62184743156
GTM,2015-01-01 00:00:00.000,3994.63691288475
GIN,2015-01-01 00:00:00.000,756.425594058563
GNB,2015-01-01 00:00:00.000,585.957010585942
GUY,2015-01-01 00:00:00.000,5668.42976474423
HTI,2015-01-01 00:00:00.000,1404.15521407257
HND,2015-01-01 00:00:00.000,2257.2227122596
HUN,2015-01-01 00:00:00.000,12717.038597002
ISL,2015-01-01 00:00:00.000,52951.6815110898
IND,2015-01-01 00:00:00.000,1590.17391842781
IDN,2015-01-01 00:00:00.000,3322.58168813599
IRN,2015-01-01 00:00:00.000,4990.93679760475
IRQ,2015-01-01 00:00:00.000,4416.94304894546
IRL,2015-01-01 00:00:00.000,62053.9844381587
ISR,2015-01-01 00:00:00.000,36206.5222171621
ITA,2015-01-01 00:00:00.000,30242.3861352184
JAM,2015-01-01 00:00:00.000,5077.55062188355
JPN,2015-01-01 00:00:00.000,34960.6393843385
JOR,2015-01-01 00:00:00.000,4064.25301644124
KAZ,2015-01-01 00:00:00.000,10510.7718884149
KEN,2015-01-01 00:00:00.000,1496.65285612239
KIR,2015-01-01 00:00:00.000,1459.13302105094
PRK,2015-01-01 00:00:00.000,
KOR,2015-01-01 00:00:00.000,28732.2310762599
KWT,2015-01-01 00:00:00.000,29310.522105363
KGZ,2015-01-01 00:00:00.000,1121.08283510739
LAO,2015-01-01 00:00:00.000,2125.45905698314
LVA,2015-01-01 00:00:00.000,13786.4567953114
LBN,2015-01-01 00:00:00.000,7802.75136773923
LSO,2015-01-01 00:00:00.000,1113.87132770562
LBR,2015-01-01 00:00:00.000,699.662946853965
LBY,2015-01-01 00:00:00.000,7867.57189285698
LIE,2015-01-01 00:00:00.000,167805.956932057
LTU,2015-01-01 00:00:00.000,14263.9645773495
LUX,2015-01-01 00:00:00.000,105462.012584423
MDG,2015-01-01 00:00:00.000,455.638039705577
MWI,2015-01-01 00:00:00.000,376.246204801105
MYS,2015-01-01 00:00:00.000,9699.58402084731
MDV,2015-01-01 00:00:00.000,9434.3310782449
MLI,2015-01-01 00:00:00.000,723.504202500133
MLT,2015-01-01 00:00:00.000,24921.5790015791
MHL,2015-01-01 00:00:00.000,3703.64905889496
MRT,2015-01-01 00:00:00.000,1562.72524811646
MUS,2015-01-01 00:00:00.000,9509.93465545353
MEX,2015-01-01 00:00:00.000,9753.38004823861
FSM,2015-01-01 00:00:00.000,2891.32210264749
MDA,2015-01-01 00:00:00.000,2731.06558405856
MCO,2015-01-01 00:00:00.000,170337.924412652
MNG,2015-01-01 00:00:00.000,3919.35114779589
MNE,2015-01-01 00:00:00.000,6517.16375162528
MAR,2015-01-01 00:00:00.000,3139.24365234375
MOZ,2015-01-01 00:00:00.000,594.226533517809
MMR,2015-01-01 00:00:00.000,1224.56234328693
NAM,2015-01-01 00:00:00.000,4965.68085962392
NRU,2015-01-01 00:00:00.000,7736.22363607495
NPL,2015-01-01 00:00:00.000,882.307448776577
NLD,2015-01-01 00:00:00.000,45193.4032187971
NZL,2015-01-01 00:00:00.000,38630.7265886928
NIC,2015-01-01 00:00:00.000,2025.32477597575
NER,2015-01-01 00:00:00.000,481.111299477459
NGA,2015-01-01 00:00:00.000,2679.55476480921
MKD,2015-01-01 00:00:00.000,4861.55397141497
NOR,2015-01-01 00:00:00.000,74355.5158575643
OMN,2015-01-01 00:00:00.000,18777.4330589162
PAK,2015-01-01 00:00:00.000,1282.44315294243
PLW,2015-01-01 00:00:00.000,15761.3633809149
PAN,2015-01-01 00:00:00.000,13669.5594424097
PNG,2015-01-01 00:00:00.000,2502.08429055221
PRY,2015-01-01 00:00:00.000,5861.40189546648
PER,2015-01-01 00:00:00.000,6180.1949572907
PHL,2015-01-01 00:00:00.000,2974.29953130009
POL,2015-01-01 00:00:00.000,12560.051419682
PRT,2015-01-01 00:00:00.000,19250.1065376852
QAT,2015-01-01 00:00:00.000,66984.9102002396
ROU,2015-01-01 00:00:00.000,8976.88053477541
RUS,2015-01-01 00:00:00.000,9313.013671875
RWA,2015-01-01 00:00:00.000,733.441121804147
WSM,2015-01-01 00:00:00.000,4048.51387550813
SMR,2015-01-01 00:00:00.000,42281.643467688
STP,2015-01-01 00:00:00.000,1571.4985399244
SAU,2015-01-01 00:00:00.000,19977.7946924217
SEN,2015-01-01 00:00:00.000,1238.12639559545
SRB,2015-01-01 00:00:00.000,5588.98072768556
SYC,2015-01-01 00:00:00.000,15157.5302874866
SLE,2015-01-01 00:00:00.000,576.740231738962
SGP,2015-01-01 00:00:00.000,55646.6187469505
SVK,2015-01-01 00:00:00.000,16390.8821748507
SVN,2015-01-01 00:00:00.000,20890.1664304173
SLB,2015-01-01 00:00:00.000,2134.80245126853
SOM,2015-01-01 00:00:00.000,387.607994416701
ZAF,2015-01-01 00:00:00.000,6204.92990145846
SSD,2015-01-01 00:00:00.000,1071.77776475545
ESP,2015-01-01 00:00:00.000,25754.36102944
LKA,2015-01-01 00:00:00.000,4060.13178524716
KNA,2015-01-01 00:00:00.000,20025.9623507165
LCA,2015-01-01 00:00:00.000,10290.3789108118
VCT,2015-01-01 00:00:00.000,7386.73759501693
SDN,2015-01-01 00:00:00.000,2226.42163085938
SUR,2015-01-01 00:00:00.000,8907.75122246823
SWE,2015-01-01 00:00:00.000,51545.4836095322
CHE,2015-01-01 00:00:00.000,83806.4476003837
SYR,2015-01-01 00:00:00.000,857.497867522093
TJK,2015-01-01 00:00:00.000,970.365223790049
TZA,2015-01-01 00:00:00.000,928.806457519531
THA,2015-01-01 00:00:00.000,5708.79692481031
TLS,2015-01-01 00:00:00.000,1322.3009129909
TGO,2015-01-01 00:00:00.000,559.445746549378
TON,2015-01-01 00:00:00.000,4117.96071656001
TTO,2015-01-01 00:00:00.000,18389.5310320673
TUN,2015-01-01 00:00:00.000,3960.97532992845
TUR,2015-01-01 00:00:00.000,10851.9541305658
TKM,2015-01-01 00:00:00.000,6208.2966545016
TUV,2015-01-01 00:00:00.000,3384.35777601473
UGA,2015-01-01 00:00:00.000,864.18006234671
UKR,2015-01-01 00:00:00.000,2124.66235351563
ARE,2015-01-01 00:00:00.000,41525.1389031283
GBR,2015-01-01 00:00:00.000,45071.0743234873
USA,2015-01-01 00:00:00.000,56762.7294515989
URY,2015-01-01 00:00:00.000,15655.936997552
UZB,2015-01-01 00:00:00.000,2753.97107219949
VUT,2015-01-01 00:00:00.000,2643.88608538737
VEN,2015-01-01 00:00:00.000,
VNM,2015-01-01 00:00:00.000,2595.23497870737
YEM,2015-01-01 00:00:00.000,1488.41648208462
ZMB,2015-01-01 00:00:00.000,1307.90964916032
ZWE,2015-01-01 00:00:00.000,1410.32917419555
AFG,2016-01-01 00:00:00.000,520.252064031151
ALB,2016-01-01 00:00:00.000,4124.05538986272
DZA,2016-01-01 00:00:00.000,3967.19945122178
AND,2016-01-01 00:00:00.000,39932.1644867147
AGO,2016-01-01 00:00:00.000,1709.51553404553
ATG,2016-01-01 00:00:00.000,15862.6516627488
ARG,2016-01-01 00:00:00.000,12790.2424732447
ARM,2016-01-01 00:00:00.000,3679.95197212365
AUS,2016-01-01 00:00:00.000,49875.5651433836
AUT,2016-01-01 00:00:00.000,45307.5878620429
AZE,2016-01-01 00:00:00.000,3880.73873089556
BHS,2016-01-01 00:00:00.000,29887.1648786795
BHR,2016-01-01 00:00:00.000,22867.1811196134
BGD,2016-01-01 00:00:00.000,1659.96160523559
BRB,2016-01-01 00:00:00.000,17343.7254395315
BLR,2016-01-01 00:00:00.000,5039.68188628499
BEL,2016-01-01 00:00:00.000,42012.6227191016
BLZ,2016-01-01 00:00:00.000,6148.70696109313
BEN,2016-01-01 00:00:00.000,1049.82030349923
BTN,2016-01-01 00:00:00.000,2879.54712101999
BOL,2016-01-01 00:00:00.000,3013.5027077617
BIH,2016-01-01 00:00:00.000,4858.77592634808
BWA,2016-01-01 00:00:00.000,6411.5271592539
BRA,2016-01-01 00:00:00.000,8680.76879182018
BRN,2016-01-01 00:00:00.000,26762.9456464617
BGR,2016-01-01 00:00:00.000,7569.47881476759
BFA,2016-01-01 00:00:00.000,665.786345451309
BDI,2016-01-01 00:00:00.000,242.065670543589
CPV,2016-01-01 00:00:00.000,2978.19942029293
KHM,2016-01-01 00:00:00.000,1281.10596442243
CMR,2016-01-01 00:00:00.000,1426.0655172286
CAN,2016-01-01 00:00:00.000,42315.6037056806
CAF,2016-01-01 00:00:00.000,372.135465512503
TCD,2016-01-01 00:00:00.000,691.980094943092
CHL,2016-01-01 00:00:00.000,13785.6883317516
CHN,2016-01-01 00:00:00.000,8094.36336674652
COL,2016-01-01 00:00:00.000,5938.46385585875
COM,2016-01-01 00:00:00.000,1357.26626338776
COD,2016-01-01 00:00:00.000,456.027931170745
COG,2016-01-01 00:00:00.000,1970.25024887995
CRI,2016-01-01 00:00:00.000,11899.8132624909
CIV,2016-01-01 00:00:00.000,1980.87814206612
HRV,2016-01-01 00:00:00.000,12552.2553786198
CUB,2016-01-01 00:00:00.000,8055.88990736388
CYP,2016-01-01 00:00:00.000,24715.73046875
CZE,2016-01-01 00:00:00.000,18575.2320271915
DNK,2016-01-01 00:00:00.000,54663.9983719195
DJI,2016-01-01 00:00:00.000,2545.73879850905
DMA,2016-01-01 00:00:00.000,8223.04145029796
DOM,2016-01-01 00:00:00.000,7191.07657188469
ECU,2016-01-01 00:00:00.000,6079.08873612077
EGY,2016-01-01 00:00:00.000,3331.61246134688
SLV,2016-01-01 00:00:00.000,3870.31298246063
GNQ,2016-01-01 00:00:00.000,8035.30786982776
ERI,2016-01-01 00:00:00.000,
EST,2016-01-01 00:00:00.000,18295.3429322114
SWZ,2016-01-01 00:00:00.000,3339.99289890327
ETH,2016-01-01 00:00:00.000,705.616304982959
FJI,2016-01-01 00:00:00.000,5368.42324040397
FIN,2016-01-01 00:00:00.000,43814.0265056965
FRA,2016-01-01 00:00:00.000,37062.5335723829
GAB,2016-01-01 00:00:00.000,6722.1983928425
GMB,2016-01-01 00:00:00.000,640.676678884585
GEO,2016-01-01 00:00:00.000,4062.16988757379
DEU,2016-01-01 00:00:00.000,42136.1207907991
GHA,2016-01-01 00:00:00.000,1900.40593746601
GRC,2016-01-01 00:00:00.000,17923.9668134716
GRD,2016-01-01 00:00:00.000,8849.51353500776
GTM,2016-01-01 00:00:00.000,4173.30166619474
GIN,2016-01-01 00:00:00.000,720.473253567737
GNB,2016-01-01 00:00:00.000,642.666406419137
GUY,2016-01-01 00:00:00.000,5905.38019563205
HTI,2016-01-01 00:00:00.000,1305.57129738556
HND,2016-01-01 00:00:00.000,2295.53807949199
HUN,2016-01-01 00:00:00.000,13104.6995457458
ISL,2016-01-01 00:00:00.000,61987.9263620283
IND,2016-01-01 00:00:00.000,1714.28035526737
IDN,2016-01-01 00:00:00.000,3558.81885229219
IRN,2016-01-01 00:00:00.000,5497.24322713074
