,iso3,year,gov_score
150,BGD,2012-01-01,2.7755102040816326
151,BGD,2013-01-01,2.6278118609406955
152,BGD,2014-01-01,3.062302006335797
153,BGD,2015-01-01,2.8155339805825244
154,BGD,2016-01-01,2.8893662728249203
155,BGD,2017-01-01,2.824175824175824
156,BGD,2018-01-01,2.9988974641675856
157,BGD,2019-01-01,3.0411255411255413
158,BGD,2020-01-01,3.081967213114754
159,BGD,2021-01-01,3.081967213114754
160,BGR,2012-01-01,5.704081632653061
161,BGR,2013-01-01,5.511247443762781
162,BGR,2014-01-01,5.586061246040126
163,BGR,2015-01-01,5.46925566343042
164,BGR,2016-01-01,5.617615467239529
165,BGR,2017-01-01,5.802197802197801
166,BGR,2018-01-01,5.964718853362735
167,BGR,2019-01-01,6.136363636363636
168,BGR,2020-01-01,5.945355191256832
169,BGR,2021-01-01,5.945355191256832
170,BHR,2012-01-01,5.36734693877551
171,BHR,2013-01-01,5.306748466257669
172,BHR,2014-01-01,5.4699049630411825
173,BHR,2015-01-01,5.296655879180151
174,BHR,2016-01-01,5.413533834586467
175,BHR,2017-01-01,5.153846153846152
176,BHR,2018-01-01,5.325248070562294
177,BHR,2019-01-01,5.5519480519480515
178,BHR,2020-01-01,5.486338797814209
179,BHR,2021-01-01,5.486338797814209
180,BHS,2012-01-01,7.938775510204081
181,BHS,2013-01-01,7.883435582822086
182,BHS,2014-01-01,8.035902851108764
183,BHS,2015-01-01,7.766990291262136
184,BHS,2016-01-01,7.615467239527392
185,BHS,2017-01-01,7.593406593406592
186,BHS,2018-01-01,7.585446527012129
187,BHS,2019-01-01,7.673160173160172
188,BHS,2020-01-01,7.6830601092896185
189,BHS,2021-01-01,7.6830601092896185
190,BIH,2012-01-01,4.795918367346938
191,BIH,2013-01-01,4.928425357873211
192,BIH,2014-01-01,5.110876451953538
193,BIH,2015-01-01,4.757281553398059
194,BIH,2016-01-01,4.919441460794845
195,BIH,2017-01-01,4.890109890109889
196,BIH,2018-01-01,5.016538037486217
197,BIH,2019-01-01,4.9891774891774885
198,BIH,2020-01-01,4.918032786885247
199,BIH,2021-01-01,4.918032786885247
200,BLR,2012-01-01,3.928571428571429
201,BLR,2013-01-01,4.049079754601228
202,BLR,2014-01-01,4.371700105596621
203,BLR,2015-01-01,4.239482200647249
204,BLR,2016-01-01,4.597207303974222
205,BLR,2017-01-01,4.428571428571427
206,BLR,2018-01-01,4.862183020948182
207,BLR,2019-01-01,5.021645021645021
208,BLR,2020-01-01,4.316939890710383
209,BLR,2021-01-01,4.316939890710383
210,BLZ,2012-01-01,5.214285714285714
211,BLZ,2013-01-01,5.245398773006135
212,BLZ,2014-01-01,5.01583949313622
213,BLZ,2015-01-01,4.983818770226538
214,BLZ,2016-01-01,4.98388829215897
215,BLZ,2017-01-01,4.901098901098901
216,BLZ,2018-01-01,5.082690187431092
217,BLZ,2019-01-01,5.183982683982683
218,BLZ,2020-01-01,5.398907103825138
219,BLZ,2021-01-01,5.398907103825138
220,BOL,2012-01-01,4.040816326530612
221,BOL,2013-01-01,4.151329243353783
222,BOL,2014-01-01,4.076029567053855
223,BOL,2015-01-01,3.9590075512405614
224,BOL,2016-01-01,3.9742212674543507
225,BOL,2017-01-01,3.9780219780219785
226,BOL,2018-01-01,4.12348401323043
227,BOL,2019-01-01,3.906926406926407
228,BOL,2020-01-01,4.295081967213115
229,BOL,2021-01-01,4.295081967213115
230,BRA,2012-01-01,5.642857142857142
231,BRA,2013-01-01,5.439672801635992
232,BRA,2014-01-01,5.533262935586061
233,BRA,2015-01-01,5.285868392664509
234,BRA,2016-01-01,5.3383458646616555
235,BRA,2017-01-01,5.252747252747252
236,BRA,2018-01-01,5.435501653803749
237,BRA,2019-01-01,5.411255411255411
238,BRA,2020-01-01,5.672131147540984
239,BRA,2021-01-01,5.672131147540984
240,BRB,2012-01-01,8.387755102040815
241,BRB,2013-01-01,8.38445807770961
242,BRB,2014-01-01,8.321013727560718
243,BRB,2015-01-01,8.349514563106796
244,BRB,2016-01-01,8.077336197636951
245,BRB,2017-01-01,8.131868131868131
246,BRB,2018-01-01,8.070562293274532
247,BRB,2019-01-01,7.9978354978354975
248,BRB,2020-01-01,8.010928961748634
249,BRB,2021-01-01,8.010928961748634
250,BRN,2012-01-01,6.5
251,BRN,2013-01-01,6.584867075664621
252,BRN,2014-01-01,6.62090813093981
253,BRN,2015-01-01,6.4509169363538295
254,BRN,2016-01-01,6.809881847475834
255,BRN,2017-01-01,6.956043956043955
256,BRN,2018-01-01,7.18853362734289
257,BRN,2019-01-01,7.067099567099567
258,BRN,2020-01-01,7.453551912568306
259,BRN,2021-01-01,7.453551912568306
260,BTN,2012-01-01,5.551020408163265
261,BTN,2013-01-01,5.715746421267894
262,BTN,2014-01-01,6.325237592397043
263,BTN,2015-01-01,6.321467098166127
264,BTN,2016-01-01,6.48764769065521
265,BTN,2017-01-01,6.835164835164834
266,BTN,2018-01-01,7.045203969128998
267,BTN,2019-01-01,7.175324675324674
268,BTN,2020-01-01,7.136612021857925
269,BTN,2021-01-01,7.136612021857925
270,BWA,2012-01-01,6.326530612244897
271,BWA,2013-01-01,6.523517382413088
272,BWA,2014-01-01,6.62090813093981
273,BWA,2015-01-01,6.504854368932039
274,BWA,2016-01-01,6.5198711063372725
275,BWA,2017-01-01,6.428571428571427
276,BWA,2018-01-01,6.868798235942668
277,BWA,2019-01-01,7.034632034632034
278,BWA,2020-01-01,6.972677595628415
279,BWA,2021-01-01,6.972677595628415
280,CAF,2012-01-01,1.7551020408163265
281,CAF,2013-01-01,1.2065439672801637
282,CAF,2014-01-01,0.8870116156283
283,CAF,2015-01-01,1.1542610571736787
284,CAF,2016-01-01,1.2459720730397423
285,CAF,2017-01-01,1.1208791208791204
286,CAF,2018-01-01,1.1025358324145536
287,CAF,2019-01-01,1.1796536796536796
288,CAF,2020-01-01,1.1366120218579234
289,CAF,2021-01-01,1.1366120218579234
290,CAN,2012-01-01,9.23469387755102
291,CAN,2013-01-01,9.212678936605316
292,CAN,2014-01-01,9.408658922914466
293,CAN,2015-01-01,9.503775620280475
294,CAN,2016-01-01,9.559613319011818
295,CAN,2017-01-01,9.483516483516484
296,CAN,2018-01-01,9.514884233737597
297,CAN,2019-01-01,9.49134199134199
298,CAN,2020-01-01,9.366120218579235
299,CAN,2021-01-01,9.366120218579235
300,CHE,2012-01-01,9.673469387755102
301,CHE,2013-01-01,9.621676891615541
302,CHE,2014-01-01,9.820485744456176
303,CHE,2015-01-01,9.719525350593312
304,CHE,2016-01-01,9.645542427497318
305,CHE,2017-01-01,9.637362637362637
306,CHE,2018-01-01,9.867695700110255
307,CHE,2019-01-01,9.794372294372295
308,CHE,2020-01-01,9.726775956284154
309,CHE,2021-01-01,9.726775956284154
310,CHL,2012-01-01,7.73469387755102
311,CHL,2013-01-01,7.750511247443764
312,CHL,2014-01-01,7.8986272439281935
313,CHL,2015-01-01,7.982740021574973
314,CHL,2016-01-01,7.948442534908702
315,CHL,2017-01-01,7.89010989010989
316,CHL,2018-01-01,8.00441014332966
317,CHL,2019-01-01,7.803030303030303
318,CHL,2020-01-01,7.879781420765028
319,CHL,2021-01-01,7.879781420765028
320,CHN,2012-01-01,3.7244897959183674
321,CHN,2013-01-01,3.7934560327198366
322,CHN,2014-01-01,3.8648363252375924
323,CHN,2015-01-01,3.7756202804746497
324,CHN,2016-01-01,3.963480128893664
325,CHN,2017-01-01,4.087912087912087
326,CHN,2018-01-01,4.321940463065049
327,CHN,2019-01-01,4.3181818181818175
328,CHN,2020-01-01,4.622950819672132
329,CHN,2021-01-01,4.622950819672132
330,CIV,2012-01-01,2.561224489795918
331,CIV,2013-01-01,2.7914110429447856
332,CIV,2014-01-01,3.2629355860612455
333,CIV,2015-01-01,3.3980582524271847
334,CIV,2016-01-01,3.555316863587541
335,CIV,2017-01-01,3.6043956043956045
336,CIV,2018-01-01,3.9250275633958105
337,CIV,2019-01-01,3.831168831168832
338,CIV,2020-01-01,3.683060109289618
339,CIV,2021-01-01,3.683060109289618
340,CMR,2012-01-01,2.622448979591837
341,CMR,2013-01-01,2.6584867075664627
342,CMR,2014-01-01,2.6187961985216472
343,CMR,2015-01-01,2.545846817691478
344,CMR,2016-01-01,2.459720730397423
345,CMR,2017-01-01,2.3516483516483513
346,CMR,2018-01-01,2.4035281146637266
347,CMR,2019-01-01,2.326839826839827
348,CMR,2020-01-01,2.4480874316939896
349,CMR,2021-01-01,2.4480874316939896
350,COD,2012-01-01,1.2346938775510203
351,COD,2013-01-01,1.1758691206543967
352,COD,2014-01-01,1.2671594508975712
353,COD,2015-01-01,1.0787486515641858
354,COD,2016-01-01,0.9774436090225566
355,COD,2017-01-01,0.7692307692307693
356,COD,2018-01-01,0.9151047409040793
357,COD,2019-01-01,1.2878787878787878
358,COD,2020-01-01,1.2459016393442623
359,COD,2021-01-01,1.2459016393442623
360,COG,2012-01-01,2.5510204081632657
361,COG,2013-01-01,2.5766871165644174
362,COG,2014-01-01,2.5765575501583946
363,COG,2015-01-01,2.3840345199568502
364,COG,2016-01-01,2.3308270676691736
365,COG,2017-01-01,2.1538461538461533
366,COG,2018-01-01,2.282249173098126
367,COG,2019-01-01,1.9480519480519478
368,COG,2020-01-01,1.9344262295081966
369,COG,2021-01-01,1.9344262295081966
370,COL,2012-01-01,4.377551020408163
371,COL,2013-01-01,4.376278118609408
372,COL,2014-01-01,4.561774023231257
373,COL,2015-01-01,4.627831715210356
374,COL,2016-01-01,4.8120300751879705
375,COL,2017-01-01,4.813186813186812
376,COL,2018-01-01,4.994487320837928
377,COL,2019-01-01,4.9891774891774885
378,COL,2020-01-01,5.158469945355192
379,COL,2021-01-01,5.158469945355192
380,COM,2012-01-01,3.2040816326530615
381,COM,2013-01-01,3.312883435582822
382,COM,2014-01-01,3.495248152059134
383,COM,2015-01-01,3.3117583603020497
384,COM,2016-01-01,3.404940923737917
385,COM,2017-01-01,3.2417582417582413
386,COM,2018-01-01,2.9878721058434397
387,COM,2019-01-01,2.878787878787879
388,COM,2020-01-01,2.6120218579234975
389,COM,2021-01-01,2.6120218579234975
390,CPV,2012-01-01,6.6938775510204085
391,CPV,2013-01-01,6.666666666666667
392,CPV,2014-01-01,6.684266103484688
393,CPV,2015-01-01,6.871628910463862
394,CPV,2016-01-01,6.917293233082708
395,CPV,2017-01-01,6.956043956043955
396,CPV,2018-01-01,7.133406835722161
397,CPV,2019-01-01,7.2727272727272725
398,CPV,2020-01-01,7.256830601092897
399,CPV,2021-01-01,7.256830601092897
400,CRI,2012-01-01,6.826530612244897
401,CRI,2013-01-01,6.779141104294479
402,CRI,2014-01-01,7.043294614572334
403,CRI,2015-01-01,7.119741100323624
404,CRI,2016-01-01,7.218045112781956
405,CRI,2017-01-01,7.142857142857142
406,CRI,2018-01-01,7.2546857772877615
407,CRI,2019-01-01,7.510822510822511
408,CRI,2020-01-01,7.6830601092896185
409,CRI,2021-01-01,7.6830601092896185
410,CUB,2012-01-01,4.010204081632653
411,CUB,2013-01-01,4.100204498977505
412,CUB,2014-01-01,4.139387539598733
413,CUB,2015-01-01,4.163969795037756
414,CUB,2016-01-01,4.479054779806661
415,CUB,2017-01-01,4.747252747252746
416,CUB,2018-01-01,4.972436604189635
417,CUB,2019-01-01,5.086580086580086
418,CUB,2020-01-01,5.12568306010929
419,CUB,2021-01-01,5.12568306010929
420,CYP,2012-01-01,7.673469387755102
421,CYP,2013-01-01,7.627811860940696
422,CYP,2014-01-01,7.729672650475185
423,CYP,2015-01-01,7.659115426105718
424,CYP,2016-01-01,7.5295381310418925
425,CYP,2017-01-01,7.637362637362636
426,CYP,2018-01-01,7.629547960308711
427,CYP,2019-01-01,7.705627705627705
428,CYP,2020-01-01,7.344262295081968
429,CYP,2021-01-01,7.344262295081968
430,CZE,2012-01-01,7.6020408163265305
431,CZE,2013-01-01,7.586912065439673
432,CZE,2014-01-01,7.750791974656811
433,CZE,2015-01-01,7.73462783171521
434,CZE,2016-01-01,7.7336197636949535
435,CZE,2017-01-01,7.7362637362637345
436,CZE,2018-01-01,7.794928335170894
437,CZE,2019-01-01,7.770562770562771
438,CZE,2020-01-01,7.836065573770492
439,CZE,2021-01-01,7.836065573770492
440,DEU,2012-01-01,8.948979591836734
441,DEU,2013-01-01,8.997955010224949
442,DEU,2014-01-01,9.250263991552268
443,DEU,2015-01-01,9.093851132686083
444,DEU,2016-01-01,8.893662728249195
445,DEU,2017-01-01,8.890109890109889
446,DEU,2018-01-01,9.128996692392503
447,DEU,2019-01-01,9.058441558441558
448,DEU,2020-01-01,9.027322404371587
449,DEU,2021-01-01,9.027322404371587
450,DJI,2012-01-01,3.3367346938775513
451,DJI,2013-01-01,3.179959100204499
452,DJI,2014-01-01,2.829989440337909
453,DJI,2015-01-01,2.912621359223301
454,DJI,2016-01-01,2.9967776584317947
455,DJI,2017-01-01,3.4065934065934065
456,DJI,2018-01-01,3.8257993384785
457,DJI,2019-01-01,3.647186147186147
458,DJI,2020-01-01,3.6612021857923502
459,DJI,2021-01-01,3.6612021857923502
460,DMA,2012-01-01,7.051020408163265
461,DMA,2013-01-01,7.106339468302659
462,DMA,2014-01-01,7.23336853220697
463,DMA,2015-01-01,7.292340884573894
464,DMA,2016-01-01,7.2932330827067675
465,DMA,2017-01-01,7.384615384615384
466,DMA,2018-01-01,7.364939360529219
467,DMA,2019-01-01,7.402597402597402
468,DMA,2020-01-01,7.551912568306012
469,DMA,2021-01-01,7.551912568306012
470,DNK,2012-01-01,9.755102040816325
471,DNK,2013-01-01,9.795501022494888
472,DNK,2014-01-01,9.873284054910242
473,DNK,2015-01-01,9.795037756202806
474,DNK,2016-01-01,9.731471535982815
475,DNK,2017-01-01,9.68131868131868
476,DNK,2018-01-01,9.834619625137819
477,DNK,2019-01-01,9.848484848484848
478,DNK,2020-01-01,9.759562841530057
479,DNK,2021-01-01,9.759562841530057
480,DOM,2012-01-01,4.724489795918368
481,DOM,2013-01-01,4.785276073619632
482,DOM,2014-01-01,4.963041182682154
483,DOM,2015-01-01,4.897518878101403
484,DOM,2016-01-01,5.241675617615469
485,DOM,2017-01-01,5.175824175824175
486,DOM,2018-01-01,5.358324145534731
487,DOM,2019-01-01,5.411255411255411
488,DOM,2020-01-01,5.617486338797814
489,DOM,2021-01-01,5.617486338797814
490,DZA,2012-01-01,3.0714285714285716
491,DZA,2013-01-01,3.2208588957055215
492,DZA,2014-01-01,3.2629355860612455
493,DZA,2015-01-01,3.279395900755124
494,DZA,2016-01-01,3.361976369495167
495,DZA,2017-01-01,3.472527472527472
496,DZA,2018-01-01,3.6163175303197357
497,DZA,2019-01-01,3.668831168831169
498,DZA,2020-01-01,3.825136612021858
499,DZA,2021-01-01,3.825136612021858
500,ECU,2012-01-01,3.8979591836734695
501,ECU,2013-01-01,4.243353783231084
502,ECU,2014-01-01,4.308342133051742
503,ECU,2015-01-01,4.228694714131608
504,ECU,2016-01-01,4.479054779806661
505,ECU,2017-01-01,4.483516483516483
506,ECU,2018-01-01,4.829106945975743
507,ECU,2019-01-01,4.956709956709956
508,ECU,2020-01-01,4.907103825136613
509,ECU,2021-01-01,4.907103825136613
510,EGY,2012-01-01,3.3571428571428577
511,EGY,2013-01-01,3.016359918200409
512,EGY,2014-01-01,2.9778247096092922
513,EGY,2015-01-01,3.0204962243797198
514,EGY,2016-01-01,3.147153598281419
515,EGY,2017-01-01,3.1648351648351647
516,EGY,2018-01-01,3.4399117971334072
517,EGY,2019-01-01,3.5714285714285716
518,EGY,2020-01-01,3.7486338797814214
519,EGY,2021-01-01,3.7486338797814214
520,ERI,2012-01-01,1.9081632653061225
521,ERI,2013-01-01,1.7484662576687118
522,ERI,2014-01-01,1.6367476240760297
523,ERI,2015-01-01,1.21898597626753
524,ERI,2016-01-01,1.2244897959183678
525,ERI,2017-01-01,1.1538461538461537
526,ERI,2018-01-01,1.2238147739801544
527,ERI,2019-01-01,1.158008658008658
528,ERI,2020-01-01,1.169398907103825
529,ERI,2021-01-01,1.169398907103825
530,ESP,2012-01-01,7.5
531,ESP,2013-01-01,7.341513292433538
532,ESP,2014-01-01,7.4551214361140445
533,ESP,2015-01-01,7.432578209277239
534,ESP,2016-01-01,7.561761546723954
535,ESP,2017-01-01,7.538461538461537
536,ESP,2018-01-01,7.70672546857773
537,ESP,2019-01-01,7.846320346320345
538,ESP,2020-01-01,7.846994535519126
539,ESP,2021-01-01,7.846994535519126
540,EST,2012-01-01,8.040816326530612
541,EST,2013-01-01,8.149284253578733
542,EST,2014-01-01,8.50052798310454
543,EST,2015-01-01,8.435814455231931
544,EST,2016-01-01,8.388829215896886
545,EST,2017-01-01,8.384615384615385
546,EST,2018-01-01,8.599779492833518
547,EST,2019-01-01,8.67965367965368
548,EST,2020-01-01,8.699453551912569
549,EST,2021-01-01,8.699453551912569
550,ETH,2012-01-01,2.418367346938776
551,ETH,2013-01-01,2.535787321063395
552,ETH,2014-01-01,2.6927138331573386
553,ETH,2015-01-01,2.5782092772384035
554,ETH,2016-01-01,2.5134264232008596
555,ETH,2017-01-01,2.384615384615384
556,ETH,2018-01-01,2.921719955898567
557,ETH,2019-01-01,3.0411255411255413
558,ETH,2020-01-01,2.92896174863388
559,ETH,2021-01-01,2.92896174863388
560,FIN,2012-01-01,9.846938775510205
561,FIN,2013-01-01,9.805725971370142
562,FIN,2014-01-01,9.809926082365363
563,FIN,2015-01-01,9.676375404530745
564,FIN,2016-01-01,9.645542427497318
565,FIN,2017-01-01,9.692307692307692
566,FIN,2018-01-01,9.77949283351709
567,FIN,2019-01-01,9.686147186147187
568,FIN,2020-01-01,9.781420765027324
569,FIN,2021-01-01,9.781420765027324
570,FJI,2012-01-01,4.163265306122448
571,FJI,2013-01-01,4.1615541922290396
572,FJI,2014-01-01,5.174234424498416
573,FJI,2015-01-01,5.3182308522114345
574,FJI,2016-01-01,5.682062298603652
575,FJI,2017-01-01,5.999999999999999
576,FJI,2018-01-01,6.39470782800441
577,FJI,2019-01-01,6.439393939393939
578,FJI,2020-01-01,6.50273224043716
579,FJI,2021-01-01,6.50273224043716
580,FRA,2012-01-01,8.459183673469388
581,FRA,2013-01-01,8.251533742331288
582,FRA,2014-01-01,8.310454065469905
583,FRA,2015-01-01,8.004314994606258
584,FRA,2016-01-01,7.926960257787327
585,FRA,2017-01-01,8.098901098901099
586,FRA,2018-01-01,8.147739801543551
587,FRA,2019-01-01,8.235930735930735
588,FRA,2020-01-01,8.087431693989073
589,FRA,2021-01-01,8.087431693989073
590,FSM,2012-01-01,5.918367346938775
591,FSM,2013-01-01,5.910020449897751
592,FSM,2014-01-01,6.335797254487856
593,FSM,2015-01-01,6.235167206040992
594,FSM,2016-01-01,6.412459720730399
595,FSM,2017-01-01,6.494505494505493
596,FSM,2018-01-01,6.571113561190739
597,FSM,2019-01-01,6.634199134199133
598,FSM,2020-01-01,6.6557377049180335
599,FSM,2021-01-01,6.6557377049180335
600,GAB,2012-01-01,4.030612244897958
601,GAB,2013-01-01,4.120654396728017
602,GAB,2014-01-01,4.171066525871172
603,GAB,2015-01-01,4.077669902912621
604,GAB,2016-01-01,3.9742212674543507
605,GAB,2017-01-01,3.8021978021978025
606,GAB,2018-01-01,4.057331863285558
607,GAB,2019-01-01,4.090909090909091
608,GAB,2020-01-01,4.163934426229508
609,GAB,2021-01-01,4.163934426229508
610,GBR,2012-01-01,8.806122448979592
611,GBR,2013-01-01,8.844580777096114
612,GBR,2014-01-01,9.007391763463568
613,GBR,2015-01-01,9.0722761596548
614,GBR,2016-01-01,9.00107411385607
615,GBR,2017-01-01,8.934065934065934
616,GBR,2018-01-01,8.886438809261302
617,GBR,2019-01-01,9.004329004329003
618,GBR,2020-01-01,8.852459016393444
619,GBR,2021-01-01,8.852459016393444
620,GEO,2012-01-01,5.071428571428571
621,GEO,2013-01-01,5.357873210633947
622,GEO,2014-01-01,5.776135163674763
623,GEO,2015-01-01,5.674217907227616
624,GEO,2016-01-01,6.047261009667026
625,GEO,2017-01-01,5.978021978021976
626,GEO,2018-01-01,6.0859977949283355
627,GEO,2019-01-01,6.147186147186147
628,GEO,2020-01-01,6.076502732240437
629,GEO,2021-01-01,6.076502732240437
630,GHA,2012-01-01,4.846938775510203
631,GHA,2013-01-01,4.938650306748467
632,GHA,2014-01-01,4.868004223864836
633,GHA,2015-01-01,4.929881337648328
634,GHA,2016-01-01,5.026852846401719
635,GHA,2017-01-01,5.274725274725274
636,GHA,2018-01-01,5.446527012127895
637,GHA,2019-01-01,5.757575757575757
638,GHA,2020-01-01,5.7923497267759565
639,GHA,2021-01-01,5.7923497267759565
640,GIN,2012-01-01,2.1428571428571432
641,GIN,2013-01-01,2.1472392638036815
642,GIN,2014-01-01,2.3442449841605066
643,GIN,2015-01-01,2.642934196332255
644,GIN,2016-01-01,2.8034371643394205
645,GIN,2017-01-01,2.6153846153846154
646,GIN,2018-01-01,2.679162072767365
647,GIN,2019-01-01,2.824675324675325
648,GIN,2020-01-01,2.819672131147541
649,GIN,2021-01-01,2.819672131147541
650,GMB,2012-01-01,3.4081632653061225
651,GMB,2013-01-01,3.323108384458078
652,GMB,2014-01-01,3.2312565997888063
653,GMB,2015-01-01,3.0420711974110035
654,GMB,2016-01-01,2.9538131041890447
655,GMB,2017-01-01,3.725274725274725
656,GMB,2018-01-01,4.321940463065049
657,GMB,2019-01-01,4.642857142857142
658,GMB,2020-01-01,4.666666666666668
