id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42932,"Charming apartment, Oslo Center, Ro",187463,Cecilie,,Frogner,59.91201,10.72455,Entire home/apt,3900,3,55,2023-01-02,0.47,2,343,17,
69964,Lovely flat in Oslo city centre,175633,Kristin,,Sagene,59.94059,10.77397,Entire home/apt,1063,28,9,2021-06-06,0.06,1,0,0,
3859893,"Quiet, spacious and central",19915514,Bård Ove,,Nordre Aker,59.95232,10.73847,Entire home/apt,1821,4,13,2022-08-08,0.22,2,202,5,
1836731,"Beautiful and cosy, central oslo",1221776,Rannveig & Johan,,Sagene,59.93516,10.75439,Entire home/apt,1200,7,192,2023-02-05,1.74,2,240,13,
71725,Central big room - ap with balcony,368229,Reidun,,Gamle Oslo,59.90795,10.77987,Private room,566,4,52,2022-12-22,0.35,1,184,3,
85902,"Stylish design apt, east. Close to train station",250159,Melissa,,Gamle Oslo,59.91074,10.77232,Entire home/apt,1300,3,69,2023-03-09,0.48,2,35,6,
92103,Trendy Urban Downtown Oslo.,496205,Dorte,,Grünerløkka,59.91818,10.75521,Entire home/apt,1531,3,20,2013-08-18,0.14,1,365,0,
94158,Beautiful 3 bedroom penthouse,503528,Katrine,,Gamle Oslo,59.90703,10.78589,Entire home/apt,750,90,140,2021-06-28,1.36,1,0,0,
123041,"Cozy room in design apartment, central east side",250159,Melissa,,Gamle Oslo,59.91253,10.77205,Private room,664,1,231,2022-09-02,1.61,2,0,1,
149776,Bird's nest in the heart of Oslo,714768,Henrik,,St. Hanshaugen,59.92398,10.74787,Private room,979,5,42,2022-03-03,0.29,2,242,0,
165218,"Bedroom, nice riverview, in Oslo",787976,Jon,,Sagene,59.9375,10.76554,Private room,650,2,23,2022-08-27,0.16,1,0,3,
174372,New spacious central 2BR w/terrace,114189,Christina,,Sagene,59.93024,10.75964,Entire home/apt,16656,100,36,2014-10-26,0.25,1,365,0,
256459,Waterfront suite 12 min from centre,1347737,Kåre & Truls,,Nordstrand,59.84704,10.7778,Entire home/apt,500,1,323,2023-03-28,2.53,2,273,62,
1846637,Flat in an old red wooden house,9646593,Britta & Caren,,Vestre Aker,59.95631,10.69316,Entire home/apt,1473,2,84,2023-03-17,0.84,1,252,16,
3901615,MIDT I SMØRØYET,20203924,Tone,,Grünerløkka,59.93194,10.76604,Entire home/apt,550,10,34,2022-11-30,0.33,1,289,10,
3906755,Spacious and charming apartment with balcony,2333776,Åse Marie,,Grünerløkka,59.9271,10.76752,Entire home/apt,516,3,14,2019-08-04,0.15,1,0,0,
3911082,In the heart of Oslo.,20207561,Rita,,Frogner,59.916446685791016,10.718223571777344,Entire home/apt,2500,3,64,2023-03-27,0.62,1,144,9,
275790,"Peaceful, central with balcony.",793479,Espen,,Sagene,59.93061,10.75375,Entire home/apt,906,7,14,2022-12-08,0.10,1,312,4,
284644,Central Room perfect for Solo Traveler,1324869,Bente,,Gamle Oslo,59.91826,10.76147,Private room,729,4,100,2021-08-25,0.76,1,0,0,
314213,"VERY CENTRAL, peaceful  in the heart of Oslo.",1614549,Peter Piotr,,Grünerløkka,59.92085,10.74995,Private room,571,5,116,2023-02-07,0.86,2,274,9,
386879,OSLO'S NICEST APARTMENT WITH ROOF TERRACE,1935720,Ida,,St. Hanshaugen,59.92223,10.74946,Entire home/apt,1042,90,47,2018-12-15,0.35,1,364,0,
397657,Charming apartment in central Oslo,1986686,Hanne,,Grünerløkka,59.92634,10.75088,Entire home/apt,1000,3,21,2023-02-26,0.22,1,0,3,
405953,Wonderful central loft apartment,2023264,Marius,,Grünerløkka,59.92009,10.76796,Entire home/apt,5000,4,9,2022-07-21,0.13,1,274,1,
413431,"Beautiful, spacious & super central, Grünerløkka",2056354,Audhild,,Grünerløkka,59.92648,10.76255,Entire home/apt,964,4,7,2023-01-19,0.05,1,13,1,
430022,Cosy flat in central Oslo,2137599,Hilde,,Sagene,59.93776,10.75932,Entire home/apt,1250,14,25,2022-07-02,0.19,1,0,1,
500008,"10 min to Oslo Central Station, Garden Fjord view",2381047,Volkolas,,Nordstrand,59.88523,10.76879,Entire home/apt,884,2,106,2019-11-08,0.82,1,203,0,
1878209,Opera Square Luxury Suite (Barcode),9519445,Christian,,Gamle Oslo,59.90778,10.75832,Entire home/apt,3000,60,1,2015-06-08,0.01,1,365,0,
1907766,"Big 4BR loft, 120 sqm, Grünerløkka, 2 terraces.",9900413,Anniken,,Grünerløkka,59.92872,10.76021,Entire home/apt,2443,2,11,2022-10-09,0.13,1,0,9,
503782,Best of Grünerløkka,2484478,Jarle,,Grünerløkka,59.92428,10.75828,Entire home/apt,1750,3,18,2022-10-05,0.15,1,0,7,
529449,Large one-bedroom with balcony,2601724,Nils Magnus,,St. Hanshaugen,59.92911,10.73104,Entire home/apt,1800,13,18,2022-02-28,0.17,1,270,0,
580690,A home with a view,2857446,Mailen,,Nordstrand,59.88321,10.78977,Entire home/apt,1500,3,1,2017-07-20,0.01,1,0,0,
588353,A place to call home :),210068,Trude Rebekka,,Grünerløkka,59.92366,10.7692,Entire home/apt,950,2,584,2022-08-20,4.51,4,0,39,
590834,"Nice apartment, close to tram, bus and train",2914938,Bent,,Nordre Aker,59.96531,10.77889,Entire home/apt,590,7,8,2020-07-01,0.06,1,246,0,
613873,Loft in a stable,1272535,Elin Killie,,Grünerløkka,59.92132,10.75942,Entire home/apt,1563,1,21,2022-08-12,0.18,1,347,4,
1915723,"Comfortable, spacious and homely apartment!",9935417,Marit & Paul,,Gamle Oslo,59.91113,10.77541,Entire home/apt,827,2,54,2022-12-25,0.49,1,2,12,
634884,"Central, Clean, Chic, Cozy & WIFI",3162475,Merete,,Gamle Oslo,59.91459,10.76344,Private room,645,1,276,2023-03-05,2.13,2,9,1,
3930888,"Retro-inspired house, in green, calm surroundings!",8339364,Anita,,Søndre Nordstrand,59.83558,10.80322,Entire home/apt,590,3,90,2023-03-13,0.89,1,256,10,
688070,Oslo City - I ONLY ACCEPT WOMEN!,3512619,Marita H,,Frogner,59.92616,10.72386,Private room,499,2,158,2020-10-10,2.37,1,136,0,
708213,The Marshmallow-flat / perfect area,995679,Martine,,Grünerløkka,59.92722,10.75718,Entire home/apt,960,2,37,2020-08-02,0.30,1,63,0,
749061,Modern apartment near OsloMet and Bislett Stadium,3935697,Torbjørn,,Frogner,59.9219,10.73375,Entire home/apt,1250,5,10,2022-10-30,0.10,1,13,2,
760266,In the heart of the city,3996622,Per Martin,,Gamle Oslo,59.912159,10.760248,Private room,657,1,772,2023-03-29,6.16,1,350,115,
1969573,Beautiful Upper Westside Apartment,1585650,Heidi,,Frogner,59.91955,10.70902,Entire home/apt,950,4,357,2023-02-20,3.17,1,268,34,
761018,Lovely bedroom in beautiful area.,4011871,Mona Johanne,,Frogner,59.91755,10.71428,Private room,460,1,1036,2023-03-23,8.26,1,280,121,
1999509,Cozy central - Grünerløkka,10300607,Trond Vika,,Grünerløkka,59.92662,10.75842,Private room,1000,3,42,2022-10-01,0.39,2,365,5,
773722,Oslo City Apt in the heart of Oslo,1386261,Gangadai,,Gamle Oslo,59.91318,10.76433,Entire home/apt,3278,1,89,2023-01-03,0.71,3,323,38,
3948423,Central with balcony & roof terrace,20366081,Limita,,Grünerløkka,59.92788,10.76087,Entire home/apt,1486,2,14,2023-01-02,0.15,1,260,9,
789864,"""Heart of Oslo"" by the Opera House.",3854740,Torbjørn,,Gamle Oslo,59.90704,10.75752,Entire home/apt,634,60,24,2021-03-05,0.19,1,0,0,
2021298,Families welcome!,10412406,Anne,,Søndre Nordstrand,59.83742,10.78894,Entire home/apt,1600,3,57,2022-07-31,0.51,1,0,11,
869173,Bright 70 m2 apartment with a great view,4578764,Tove,,St. Hanshaugen,59.92017,10.74694,Entire home/apt,1800,2,11,2022-09-18,0.12,1,340,6,
917797,Two Bedroom Unit in Exclusive Frogner Park Villa,4922112,Eric Christian King,,Frogner,59.92317,10.70663,Entire home/apt,1200,14,3,2019-08-20,0.03,3,233,0,
3965228,Renovated Appartment sentral at Aker Brygge,3236391,Tor Daniel,,Frogner,59.90684127807617,10.724080085754395,Entire home/apt,3400,3,11,2022-11-04,1.30,1,298,11,
927847,Fresh 2 bedroom CONDO near OPERA beachfront,4580330,Ole,,Gamle Oslo,59.90284,10.75474,Entire home/apt,2640,2,72,2021-11-14,0.61,2,0,0,
977648,SEAFRONT MODERN LUXURY IN OSLO!,1933196,Nils,,Frogner,59.90625,10.7187,Entire home/apt,2209,2,237,2023-01-03,1.96,1,244,15,
3968848,Super central with private bathroom,19447895,Rune Og Kristin,,St. Hanshaugen,59.91575,10.75444,Private room,1360,3,107,2023-01-22,1.02,1,68,23,
2062278,Charming home with garden and fireplace,10346069,Martine,,Grünerløkka,59.9263,10.7704,Entire home/apt,3500,2,0,,,3,365,0,
2085441,Modern 50m2 at St. Hanshaugen,5956464,Kristina,,St. Hanshaugen,59.93469,10.74141,Entire home/apt,1400,2,0,,,2,19,0,
1010214,Spacious room in Grunnerløkka! Long term preferred,2202709,Sangeeta,,Grünerløkka,59.91995,10.76007,Private room,850,1,80,2022-09-15,0.67,1,177,4,
1036219,Oslo City Center - ENTIRE APARTMENT,5703901,John Richard And Hilde,,St. Hanshaugen,59.91905,10.74988,Entire home/apt,2190,2,38,2022-10-23,0.36,2,197,1,
1083432,Kidsfriendly and very central,5956740,Mari + David,,Frogner,59.91452,10.72605,Entire home/apt,1865,3,84,2022-09-03,0.88,1,85,19,
1102524,CASA MOJO - CHIC & CENTRAL,6055753,Jonas,,Frogner,59.91482,10.71064,Private room,2992,1,96,2016-09-12,0.79,1,365,0,
1134022,House & large garden,6220833,Ole,,Nordre Aker,59.94158,10.73148,Entire home/apt,4200,14,5,2021-06-26,0.04,1,365,0,
3986900,Appartment in heart of Oslo,20665445,Rafael,,Grünerløkka,59.92204,10.76107,Entire home/apt,2143,1,1,2021-05-18,0.04,2,364,0,
1211520,Very nice apartment with balcony,1904374,Mari,,Bjerke,59.94776,10.82621,Entire home/apt,1179,2,5,2022-11-13,0.63,1,80,5,
1226982,Most exciting area in Oslo (modern/new building),15921981,William,,St. Hanshaugen,59.91756,10.75312,Entire home/apt,1223,1,260,2023-03-27,3.91,1,13,57,
3998076,Large and comfortable sofabed in modern apartment,20724581,Gunnar,,Nordre Aker,59.9466,10.73037,Shared room,320,1,33,2017-07-28,0.32,1,149,0,
2085646,Big House LovelyGarden near City and Ekebergsletta,10650377,Annette,,Nordstrand,59.89195,10.79626,Entire home/apt,4000,7,2,2018-06-24,0.03,1,10,0,
1229105,"Paradise in Oslo, ideal for kids",4792671,Caroline & Christian,,Nordstrand,59.8787,10.7601,Entire home/apt,2000,3,8,2017-08-12,0.07,1,0,0,
1236006,"Etterstad, ten minutes by bus from Oslo centre",6738377,Liv,,Gamle Oslo,59.91133,10.79677,Entire home/apt,800,30,25,2021-08-31,0.23,1,0,0,
1239077,Central penthouse (loft) apartment w sunny terrace,6751091,Rune,,Frogner,59.91635,10.71693,Entire home/apt,2200,3,19,2022-08-17,0.34,1,344,6,
2116261,Grünerløkka Large 1bd + balcony!,445495,Lars,,Grünerløkka,59.92729,10.7676,Entire home/apt,720,2,31,2017-06-13,0.28,1,0,0,
1250723,"Down town, by the central station",1616331,Anita,,Grünerløkka,59.91753,10.7548,Private room,690,1,626,2023-02-26,5.26,1,222,74,
1283780,Beautiful apartment in Grünerløkka,6480437,Gry,,Grünerløkka,59.92511,10.76058,Entire home/apt,1200,2,55,2022-09-15,0.47,1,261,9,
4026611,Charming apt in classy Frogner-area,20877182,Johanne Marie,,Frogner,59.91864,10.71593,Entire home/apt,1800,5,30,2022-08-07,0.36,1,11,6,
1298743,Nice apartment with great location,7061919,Einar Espolin,,Frogner,59.92565,10.72785,Entire home/apt,1200,6,91,2023-01-31,0.78,1,189,17,
1307404,"Spacious & central, superb kitchen!",7063146,Anja,,Gamle Oslo,59.91561,10.7741,Entire home/apt,1200,3,17,2022-08-19,0.14,1,141,4,
1310319,Stylish flat in the embassy area,7121844,Line K.,,Frogner,59.91951,10.70458,Private room,725,1,474,2023-03-26,4.04,2,319,111,
4028036,Beautiful Penthouse apartment w/ priv terrace,20438768,Thomas,,Frogner,59.92147,10.70994,Entire home/apt,1500,5,0,,,1,194,0,
2134612,"Cosy, quiet, family-friendly, parks, Oslo",10892344,Nina,,Ullern,59.92692,10.68972,Entire home/apt,1586,6,22,2022-07-27,0.24,1,26,2,
1335564,Central- cheap&chic!,7241303,Alberto,,Frogner,59.9147,10.71645,Private room,420,1,359,2021-07-12,3.07,1,41,0,
1340004,"Bright&Comfy, 60sqm, 1BR, private garden",7267318,Orjan,,Grünerløkka,59.9255,10.77064,Entire home/apt,850,14,10,2022-08-16,0.09,1,164,1,
1342358,Newly refurbished loft in vibrant Grunerlokka,7280460,Nina,,Sagene,59.92973,10.76071,Private room,1076,2,221,2022-11-06,1.89,1,0,22,
2159013,New two bedroom topfloor with awesome view!,2490919,Vidar Singh,,Gamle Oslo,59.9103,10.77828,Entire home/apt,13000,4,57,2020-08-10,0.89,1,90,0,
4035263,13 min from city centre - room near metro & nature,20920261,Bente And Kjell,,Østensjø,59.90593,10.8377,Private room,610,1,9,2023-03-18,1.15,1,263,9,
1352377,Exclusive apartment in Oslo center,7340074,Oscar,,Sentrum,59.90562,10.75292,Private room,5000,50,4,2014-03-05,0.04,1,335,0,
1372955,Charming apartment at Løkka,43067,Anne Guro,,Grünerløkka,59.92163,10.76207,Entire home/apt,979,7,9,2022-05-28,0.08,1,362,1,
1437865,Welcome to our quiet Oslo retreat.,4370667,Henrik,,Nordstrand,59.8816,10.77761,Entire home/apt,1711,3,67,2023-01-19,0.61,1,186,9,
2159310,"Lovely stay in central Oslo, perfect location",10976794,Yuan,,Frogner,59.91467,10.72523,Entire home/apt,800,14,4,2020-08-11,0.07,1,0,0,
1449574,Sjarmerende Kampen: toppleilighet med balkong,7779409,Paal,,Gamle Oslo,59.9133921,10.7823549,Entire home/apt,2186,3,4,2022-09-04,0.48,1,350,4,
1459050,Modern design Bislet flat w balcony,584177,Marcus,,St. Hanshaugen,59.92968,10.73441,Entire home/apt,927,2,41,2023-03-19,0.35,1,345,7,
1517358,2 etasjer med terrasse sentralt på Torshov,8100916,Pia,,Sagene,59.93455,10.76227,Entire home/apt,2100,3,6,2022-12-07,0.20,1,205,5,
