id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15526,Residenza PALAZZO lake view,60754,"Andrea, Maurizio, And Tina",,Solto Collina,45.78464,10.02629,Entire home/apt,96,4,42,2022-08-13,0.29,5,13,5,CIR: 016200 – CNI -00005
15542,Suite PANORAMA facing the lake,60754,"Andrea, Maurizio, And Tina",,Solto Collina,45.78354,10.02471,Entire home/apt,70,2,44,2022-09-24,0.33,5,96,2,CIR: 016200 – CNI -00005
31412,Cute and Cosy Terrace,134937,Elena,,Bergamo,45.69052,9.67099,Entire home/apt,69,1,93,2021-10-05,0.69,11,0,0,
116423,Casetta a 12km da lago d'iseo,588254,Angela,,Bossico,45.8284,10.04476,Entire home/apt,40,3,10,2022-09-18,0.17,3,237,2,CIR 016033-CNI-00002T00146
179345,Bossico Vicino a Montisola  e lago D'iseo,588254,Angela,,Bossico,45.82723,10.04484,Entire home/apt,35,3,15,2022-09-19,0.25,3,259,4,CIR 016033-CNI-00002T00146
215933,Donizetti Royal suite private toilet,816380,Marcella,,Bergamo,45.698385,9.675597,Private room,77,1,47,2023-03-27,0.39,14,343,8,
215946,Double room shared bathroom in Donizetti guesthous,816380,Marcella,,Bergamo,45.69769,9.67485,Private room,67,1,169,2023-03-17,1.28,14,326,15,
225436,The house in the woods near Lovere,1174487,Marco,,Solto Collina,45.78667,10.04325,Entire home/apt,95,2,185,2023-02-26,1.38,2,260,15,CIR016200CNI00003
288012,Charming  Modern Flat in Bergamo,134937,Elena,,Bergamo,45.70823,9.67585,Entire home/apt,210,2,13,2017-05-16,0.11,11,29,0,
309949,Lake Iseo Apartment  sleep 5 people,2760526,Bianca,,Riva di Solto,45.77813,10.04171,Entire home/apt,90,3,18,2022-10-08,0.15,2,68,5,CIR 016180-CNI-00001
321684,SUPERIOR APARTMENT WITH WI-FI-BERGAMO CENTER,1646935,Laura,,Bergamo,45.70255,9.67256,Entire home/apt,90,2,13,2022-09-05,0.10,5,227,2,016024-CIM-00464
329536,Cute and sunny apartment for rent,1682592,Francesca,,Bergamo,45.6888,9.66989,Entire home/apt,63,3,9,2015-07-11,0.07,1,0,0,
407559,Torre Antica,2030052,Andrea,,Lovere,45.81965,10.07578,Entire home/apt,100,1,144,2023-01-06,1.34,1,245,24,BG63985
453966,"Onore, a nice mountain place",2255479,Giorgia,,Onore,45.88826,10.01512,Entire home/apt,86,3,6,2023-02-20,0.19,1,318,3,
458623,THE HOUSE OVERLOOKS THE ISEO LAKE,1174487,Marco,,Solto Collina,45.78525,10.04575,Entire home/apt,145,2,61,2022-10-10,0.47,2,230,7,CIR016200CNI00019
