id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29059,Rental unit in Montreal · ★4.68 · 1 bedroom · 2 beds · 1 bath,125031,Maryline,,Ville-Marie,45.51939,-73.56482,Entire home/apt,144,2,415,2023-04-25,2.64,2,249,55,267153
29061,Home in Montreal · ★4.68 · 2 bedrooms · 2 beds · 1 bath,125031,Maryline,,Ville-Marie,45.51929,-73.56493,Entire home/apt,276,3,113,2022-12-30,0.83,2,246,22,267153
425582,Rental unit in Montreal · ★4.60 · 3 bedrooms · 3 beds · 1 bath,1775783,Corinne,,Le Plateau-Mont-Royal,45.53812,-73.56037,Entire home/apt,75,32,12,2022-11-20,0.09,1,1,1,
1067530,Rental unit in Montreal · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,5874268,Sarah,,Le Plateau-Mont-Royal,45.52202,-73.57864,Private room,31,31,42,2022-09-11,0.36,1,137,2,
34715,Rental unit in Montreal · ★4.88 · 2 bedrooms · 3 beds · 1 bath,149769,Alain,,Rosemont-La Petite-Patrie,45.53818,-73.6036,Entire home/apt,160,14,9,2022-11-18,0.06,1,29,2,261026
1069924,Loft in Montreal · 1 bedroom · 1 bed · 1 bath,432864,Olivier,,Le Plateau-Mont-Royal,45.52013,-73.58817,Entire home/apt,99,180,1,2013-04-18,0.01,1,0,0,
426532,Rental unit in Verdun · ★4.64 · 1 bedroom · 1 bed · 1 bath,1016614,Home In Montreal,,Verdun,45.46853,-73.57173,Entire home/apt,112,90,12,2022-04-18,0.09,11,0,0,
36301,Rental unit in Montréal · ★4.88 · 1 bedroom · 2 beds · 1 bath,381468,Sylvie,,Le Plateau-Mont-Royal,45.53026,-73.58413,Entire home/apt,160,32,48,2023-05-01,0.50,7,252,6,
453936,Rental unit in Montreal · ★4.93 · 1 bedroom · 1 bed · 1 bath,1904354,Serge,,Le Plateau-Mont-Royal,45.51614,-73.581,Entire home/apt,116,3,329,2023-05-03,2.47,1,204,44,249454
46626,Rental unit in Montreal · ★4.60 · 4 bedrooms · 4 beds · 1 shared bath,208453,Maureen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47012,-73.60725,Private room,65,3,43,2023-01-01,0.30,2,265,18,
476730,Rental unit in Montréal · ★4.91 · 3 bedrooms · 3 beds · 1 bath,2363064,Eloy & Julie,,Rosemont-La Petite-Patrie,45.54478,-73.60849,Entire home/apt,90,31,47,2019-08-14,0.36,1,0,0,
1075759,Rental unit in Montreal · ★4.81 · 1 bedroom · 2 beds · 1 bath,3704756,Sylvain,,Ville-Marie,45.52152,-73.56156,Entire home/apt,49,32,129,2023-01-30,1.06,2,99,3,
1092987,Rental unit in Montreal · ★4.88 · 1 bedroom · 1 bed · 1 bath,5998200,Amanda,,Ville-Marie,45.51188,-73.55988,Entire home/apt,99,220,10,2015-08-07,0.08,4,253,0,
50479,Rental unit in Montreal · ★4.95 · 1 bedroom · 1 bed · 1 bath,231694,Noemie,,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire home/apt,105,3,225,2023-05-02,1.47,2,0,48,271530
66276,Rental unit in Montreal · ★4.69 · 1 bedroom · 2 beds · 1 bath,324569,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4625,-73.62825,Entire home/apt,40,31,38,2015-11-15,0.26,2,247,0,
1094965,Rental unit in Montreal · 1 bedroom · 1 bed,6015832,Marie-Josée,,Mercier-Hochelaga-Maisonneuve,45.55328,-73.55326,Private room,34,360,0,,,1,365,0,
1096987,Rental unit in Montreal · ★4.77 · 3 bedrooms · 3 beds · 1 bath,1456150,Simon,,Rosemont-La Petite-Patrie,45.53165,-73.60797,Entire home/apt,125,31,47,2022-07-31,0.39,2,0,1,
481023,Loft in Montreal · ★4.86 · 2 bedrooms · 3 beds · 2 baths,1149654,Jessica,,Le Plateau-Mont-Royal,45.52428,-73.58825,Entire home/apt,252,32,15,2019-08-08,0.11,3,269,0,
487610,Rental unit in Montreal · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,2170500,Cecel,,Le Plateau-Mont-Royal,45.51272,-73.57613,Private room,27,31,20,2020-03-28,0.15,1,130,0,
70489,Condo in Montreal · ★4.0 · 1 bedroom · 2 beds · 1.5 baths,145990,Marc Andre,,Ville-Marie,45.5019,-73.56354,Entire home/apt,90,31,3,2014-09-08,0.02,1,169,0,
488221,Condo in Montreal · ★4.84 · 3 bedrooms · 3 beds · 1 bath,1375370,Pierre Et Martyna,,Rosemont-La Petite-Patrie,45.53556,-73.61186,Entire home/apt,285,31,19,2019-08-22,0.14,1,101,0,
70801,Home in Montreal · ★4.84 · 4 bedrooms · 4 beds · 2.5 baths,294382,Jennifer&Steeve,,Le Sud-Ouest,45.47812,-73.55698,Entire home/apt,375,3,27,2022-09-08,0.18,1,36,2,310728
500701,Loft in Montreal · ★4.84 · 4 bedrooms · 6 beds · 2.5 baths,2470535,Valerie,,Le Sud-Ouest,45.48004,-73.58113,Entire home/apt,415,31,313,2023-05-07,2.39,1,283,47,
1135356,Rental unit in Montreal · ★4.81 · 1 bedroom · 1 bed · 1 bath,3548411,CASA Heidi,,Ville-Marie,45.49839,-73.57972,Entire home/apt,60,31,44,2022-08-18,0.36,5,132,2,
73171,Rental unit in Montreal · ★4.79 · 1 bedroom · 1 bed · 1 bath,381468,Sylvie,,Le Plateau-Mont-Royal,45.52891,-73.58219,Entire home/apt,110,32,84,2022-01-08,0.57,7,9,0,
1149696,Home in Montreal · ★5.0 · 3 bedrooms · 4 beds · 2 baths,1213675,Elric,,Rosemont-La Petite-Patrie,45.5367,-73.5932,Entire home/apt,300,6,12,2022-08-13,0.10,1,0,4,308905
513546,Loft in Montréal · ★4.79 · 1 bedroom · 1 bed · 1 bath,2529811,Kim And Sam,,Ville-Marie,45.50434,-73.56264,Entire home/apt,181,24,382,2023-03-26,2.87,4,225,15,331251
85267,Rental unit in Montreal · ★4.89 · 1 bedroom · 2 beds · 1 bath,381468,Sylvie,,Le Plateau-Mont-Royal,45.52946,-73.58206,Entire home/apt,150,32,35,2023-03-04,0.24,7,333,6,
519108,Rental unit in Montreal · ★5.0 · 1 bedroom · 2 beds · 1 bath,2553387,Andréanne,,Villeray-Saint-Michel-Parc-Extension,45.53689,-73.62379,Entire home/apt,85,32,34,2023-03-23,0.26,1,198,4,
1151635,Rental unit in Montreal · ★4.16 · Studio · 1 bed · 1 bath,6312297,Katherine,,Le Plateau-Mont-Royal,45.52716,-73.57478,Entire home/apt,50,32,25,2022-08-31,0.23,13,252,3,
