id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42515,Geneva center - Hosting females,185647,Noelle,,Commune de Genève,46.2014,6.15507,Private room,79,3,68,2022-12-11,0.49,1,305,7,
107438,Room in an amazingflat linked to UN,556499,F. M.,,Commune de Genève,46.19004,6.16014,Private room,60,5,27,2019-11-30,0.19,1,339,0,
203997,Top location studio 1 block from lake!,1001280,Mike,,Commune de Genève,46.19967,6.15597,Entire home/apt,165,5,77,2023-03-20,0.61,1,38,3,
276025,Lovely flat by Geneva lake,1442438,Gaby,,Versoix,46.27944,6.16724,Entire home/apt,70,4,115,2023-03-13,0.86,1,282,8,
411058,5th Sky (Downtown Geneva),1706035,Julik,,Commune de Genève,46.21092,6.14588,Private room,125,2,49,2022-05-27,0.45,1,78,2,
419631,Beautiful Apm't in central Geneva (NB Guest Room),2086993,Mark,,Commune de Genève,46.1991,6.17318,Private room,75,1,59,2023-02-05,0.49,2,79,2,
468995,Nice little place near the lake!,2328179,Po,,Commune de Genève,46.20508,6.15822,Entire home/apt,98,3,29,2020-10-01,0.22,2,286,0,
476344,Very spacious apartment in Geneva!,2361206,Jean,,Commune de Genève,46.19327,6.15306,Entire home/apt,220,3,173,2023-03-13,1.32,1,99,25,
2707979,Nice studio in Malagnou,7499688,Monica,,Commune de Genève,46.1972,6.16055,Entire home/apt,120,5,22,2021-11-06,0.22,3,71,0,
2777113,Single room in city center (for a women only),4135904,Catherine,,Commune de Genève,46.19308,6.13925,Private room,50,6,21,2022-04-14,0.20,1,273,1,
2974328,Charming 1 bedroom in Plainpalis,4914949,Amy,,Commune de Genève,46.19159,6.14271,Entire home/apt,108,6,64,2022-07-05,0.61,1,27,4,
3040262,Près de Genève et aéroport,13982960,Bassim,,Avully,46.16715,5.99505,Private room,49,3,23,2023-03-17,0.29,2,365,3,
3087183,★Cosy apartment downtown! ★,4479526,Anne,,Commune de Genève,46.2049,6.14089,Entire home/apt,99,2,25,2017-07-04,0.24,1,7,0,
3102373,Appartement plein de charme,4603456,Sandrine,,Commune de Genève,46.21464,6.14991,Entire home/apt,240,2,20,2019-08-16,0.21,1,0,0,
3108317,Little Buddha Room,10961151,Ela,,Vernier,46.21184,6.07893,Private room,60,28,22,2023-02-17,0.23,1,180,4,
3163290,Beautiful 1 bed flat with garden,5590503,Haris,,Plan-les-Ouates,46.16419,6.11254,Entire home/apt,115,6,38,2022-07-26,0.52,1,253,4,
3178070,GENEVA APP central,16116321,Med,,Commune de Genève,46.19335,6.1391,Entire home/apt,75,27,14,2020-11-02,0.13,2,0,0,
3314773,Appartement trois pièces avec vue,16737538,Charlotte,,Commune de Genève,46.21474,6.14862,Entire home/apt,95,3,12,2019-10-05,0.12,1,293,0,
3322739,Your cozy and clean Geneva home by Plainpalais,1022528,Michiel,,Commune de Genève,46.198,6.13858,Entire home/apt,131,7,39,2023-03-10,0.66,1,95,8,
3345351,PRIME LOCATION! B&B NETFLIX WIFI Close to UN,3778243,Lucia,,Commune de Genève,46.21195,6.12559,Private room,108,1,60,2021-11-08,0.57,3,202,0,
3384278,"females only, 10min Geneva center",17074167,Majed,,Commune de Genève,46.20336,6.168,Private room,47,1,153,2017-08-24,1.45,1,0,0,
3393746,chambre au calme,13921113,Marie-Antoinette,,Plan-les-Ouates,46.16389,6.11209,Private room,52,5,41,2023-01-20,0.40,1,310,1,
3423232,Splendid and quiet studio surrounded by green,17252228,Florence,,Chêne-Bougeries,46.19382,6.1829,Entire home/apt,89,3,39,2022-12-24,0.46,1,348,5,
3440524,Calm room in the city center,17339010,Nicolas,,Commune de Genève,46.20938,6.1373,Private room,54,7,66,2023-02-12,0.63,2,0,1,
3509380,"Light, equiped, cosy apartment GVA",4351206,Marie-Christine,,Grand-Saconnex,46.23029,6.11974,Entire home/apt,99,4,104,2023-03-25,1.02,1,102,17,
3651974,Appartement. Studio meublé,16853483,Ria,,Vernier,46.21041,6.11045,Entire home/apt,69,3,13,2022-10-12,0.21,1,362,4,
3716543,Genève Centre Chambre Privé (Luxe),16116321,Med,,Commune de Genève,46.19056,6.14146,Private room,75,10,2,2016-01-29,0.02,2,0,0,
3789436,Amazing Studio in Geneva,18793821,Joao,,Commune de Genève,46.21062,6.14522,Entire home/apt,120,1,108,2023-03-14,1.82,2,155,17,
3837904,big room in Carouge,19769295,Nathalie,,Carouge,46.19069,6.13503,Private room,54,1,127,2023-03-03,1.23,1,52,26,
4032248,Cozy Bedroom with amazing view,20904062,Vania,,Commune de Genève,46.21573,6.12058,Private room,83,10,7,2020-02-29,0.09,2,279,0,
4119876,charming pied à terre by the lake,6210353,Ana,,Commune de Genève,46.20794,6.14666,Entire home/apt,289,4,39,2019-05-17,0.38,1,0,0,
4146046,"Geneva  center : Cosy, bright and calm",21509285,Charlotte,,Commune de Genève,46.21204,6.13113,Entire home/apt,113,5,30,2022-08-19,0.29,3,118,4,
4179942,Individual room in central location by the lake,2674054,Sylvain,,Commune de Genève,46.20966,6.14647,Private room,66,1,12,2022-10-07,0.77,1,149,9,
4293517,Room to Rent,22289041,Samuel,,Genthod,46.25865,6.15325,Private room,125,1,4,2018-03-07,0.05,2,362,0,
4320491,Bedroom in a House,22431546,Iris & Dorin,,Onex,46.18144,6.09675,Private room,49,1,237,2020-02-14,2.34,3,58,0,
4370415,Colourful 2-room apartment,13724921,Jürgen,,Commune de Genève,46.19333,6.14362,Entire home/apt,74,5,28,2023-03-24,0.27,1,0,1,
4422302,beautiful Carouge apartment,18124744,Dieter,,Commune de Genève,46.19737,6.14146,Entire home/apt,150,3,0,,,1,364,0,
4581470,Gardenhouse in the heart of Carouge,22943191,Daniel,,Carouge,46.18202,6.14093,Entire home/apt,132,3,69,2022-11-19,0.82,1,148,10,
4674252,Nice flat in Geneva center (FG),10409307,David,,Commune de Genève,46.19029,6.14491,Entire home/apt,96,60,13,2021-06-01,0.13,28,271,0,
4769087,Petite chambre dans une maison,22431546,Iris & Dorin,,Onex,46.17955,6.09514,Private room,49,2,159,2019-11-30,1.63,3,210,0,
4798214,Geneva attractive central apartment,24724047,José,,Commune de Genève,46.19471,6.1474,Entire home/apt,106,4,49,2020-09-27,0.49,2,88,0,
4799361,Grand 2 pièces lumineux proche Vieille Ville/lac,24728835,Helena,,Commune de Genève,46.19751,6.15876,Entire home/apt,128,5,51,2022-12-19,0.64,1,271,8,
4843428,Apartment in the heart of Geneva,18096378,Fra,,Commune de Genève,46.20591,6.14195,Entire home/apt,250,5,16,2023-01-02,0.17,2,175,1,
4844484,Private room in the heart of Geneva,18096378,Fra,,Commune de Genève,46.20563,6.1421,Private room,129,7,2,2017-05-04,0.02,2,272,0,
4887567,Spacious and beautiful 2-story loft,25145482,Miguel,,Commune de Genève,46.21095,6.14267,Entire home/apt,289,3,205,2023-03-17,2.07,1,290,36,
5009111,Lovely apartment with Mountain and Lake View,25557589,Olga,,Commune de Genève,46.21431,6.14708,Entire home/apt,112,1,31,2023-03-24,0.61,1,1,8,
5028852,Charming and calm studio - Geneva,4383246,Jean-Pascal,,Veyrier,46.17364,6.14371,Entire home/apt,95,7,21,2022-12-02,0.21,1,61,1,
5066448,Appartement moderne à 100 m du lac,3737690,Philippe,,Commune de Genève,46.20474,6.15923,Entire home/apt,155,3,70,2023-02-11,0.70,28,265,12,
5071668,Charmante chambre dans villa,5163952,Yael,,Vernier,46.21968,6.0877,Private room,75,3,19,2019-09-25,0.19,1,334,0,
5111081,Your suite close to the airport,6070072,Emilie,,Meyrin,46.22562,6.10843,Entire home/apt,99,2,353,2023-02-01,3.57,1,89,44,
5120419,"Geneva center, 2 bedrooms apt w/AC",9005801,Christine,,Commune de Genève,46.2038,6.14518,Entire home/apt,325,1,49,2023-02-21,0.50,9,326,16,
5137416,Top center panoramic views Geneva,8548638,Anne-Monique,,Commune de Genève,46.20677,6.13482,Entire home/apt,571,7,41,2023-03-16,0.44,1,35,6,
5247146,Cozy Studio Eaux Vives,21521753,Nadja,,Commune de Genève,46.20147,6.16684,Entire home/apt,88,3,28,2022-10-15,0.30,2,88,2,
5296496,Appartement à Genève centre,1491046,Lara,,Commune de Genève,46.21533,6.14899,Entire home/apt,142,5,63,2023-01-15,0.69,1,244,13,
5455569,Geneva central appartment,24724047,José,,Commune de Genève,46.19471,6.1474,Entire home/apt,106,3,77,2023-03-14,0.78,2,91,2,
5487662,Apartment in the Geneva center Plainpalais,28456554,Kris,,Commune de Genève,46.19313,6.14361,Entire home/apt,50,30,0,,,1,117,0,
5517400,Lovely apartment-City center,28407549,Nadege,,Commune de Genève,46.20162,6.15815,Entire home/apt,128,3,30,2022-06-19,0.31,1,11,3,
5559199,Lake:5min and UN:20min (female),28819967,Chon,,Versoix,46.27676,6.16753,Private room,57,15,10,2019-09-30,0.11,1,270,0,
5616194,Cosy and modern apartment in Geneva,9945309,Tamara,,Chêne-Bourg,46.19966,6.19874,Entire home/apt,120,5,14,2022-10-06,0.18,2,67,2,
5690631,"❤️Tiny, comfortable bedroom with balcony access",1994454,Oscar,,Carouge,46.1881,6.13914,Private room,40,7,37,2021-12-17,0.39,1,246,0,
5740336,"Central
UN Organisations & airport & city center",29773018,Zied,,Commune de Genève,46.21357,6.12506,Entire home/apt,90,30,59,2020-12-23,0.61,1,148,0,
5867434,Adresses Privees 4 BR  Terrasse MONTHLY rental,4187635,Patricia,,Chêne-Bougeries,46.19816,6.17895,Entire home/apt,600,30,3,2022-08-26,0.05,3,272,1,
5903347,Budget-bed Geneva centre as (from 8pm to 8am),30661130,J. Daniel,,Commune de Genève,46.19555,6.14724,Shared room,19,1,390,2023-03-11,4.06,1,6,46,
5924154,Bel appartement près de la gare,805323,Genevieve,,Commune de Genève,46.2085,6.13271,Entire home/apt,80,1,94,2020-02-09,0.97,1,0,0,
5961262,45m2 City Center Cosy Apartment - 1 or 2 Persons,8287850,Martin,,Commune de Genève,46.20848,6.14796,Entire home/apt,255,2,25,2023-03-17,0.27,5,105,13,
6003027,Room in a countryside house,22357526,Affie,,Vandoeuvres,46.22164,6.20439,Private room,90,1,42,2023-01-31,0.44,1,258,9,
6052729,Flat in City centre near the lake,31408508,Adrien,,Commune de Genève,46.20907,6.14594,Entire home/apt,76,5,15,2022-08-16,0.16,1,0,1,
6125767,Cosy apartment with parking,6419260,Ricky,,Pregny-Chambésy,46.24646,6.13597,Entire home/apt,140,4,19,2022-10-04,0.21,3,358,7,
6151047,Beauty flat center in Champel with terrace +garden,31908064,Maamoun,,Commune de Genève,46.18968,6.15711,Entire home/apt,101,3,255,2023-03-28,2.65,1,109,36,
6248193,Unique 3 pieces near lake Geneva,6338695,Archana,,Commune de Genève,46.21693,6.14955,Entire home/apt,110,6,2,2022-09-19,0.29,1,1,2,
6252372,Quiet & cosy private room in Geneva/Chambre privée,2988944,Nour,,Lancy,46.174248,6.114157,Private room,48,5,91,2023-03-18,0.95,1,77,20,
6263914,"Beautifully furnished 2 bed, Lake and UN",18262820,Federico,,Commune de Genève,46.21507,6.1488,Entire home/apt,103,29,4,2023-02-03,0.86,1,73,4,
6275508,Nice and quite room in Geneva,32180734,Pape Ndiawar,,Chêne-Bougeries,46.20267,6.18263,Private room,90,1,2,2018-02-25,0.03,1,88,0,
6279426,Chambre meublé proche de Cornavin,11437698,Lucia,,Commune de Genève,46.20932,6.14867,Private room,61,1,54,2023-03-01,1.68,2,297,44,
6324829,Cosy flat city center,16677157,Paul,,Commune de Genève,46.20809,6.13415,Entire home/apt,110,1,647,2023-03-14,6.81,1,119,112,
6382351,All equipped 60m2 right in the center of Geneva !,8287850,Martin,,Commune de Genève,46.21057,6.14921,Entire home/apt,959,2,4,2021-07-13,0.05,5,218,0,
